OBJECTID;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;STRZUSTAND
104825;5;3;15;0;2019;4;23;6;2;0;1;2;1;0;0;0;0;0;353719,1981;5646437,683;6,917424893;50,95097072;0
104826;5;3;15;0;2019;4;18;6;3;2;6;0;0;1;0;0;0;0;354236,7336;5645134,489;6,925309343;50,93939044;0
104827;5;3;15;0;2019;4;13;6;3;0;7;0;0;0;0;0;0;1;353897,9635;5642306,639;6,921624104;50,91389169;0
104828;5;3;15;0;2019;4;18;6;2;5;3;0;1;1;0;0;0;0;355454,9206;5644699,186;6,942808834;50,93578512;0
104829;5;3;15;0;2019;4;18;6;3;0;2;0;1;1;0;0;0;0;355756,0983;5644081,395;6,947336809;50,93030854;0
104879;5;3;15;0;2019;4;15;6;3;3;6;0;0;1;0;0;0;1;363450,484;5643495,781;7,056981926;50,92691827;0
104880;5;3;15;0;2019;4;12;6;3;2;6;0;0;1;0;0;0;0;365117,7627;5640369,331;7,081847764;50,89921128;0
104881;5;3;15;0;2019;4;14;6;3;2;6;0;0;1;0;0;0;0;357110,491;5639150,141;6,968528091;50,88632857;0
104882;5;3;15;0;2019;4;13;6;3;1;6;0;0;1;0;0;0;0;349263,6611;5649850,531;6,852624963;50,98049143;0
104921;5;3;15;0;2019;4;13;5;3;2;2;0;0;1;0;0;0;0;365171,978;5642414,882;7,081862614;50,91760854;0
104922;5;3;15;0;2019;4;15;5;3;6;4;0;0;1;1;0;0;0;360523,802;5648862,19;7,01330769;50,97444693;0
104923;5;3;15;0;2019;4;20;5;2;3;2;2;0;1;0;0;0;0;361955,6949;5648027,382;7,034007475;50,96728932;0
104924;5;3;15;0;2019;4;12;5;2;0;1;0;0;1;0;0;0;0;357887,0919;5644467,554;6,977491002;50,93430792;0
104925;5;3;15;0;2019;4;14;5;3;5;3;0;0;1;0;1;0;0;352716,1123;5656721,128;6,898983483;51,0431271;0
104926;5;3;15;0;2019;4;17;5;3;5;3;0;0;1;0;1;0;0;349405,9275;5642986,624;6,85748895;50,91884768;0
104927;5;3;15;0;2019;4;15;5;2;6;4;0;0;0;1;0;0;1;351438,3103;5648079,34;6,884305646;50,96513999;0
104928;5;3;15;0;2019;4;16;5;2;5;3;0;0;1;0;1;0;0;351566,82;5647979,149;6,886175321;50,96427275;0
104929;5;3;15;0;2019;4;12;5;3;5;3;0;0;1;0;0;0;0;354608,667;5643331,083;6,931318828;50,9232776;0
104930;5;3;15;0;2019;4;9;5;3;5;3;0;1;1;0;0;0;0;354909,7165;5641489,466;6,936331681;50,90680316;0
104931;5;3;15;0;2019;4;15;5;3;2;6;0;0;1;0;0;0;0;354201,287;5644405,377;6,925096898;50,93282917;0
105033;5;3;15;0;2019;4;10;5;3;2;6;0;0;1;0;0;0;0;365826,3882;5642507,858;7,091132875;50,9185967;0
105088;5;3;15;0;2019;4;12;7;3;1;5;0;0;1;0;0;0;0;365153,0293;5636604,297;7,083738015;50,86538073;0
105089;5;3;15;0;2019;4;23;4;3;8;7;2;0;1;0;0;0;0;362330,507;5643832,493;7,040928085;50,92967823;0
105090;5;3;15;0;2019;4;23;7;3;5;2;2;0;1;0;0;0;0;361872,678;5648002,997;7,032835174;50,96705026;0
105091;5;3;15;0;2019;4;16;4;3;5;3;0;0;1;0;0;0;1;362712,8084;5643840,023;7,04636211;50,92983702;0
105092;5;3;15;0;2019;4;12;7;3;4;7;0;0;1;0;0;0;0;360930,1497;5649201,744;7,018962095;50,97759683;0
105093;5;3;15;0;2019;4;8;4;3;1;6;0;0;1;0;0;0;0;357387,5793;5644121,764;6,97052215;50,93107702;0
105094;5;3;15;0;2019;4;23;7;3;2;6;2;0;1;0;0;0;0;353821,4062;5646569,55;6,91882604;50,95218169;0
105095;5;3;15;0;2019;4;18;4;2;0;1;0;1;0;0;0;0;0;364819,8108;5649369,933;7,074273476;50,98003468;0
105096;5;3;15;0;2019;4;11;7;3;0;5;0;1;1;0;0;0;0;353145,8594;5645116,7;6,909800792;50,93895379;0
105097;5;3;15;0;2019;4;12;4;3;6;4;0;1;0;1;0;0;0;356325,2418;5647730,345;6,953990893;50,96324315;0
105098;5;3;15;0;2019;4;18;4;3;5;3;0;1;1;0;0;0;0;352722,9166;5647107,859;6,90297999;50,95673958;0
105099;5;3;15;0;2019;4;2;7;3;0;7;2;1;0;0;0;0;0;354150,3468;5645971,569;6,923745465;50,94689117;0
105101;5;3;15;0;2019;4;22;7;3;0;1;2;1;0;0;0;0;0;354336,7775;5642511,677;6,927780225;50,91584524;0
105103;5;3;15;0;2019;4;11;7;3;0;7;0;1;0;0;0;0;0;355446,9642;5645725,542;6,942288431;50,94500677;0
105190;5;3;15;0;2019;4;8;4;3;2;6;0;0;1;0;0;0;0;365960,0434;5637775,67;7,094770125;50,87609638;1
105191;5;3;15;0;2019;4;10;4;3;2;6;0;0;0;0;0;1;0;350944,4234;5652977,475;6,875267893;51,00902871;0
105225;5;3;15;0;2019;4;5;3;3;1;5;2;0;1;0;0;0;0;365839,8091;5638403,932;7,09283158;50,88171511;0
105226;5;3;15;0;2019;4;17;3;3;0;7;0;1;0;0;0;0;0;356879,9633;5651307,034;6,960476826;50,99552431;0
105227;5;3;15;0;2019;4;13;3;2;5;3;0;0;0;0;1;0;1;351476,0491;5655737,448;6,881710054;51,03396822;0
105228;5;3;15;0;2019;4;17;3;3;5;2;0;0;1;0;0;0;0;348647,5531;5645141,543;6,845813004;50,93801392;1
105229;5;3;15;0;2019;4;19;3;3;5;2;0;1;1;0;0;0;0;354797,8427;5645570,395;6,933116457;50,94344937;0
105230;5;3;15;0;2019;4;12;3;3;2;6;0;0;1;0;0;0;0;354173,966;5644843,07;6,924533214;50,93675567;0
105292;5;3;15;0;2019;4;12;3;2;2;6;0;0;1;0;0;0;1;366484,3649;5642243,621;7,100585011;50,91637444;0
105293;5;3;15;0;2019;4;14;5;3;3;6;0;0;0;0;0;1;1;359864,4136;5644864,077;7,005460809;50,93835538;0
105294;5;3;15;0;2019;4;10;3;2;2;6;0;0;0;0;0;1;1;362830,1207;5646386,971;7,047071417;50,95275528;0
105295;5;3;15;0;2019;4;17;5;3;6;7;0;1;0;1;0;0;0;357433,3209;5644614,447;6,970979922;50,93551605;0
105296;5;3;15;0;2019;4;7;3;3;0;1;0;1;0;0;0;0;0;358856,5152;5640814,91;6,992691804;50,90171931;0
105297;5;3;15;0;2019;4;0;5;3;0;1;2;1;0;0;0;0;0;348817,0337;5645152,489;6,848218845;50,93815674;0
105298;5;3;15;0;2019;4;6;5;3;5;2;0;0;1;0;0;0;0;348942,7902;5645146,384;6,850009916;50,93813484;0
105300;5;3;15;0;2019;4;13;5;3;0;7;0;0;0;0;0;0;1;350159,98;5648736,511;6,865843441;50,97071447;0
105302;5;3;15;0;2019;4;11;5;3;0;7;0;1;0;0;0;0;0;354217,9876;5645068,02;6,92506931;50,93878836;0
105305;5;3;15;0;2019;4;8;5;2;3;6;0;1;0;0;0;0;0;356249,2264;5641112,056;6,955519583;50,90374651;0
105306;5;3;15;0;2019;4;11;5;3;6;4;0;0;1;1;0;0;0;355409,0548;5644701,687;6,942155523;50,93579609;0
105387;5;3;15;0;2019;4;15;2;3;6;7;0;0;1;1;0;0;0;364231,9676;5638482,751;7,069959637;50,88204794;0
105389;5;3;15;0;2019;4;11;2;3;2;6;0;0;1;0;0;0;0;359556,8522;5644803,459;7,001109522;50,93773578;0
105391;5;3;15;0;2019;4;15;2;3;3;7;0;0;0;0;1;0;1;357557,6197;5645069,193;6,972569993;50,93963355;0
105393;5;3;15;0;2019;4;21;2;3;2;6;2;0;1;0;0;0;0;361786,578;5647977,455;7,031619444;50,96680006;0
105395;5;3;15;0;2019;4;16;2;3;1;6;0;0;1;0;0;0;0;359979,9286;5647783,308;7,00598115;50,96461894;0
105396;5;3;15;0;2019;4;22;2;3;1;5;2;1;1;0;0;0;0;350519,1619;5645061,344;6,872464601;50,93778141;0
105448;5;3;15;0;2019;4;12;5;2;2;6;0;0;1;0;0;1;0;359673,3493;5641780,101;7,003930006;50,91059276;0
105500;5;3;15;0;2019;4;21;4;3;5;2;2;0;1;0;0;0;0;363800,2065;5641072,456;7,062859963;50,90522136;0
105502;5;3;15;0;2019;4;11;4;3;1;2;0;0;1;0;0;0;0;366408,8472;5641471,178;7,099794131;50,90941449;1
105504;5;3;15;0;2019;4;13;4;2;1;5;0;1;1;0;0;0;0;361705,9795;5644984,539;7,031609303;50,9398826;0
105506;5;3;15;0;2019;4;9;4;3;0;1;0;0;0;0;1;0;0;359957,3677;5647515,474;7,005763162;50,9622064;1
105508;5;3;15;0;2019;4;9;4;3;6;4;0;1;0;1;0;0;0;355304,0331;5645425,321;6,940374477;50,94227289;1
105613;5;3;15;0;2019;4;11;1;3;5;2;0;1;1;0;0;0;0;353161,136;5643643,358;6,910611644;50,92571731;0
105649;5;3;15;0;2019;4;20;1;3;2;6;1;0;1;0;0;0;0;359681,5971;5657340,939;6,998039966;51,05044083;0
105698;5;3;15;0;2019;4;21;7;3;5;3;2;0;1;0;0;0;0;359948,1831;5648937,51;7,005084894;50,97498415;0
105699;5;3;15;0;2019;4;18;7;2;5;3;0;0;1;0;0;0;0;359948,8908;5649024,573;7,005061431;50,97576676;0
105700;5;3;15;0;2019;4;15;7;3;3;6;0;1;0;0;0;0;0;352642,1911;5656823,934;6,89788792;51,044032;0
105701;5;3;15;0;2019;4;2;7;2;9;7;2;1;0;0;0;0;0;353457,8187;5644861,182;6,914340578;50,9367369;0
105703;5;3;15;0;2019;4;20;7;3;2;6;1;0;1;0;0;0;0;354059,6453;5642117,918;6,923997978;50,91223661;0
105879;5;3;15;0;2019;4;15;6;3;0;7;0;0;1;0;0;0;0;352416,8021;5643718,06;6,899997773;50,9261987;0
105897;5;3;15;0;2019;4;10;2;3;0;6;0;1;1;0;0;0;0;356069,1221;5649163,682;6,94977887;50,97606031;0
105967;5;3;15;0;2019;4;17;6;3;2;6;0;0;1;0;0;0;1;361867,0525;5648024,113;7,032747088;50,96723869;0
105971;5;3;15;0;2019;4;11;6;3;1;6;0;0;1;0;0;0;0;364745,1862;5642628,369;7,075715331;50,91942739;0
105974;5;3;15;0;2019;4;12;6;3;1;6;0;0;1;0;0;0;0;348926,8026;5645905,136;6,849467879;50,94494898;0
106037;5;3;15;0;2019;4;22;5;3;2;7;2;0;1;0;0;0;0;361203,2336;5645603,501;7,024222224;50,94532457;0
106038;5;3;15;0;2019;4;16;5;2;6;4;0;0;1;1;0;0;0;359324,0343;5644782,926;6,997805975;50,93749449;0
106039;5;3;15;0;2019;4;9;5;3;5;3;0;1;1;0;0;0;0;357779,6224;5649017,05;6,974185035;50,97516751;0
106040;5;3;15;0;2019;4;14;5;3;4;2;0;0;1;0;1;0;0;350832,9845;5652379,651;6,873926243;51,0036276;0
106041;5;3;15;0;2019;4;7;5;3;0;7;0;0;1;0;1;0;0;354301,99;5645864,62;6,925945467;50,94596839;0
106042;5;3;15;0;2019;4;23;5;3;8;1;2;0;1;0;0;0;0;357137,0922;5646230,404;6,966133029;50,94996522;0
106110;5;3;15;0;2019;4;11;1;3;5;2;0;0;1;0;0;0;0;363271,9008;5649193,56;7,052302421;50,97808407;0
106112;5;3;15;0;2019;4;16;1;2;5;2;0;0;1;0;0;0;0;352007,523;5647623,653;6,892591385;50,96119148;0
106115;5;3;15;0;2019;4;14;1;2;0;1;0;1;0;0;0;0;0;354058,7634;5642116,633;6,923985955;50,91222485;1
106222;5;3;15;0;2019;4;20;7;3;6;2;1;0;1;1;0;0;0;363226,655;5639140,723;7,055430909;50,88772436;1
106224;5;3;15;0;2019;4;14;7;3;2;6;0;0;1;0;0;0;0;348893,9929;5643004,112;6,850203851;50,91887102;1
106225;5;3;15;0;2019;4;13;7;2;8;1;0;1;0;0;0;0;0;354059,5157;5642117,729;6,923996211;50,91223488;1
106232;5;3;15;0;2019;4;12;4;3;5;5;0;1;1;0;0;0;0;356307,7477;5647897,171;6,953676047;50,96473801;0
106288;5;3;15;0;2019;4;17;7;3;9;1;0;0;1;0;0;0;0;361739,9507;5648183,163;7,030877625;50,96863761;1
106344;5;3;15;0;2019;4;18;6;3;1;5;0;1;0;0;1;0;1;359642,6656;5644815,092;7,002325608;50,93786121;0
106346;5;3;15;0;2019;4;16;6;3;5;2;0;0;1;0;0;0;1;358337,14;5645557,788;6,983467789;50,9442166;0
106348;5;3;15;0;2019;4;16;6;3;2;6;0;0;1;0;0;0;0;360028,3541;5648169,008;7,006521915;50,96809704;0
106349;5;3;15;0;2019;4;21;6;3;5;3;1;1;1;0;0;0;0;355236,1557;5651547,461;6,936972158;50,9972738;0
106351;5;3;15;0;2019;4;13;6;3;2;6;0;0;1;0;0;0;0;356753,8291;5641106,191;6,962693685;50,90381921;0
106352;5;3;15;0;2019;4;3;6;3;0;1;2;1;0;0;0;0;0;353133,4846;5643931,794;6,910102278;50,92830234;1
106354;5;3;15;0;2019;4;16;6;3;7;7;0;1;0;0;0;0;0;350836,8519;5643575,691;6,877590869;50,92451296;0
106356;5;3;15;0;2019;4;17;6;3;2;2;0;0;1;0;0;0;0;354299,6646;5644202,723;6,926576968;50,93103283;0
106357;5;3;15;0;2019;4;8;6;3;5;3;0;1;1;0;0;0;0;356330,213;5641106,024;6,956672996;50,90371246;0
106386;5;3;15;0;2019;4;16;4;2;2;6;0;0;1;0;0;0;0;366081,07;5635129,792;7,097457795;50,85234396;0
106441;5;3;15;0;2019;4;18;6;2;2;6;0;0;0;0;0;1;1;362106,1382;5642602,613;7,038202354;50,91857129;0
106479;5;3;15;0;2019;4;20;3;3;3;6;1;1;0;0;0;0;0;366314,0345;5642657,344;7,098011659;50,92005341;0
106481;5;3;15;0;2019;4;18;3;3;0;2;0;0;1;0;1;0;0;358924,686;5642295,979;6,993088187;50,91504652;0
106483;5;3;15;0;2019;4;13;3;3;5;7;0;0;1;0;0;0;1;354215,1629;5651788,945;6,922335247;50,99918616;0
106485;5;3;15;0;2019;4;9;3;3;0;1;0;1;0;0;0;0;0;353936,7216;5646738,188;6,920398992;50,95372641;0
106488;5;3;15;0;2019;4;13;3;3;2;6;0;0;1;0;0;0;1;353841,0339;5644322,346;6,920006938;50,93199181;0
106490;5;3;15;0;2019;4;17;3;3;6;4;0;0;1;1;0;0;0;357166,86;5646281,466;6,966536501;50,95043148;0
106506;5;3;15;0;2019;5;14;7;3;2;7;0;0;1;0;0;0;0;366775,3103;5638204,946;7,106195028;50,88014313;1
106508;5;3;15;0;2019;5;16;7;3;0;6;0;0;1;0;0;0;1;350436,7341;5659512,811;6,865338299;51,06762478;1
106521;5;3;15;0;2019;5;9;4;3;5;3;0;0;1;0;0;0;0;364178,1302;5641425,366;7,068100495;50,90848218;0
106522;5;3;15;0;2019;5;6;4;3;6;4;1;1;0;1;0;0;0;355277,5592;5645278,938;6,940056059;50,94095074;0
106581;5;3;15;0;2019;5;14;4;2;9;7;0;0;1;0;0;0;0;349425,6256;5643317,425;6,857632419;50,92182552;0
106597;5;3;15;0;2019;5;2;7;3;8;1;2;0;1;0;0;0;0;361466,93;5646231,02;7,027734842;50,95102766;1
106659;5;3;15;0;2019;4;16;3;3;2;6;0;0;1;0;0;0;0;359116,1792;5642177,765;6,9958562;50,91403089;0
106661;5;3;15;0;2019;4;17;3;3;5;3;0;0;1;0;0;0;0;364756,4226;5640199,378;7,0767752;50,89759929;0
106662;5;3;15;0;2019;5;17;6;3;2;2;0;0;1;0;0;0;0;366039,0003;5635845,634;7,096598517;50,85876804;0
106663;5;3;15;0;2019;4;19;3;3;5;3;0;0;1;0;1;0;0;362249,7901;5643988,263;7,039721316;50,93105892;0
106664;5;3;15;0;2019;5;17;6;3;6;3;0;0;1;1;0;0;0;361998,3267;5648039,929;7,034609485;50,9674123;1
106665;5;3;15;0;2019;4;14;3;3;3;2;0;1;1;0;0;0;0;363265,1995;5649227,491;7,052194257;50,97838743;0
106666;5;3;15;0;2019;4;13;3;3;2;6;0;0;1;0;0;0;0;356430,87;5647042,982;6,955765259;50,95709226;0
106667;5;3;15;0;2019;5;14;6;3;1;1;0;1;1;0;0;0;0;353660,43;5646360,133;6,916619982;50,95025888;0
106668;5;3;15;0;2019;4;12;3;3;5;3;0;1;1;0;0;0;0;356113,6399;5648975,871;6,950486895;50,97438361;0
106669;5;3;15;0;2019;5;8;6;3;5;3;0;0;1;0;0;0;0;357206,881;5641145,815;6,969117345;50,90428755;1
106670;5;3;15;0;2019;4;11;3;3;6;7;0;0;1;1;0;0;0;350891,3164;5645057,594;6,877759058;50,93784407;0
106672;5;3;15;0;2019;4;18;3;3;5;3;0;1;1;0;0;0;0;354348,609;5645495,487;6,926756251;50,94266289;0
106674;5;3;15;0;2019;4;15;3;3;0;7;0;1;0;0;0;0;0;353381,4291;5646662,865;6,912528855;50,95290852;0
106839;5;3;15;0;2019;4;13;3;3;3;6;0;0;1;0;0;0;0;364060,4922;5641593,633;7,06636558;50,90996679;0
106842;5;3;15;0;2019;4;11;3;3;9;1;0;0;1;0;0;0;0;348735,8337;5643688,297;6,847671629;50,92497785;0
106862;5;3;15;0;2019;5;8;5;3;8;7;0;0;1;0;0;0;0;361549,2458;5640513,493;7,031077049;50,89966234;0
106864;5;3;15;0;2019;5;10;5;3;6;4;0;0;0;1;0;0;1;355438,8918;5651097,5;6,940038458;50,99328111;0
106867;5;3;15;0;2019;5;14;5;3;3;6;0;1;1;0;0;0;0;347499,327;5645764,311;6,829222197;50,94330769;0
106869;5;3;15;0;2019;5;16;5;3;2;4;0;0;1;1;1;0;0;353379,548;5645782,283;6,912856665;50,94499459;0
106873;5;3;15;0;2019;5;13;5;2;8;1;0;0;1;0;0;0;0;355219,1461;5635181,728;6,943227707;50,85019394;0
106876;5;3;15;0;2019;5;9;5;3;6;7;0;1;0;1;0;0;0;355274,7016;5645261,285;6,940022426;50,94079137;0
106878;5;3;15;0;2019;5;19;5;3;5;2;0;1;1;0;0;0;0;354735,1024;5644621,01;6,932602531;50,9349017;1
106881;5;3;15;0;2019;5;18;5;3;0;1;1;1;0;0;0;0;0;355360,3963;5643987,406;6,941746944;50,9293648;1
106916;5;3;15;0;2019;4;20;2;3;5;3;0;0;1;0;0;0;0;365144,6418;5637353,385;7,08334273;50,87211132;1
106918;5;3;15;0;2019;4;22;2;3;2;6;2;0;1;0;0;0;0;358337,14;5645557,788;6,983467789;50,9442166;0
106921;5;3;15;0;2019;4;15;2;3;2;2;0;0;1;0;0;0;0;355929,873;5650054,575;6,947443586;50,98403173;0
106924;5;3;15;0;2019;4;13;2;3;5;3;0;1;1;0;0;0;0;356573,599;5647115,222;6,957767682;50,95777701;0
106926;5;3;15;0;2019;4;16;2;3;0;5;0;1;1;0;0;0;0;349818,8451;5645091,586;6,862492045;50,93787122;0
106928;5;3;15;0;2019;4;12;2;3;0;7;0;1;0;0;0;0;0;350300,368;5643419,644;6,870027048;50,92297171;0
106930;5;3;15;0;2019;4;13;2;2;5;2;0;1;0;0;0;1;0;353515,3518;5646170,197;6,914632432;50,94851515;0
106932;5;3;15;0;2019;4;17;2;2;5;3;0;0;1;0;0;0;0;357183,1175;5638789,627;6,969700817;50,88310658;0
106935;5;3;15;0;2019;4;21;2;3;0;7;2;1;0;0;0;0;0;355081,1527;5644788,079;6,937457633;50,93649017;0
107079;5;3;15;0;2019;5;16;4;3;3;6;0;0;1;0;0;1;0;364554,3922;5642675,861;7,072984888;50,91980946;1
107080;5;3;15;0;2019;5;14;4;3;3;6;0;0;1;0;0;1;0;360700,2185;5653133,93;7,014180575;51,01288022;1
107120;5;3;15;0;2019;5;16;3;3;5;3;0;1;1;0;0;0;0;351223,2131;5651954,956;6,879658126;50,9999122;0
107121;5;3;15;0;2019;5;7;3;3;1;6;0;0;1;0;0;0;1;354249,615;5645180,762;6,925474048;50,93980953;0
107126;5;3;15;0;2019;5;0;1;3;5;7;2;0;1;0;0;0;0;358036,019;5648451,216;6,978055665;50,97014566;1
107188;5;3;15;0;2019;5;12;3;3;9;7;0;0;0;0;0;0;1;354538,4593;5653731,017;6,926161073;51,0167206;0
107223;5;3;15;0;2019;5;16;2;3;0;7;0;1;0;0;0;0;0;350761,8342;5645051,605;6,875919964;50,93775675;0
107224;5;3;15;0;2019;5;16;2;2;0;1;0;1;0;0;0;0;0;351082,5387;5645028,484;6,8804906;50,93763188;0
107332;5;3;15;0;2019;5;14;7;2;3;6;0;0;1;0;0;0;0;362155,7926;5646168,589;7,037559498;50,95063173;0
107334;5;3;15;0;2019;5;11;7;3;8;1;0;0;1;0;0;0;0;348839,1779;5644896,376;6,848640031;50,93586105;1
107354;5;3;15;0;2019;5;3;7;2;0;1;2;1;0;0;0;0;0;355274,3539;5644233,935;6,940425508;50,93155871;1
107376;5;3;15;0;2019;5;19;6;3;5;7;0;1;1;0;0;0;0;363643,5432;5648741,706;7,057762697;50,97411122;0
107377;5;3;15;0;2019;5;13;6;3;5;3;0;1;1;0;0;0;0;354191,852;5644842,442;6,924787849;50,93675455;0
107378;5;3;15;0;2019;5;12;6;3;2;6;0;0;1;0;0;0;0;348969,1079;5649678,391;6,848503473;50,97886736;1
107379;5;3;15;0;2019;5;17;6;2;2;6;0;0;1;0;0;0;0;357409,7199;5636873,94;6,973667054;50,86594615;0
107380;5;3;15;0;2019;5;18;6;3;5;3;0;0;1;0;1;0;0;355053,4844;5641403,418;6,938409295;50,90606597;1
107397;5;3;15;0;2019;5;1;7;3;0;7;2;1;0;0;0;0;0;358314,6022;5642999,004;6,984141904;50,92121519;1
107439;5;3;15;0;2019;5;9;6;3;9;1;0;0;1;0;0;0;0;360824,1905;5642891,702;7,019865533;50,92086163;1
107470;5;3;15;0;2019;5;12;7;3;2;6;0;0;1;0;0;0;0;357106,3222;5644732,495;6,966282893;50,936496;1
107481;5;3;15;0;2019;5;20;5;3;2;2;1;0;1;0;0;0;0;363800,2065;5641072,456;7,062859963;50,90522136;1
107482;5;3;15;0;2019;5;15;5;3;2;6;0;0;1;0;0;0;0;358387,1901;5643954,296;6,984802955;50,92981827;0
107483;5;3;15;0;2019;5;10;5;3;5;3;0;0;1;0;0;0;0;360872,794;5647711;7,018715896;50,96418541;0
107484;5;3;15;0;2019;5;17;5;3;4;2;0;0;1;0;0;0;0;361826,1115;5650800,938;7,031108819;50,99218481;1
107485;5;3;15;0;2019;5;12;5;3;3;2;0;0;1;0;0;0;1;353514,568;5646169,142;6,914621706;50,94850547;0
107486;5;3;15;0;2019;5;12;5;3;0;1;0;1;0;0;0;0;0;351556,0458;5647987,358;6,886018649;50,96434375;0
107488;5;3;15;0;2019;5;21;5;3;1;7;2;0;1;0;0;0;0;354792,144;5646143,464;6,932806905;50,94859795;1
107489;5;3;15;0;2019;5;11;5;3;6;7;0;0;1;1;0;0;0;354791,788;5643151,564;6,93399401;50,92171042;0
107490;5;3;15;0;2019;5;22;5;3;0;6;2;0;1;0;1;0;0;354608,3386;5643332,509;6,931313591;50,92329034;1
107513;5;3;15;0;2019;5;14;7;3;0;7;0;0;0;0;0;1;0;363947,6324;5641222,856;7,064899433;50,90660784;0
107524;5;3;15;0;2019;5;15;4;3;6;7;0;0;1;1;0;0;0;362404,2388;5637005,33;7,044549165;50,86833733;1
107533;5;3;15;0;2019;5;14;4;3;4;2;0;1;1;0;0;0;0;363642,333;5640878,661;7,060688324;50,90344236;1
107542;5;3;15;0;2019;5;8;4;3;0;7;0;1;0;0;0;0;0;359780,7884;5644844,815;7,004278764;50,93816194;0
107549;5;3;15;0;2019;5;6;4;3;1;7;1;0;1;0;0;0;0;358880,819;5642341,413;6,992446979;50,91544411;0
107553;5;3;15;0;2019;5;15;4;2;0;1;0;1;0;0;0;0;0;361162,7228;5649464,708;7,02217253;50,98001625;1
107557;5;3;15;0;2019;5;13;4;3;4;6;0;0;1;0;1;0;0;354477,7944;5645755,172;6,928490077;50,94502922;1
107559;5;3;15;0;2019;5;7;5;3;2;6;0;0;1;0;0;0;1;353170,5468;5640467,155;6,912023459;50,89717626;0
107581;5;3;15;0;2019;5;20;7;3;5;3;0;0;1;0;0;0;0;355590,85;5643723,54;6,945128616;50,92705121;0
107609;5;3;15;0;2019;5;18;3;3;5;3;0;1;1;0;0;0;0;353044,6946;5644893,093;6,908452109;50,93691854;0
107618;5;3;15;0;2019;5;16;3;3;5;2;0;1;1;0;0;0;0;354403,1208;5645793,898;6,92741236;50,94535838;0
107626;5;3;15;0;2019;5;17;3;3;2;6;0;0;1;0;0;0;0;350466,0844;5648761,42;6,87018979;50,97101786;0
107634;5;3;15;0;2019;5;14;3;3;2;6;0;0;1;0;0;0;0;354208,9009;5636701,587;6,928280707;50,86359895;0
107649;5;3;15;0;2019;5;9;3;3;5;3;0;1;0;0;0;0;1;355733,1459;5643633,628;6,947187605;50,92627879;0
107661;5;3;15;0;2019;5;17;3;3;0;5;0;1;1;0;0;0;0;356404,048;5643129,261;6,956926166;50,92191349;0
107675;5;3;15;0;2019;5;9;3;3;1;5;0;1;1;0;0;0;0;356310,617;5647867,096;6,95372876;50,96446845;0
107677;5;3;15;0;2019;5;22;3;2;9;7;2;0;1;0;0;0;0;348789,8491;5643662,278;6,848450422;50,92475819;0
107712;5;3;15;0;2019;5;20;4;2;0;7;0;0;0;0;1;0;0;356435,9356;5638904,885;6,959040712;50,88395723;0
107730;5;3;15;0;2019;5;21;2;3;0;2;1;0;1;0;1;0;0;360800,4645;5645044,647;7,018706015;50,94020492;0
107732;5;3;15;0;2019;5;19;2;3;4;2;0;0;1;0;1;0;0;364872,984;5645483,643;7,076473838;50,9451192;0
107733;5;3;15;0;2019;5;17;2;3;5;2;0;0;1;0;0;0;0;360708,6222;5645042,248;7,017400532;50,94016118;0
107734;5;3;15;0;2019;5;14;2;3;5;2;0;1;1;0;0;0;0;359779,2742;5644844,463;7,004257362;50,93815841;0
107736;5;3;15;0;2019;5;7;2;3;0;3;0;1;1;0;0;0;0;357706,636;5646906,903;6,973971481;50,95618576;0
107738;5;3;15;0;2019;5;16;2;3;0;3;0;1;1;0;0;0;0;356578,1318;5647104,369;6,957836458;50,9576806;0
107739;5;3;15;0;2019;5;10;2;3;6;4;0;0;1;1;0;0;0;353760,2784;5646253,851;6,918083167;50,9493291;0
107741;5;3;15;0;2019;5;17;2;2;1;1;0;0;1;0;0;0;0;353839,9041;5644321,803;6,919991088;50,93198665;0
107818;5;3;15;0;2019;5;15;3;3;2;6;0;0;1;0;0;0;0;360415,1415;5645001,686;7,013241508;50,93972567;0
107836;5;3;15;0;2019;5;16;2;3;2;6;0;0;1;0;0;0;0;358479,2574;5643923,801;6,986124076;50,9295668;0
107837;5;3;15;0;2019;5;18;2;3;3;6;0;0;1;0;0;1;0;362978,4472;5644280,809;7,049974179;50,9338617;0
107838;5;3;15;0;2019;5;15;2;3;2;6;0;0;1;0;0;0;0;365478,7186;5640016,159;7,087107928;50,8961213;0
107842;5;3;15;0;2019;5;18;2;2;3;6;0;0;1;0;0;0;0;351558,6974;5652205,07;6,884333636;51,00224646;0
107872;5;3;15;0;2019;5;14;1;3;6;7;0;0;0;1;0;0;1;359910,4239;5647657,305;7,005040497;50,96346964;0
107873;5;3;15;0;2019;5;12;1;3;2;6;0;0;1;0;0;0;0;356091,4624;5649067,386;6,950134993;50,9752005;0
107875;5;3;15;0;2019;5;14;1;3;2;6;0;0;1;0;0;0;0;354249,8324;5645181,547;6,925476825;50,93981664;0
107876;5;3;15;0;2019;5;14;1;3;1;3;0;1;1;0;0;0;0;352080,0148;5643624,724;6,895246851;50,92527368;0
