OBJECTID;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;STRZUSTAND
233960;5;3;15;0;2019;1;7;3;3;6;4;0;0;1;1;0;0;0;357764,0983;5648314,353;6,974238902;50,9688486;1
233961;5;3;15;0;2019;1;20;3;3;9;1;2;0;0;0;0;0;1;356302,91;5650777,53;6,952468656;50,990622;2
233962;5;3;15;0;2019;1;17;3;3;2;6;2;0;1;0;0;1;0;357310,3372;5647585,495;6,968066542;50,96218621;1
233963;5;3;15;0;2019;1;14;3;2;0;7;0;1;1;0;0;0;0;353725,4749;5646747,078;6,917389881;50,95375273;0
233964;5;3;15;0;2019;1;15;3;2;0;7;0;0;1;0;0;0;1;353182,352;5647233,726;6,909466271;50,95798793;1
233965;5;3;15;0;2019;1;21;3;3;2;6;2;0;1;0;0;0;0;356514,4251;5641870,991;6,958990436;50,91063298;2
233966;5;3;15;0;2019;1;7;3;3;5;3;2;1;1;0;0;0;0;352223,517;5643506,36;6,897335243;50,92424677;2
234013;5;3;15;0;2019;1;12;2;3;3;5;0;1;1;0;0;0;0;359918,5615;5646081,782;7,005762674;50,94931222;0
234014;5;3;15;0;2019;1;18;2;3;0;1;2;0;0;0;1;0;0;356580,1903;5647179,931;6,957835971;50,95836018;0
234016;5;3;15;0;2019;1;16;2;3;0;3;0;1;1;0;0;0;0;348207,194;5647848,025;6,838421882;50,9622191;0
234017;5;3;15;0;2019;1;13;2;3;2;6;0;0;1;0;0;0;0;352319,2855;5645929,125;6,897715102;50,94604358;0
234018;5;3;15;0;2019;1;12;2;2;5;3;0;0;1;0;0;1;0;351477,131;5644622,09;6,886268289;50,9340816;0
234019;5;3;15;0;2019;1;9;2;3;6;2;0;0;1;1;0;0;0;356987,968;5640390,834;6,966301644;50,89744836;0
234075;5;3;15;0;2019;1;17;4;3;1;5;1;0;1;0;0;1;0;351947,4775;5653729,9;6,889248602;51,01604933;2
234076;5;3;15;0;2019;1;16;4;3;2;6;0;0;1;0;0;0;0;357353,0917;5646882,465;6,968950536;50,95587873;1
234077;5;3;15;0;2019;1;21;4;3;2;6;2;0;1;0;0;0;0;355567,2054;5645182,034;6,94421439;50,94015251;1
234141;5;3;15;0;2019;1;19;3;3;5;3;2;0;1;0;0;0;0;360832,1816;5644956,675;7,019190775;50,93942196;0
234143;5;3;15;0;2019;1;0;3;3;6;2;2;0;1;1;0;0;0;360101,5136;5644386,451;7,009016628;50,93412045;1
234144;5;3;15;0;2019;1;18;3;3;8;7;2;0;1;0;0;0;0;354878,0285;5656427,742;6,929919234;51,04104074;0
234145;5;3;15;0;2019;1;7;3;3;3;6;2;0;1;0;1;0;0;353301,1297;5646356,705;6,911509773;50,95013675;1
234147;5;3;15;0;2019;1;13;3;3;1;5;0;1;1;0;0;0;0;355151,6502;5640889,723;6,940008371;50,90147412;0
234206;5;3;15;0;2019;1;14;2;3;2;6;0;0;1;0;0;0;0;361592,444;5646823,884;7,029295212;50,95638603;1
234207;5;3;15;0;2019;1;13;2;2;6;4;0;0;1;1;0;0;0;362545,2321;5650970,265;7,041285333;50,99387878;1
234208;5;3;15;0;2019;1;7;2;3;1;7;2;1;1;0;0;0;0;349210,1391;5645571,339;6,853636337;50,94202357;1
234209;5;3;15;0;2019;1;8;2;3;4;7;0;0;1;0;1;0;0;355701,3138;5643949,33;6,946610012;50,92910799;1
234249;5;3;15;0;2019;1;13;1;3;5;3;0;0;1;0;0;0;0;364266,0191;5641070,14;7,069481949;50,90531024;1
234250;5;3;15;0;2019;1;4;1;3;5;3;2;0;1;0;0;0;0;363436,041;5643826,301;7,056652721;50,92988538;1
234251;5;3;15;0;2019;1;21;1;3;6;4;2;1;0;1;0;0;0;359245,6027;5647207,181;6,995753345;50,95926232;1
234252;5;3;15;0;2019;1;0;1;3;0;1;2;1;0;0;0;0;0;356250,1804;5647681,565;6,952941977;50,96278605;1
234253;5;3;15;0;2019;1;12;1;2;4;2;0;0;1;0;0;0;0;354926,9702;5642887,621;6,936021018;50,91937242;1
234254;5;3;15;0;2019;1;18;1;3;5;3;2;0;1;0;0;0;0;355514,4773;5643406,883;6,944168099;50,92418635;1
234255;5;3;15;0;2019;1;18;1;3;0;5;2;1;1;0;0;0;0;356391,633;5644416,518;6,956242584;50,93347883;1
234276;5;3;15;0;2019;1;14;7;3;9;1;0;0;1;0;0;0;0;358007,1257;5643588,358;6,979540632;50,92643614;1
234277;5;3;15;0;2019;1;7;7;3;5;3;1;1;1;0;0;0;0;358386,9219;5648327,144;6,983098448;50,96911701;0
234278;5;3;15;0;2019;1;19;7;3;5;3;2;0;1;0;0;0;0;354499,4065;5642127,524;6,930245383;50,91243397;1
234346;5;3;15;0;2019;2;10;2;3;0;1;0;0;0;0;0;0;1;357119,9911;5648932,051;6,964828844;50,97424036;0
234347;5;3;15;0;2019;2;8;2;3;0;2;0;1;0;0;0;0;0;356011,964;5647166,278;6,94975589;50,95809578;2
234348;5;3;15;0;2019;2;7;2;3;6;4;0;0;1;1;0;0;0;356403,606;5646387,945;6,955635713;50,95119876;0
234386;5;3;15;0;2019;2;11;1;3;0;7;0;1;0;0;0;0;0;360370,3471;5640212,009;7,014437794;50,89666896;1
234388;5;3;15;0;2019;2;10;1;3;1;5;0;1;1;0;0;0;0;361314,3114;5649456,204;7,024333879;50,97997635;0
234389;5;3;15;0;2019;2;12;1;2;0;1;0;1;0;0;0;0;0;352486,6525;5652854,163;6,897285999;51,00831816;0
234416;5;3;15;0;2019;2;17;7;3;5;7;1;0;1;0;0;0;0;353495,143;5651819,692;6,912068689;50,9992796;1
234417;5;3;15;0;2019;2;17;7;3;0;7;1;1;0;0;0;0;0;353864,2702;5646567,473;6,919436706;50,95217389;1
234418;5;3;15;0;2019;2;9;7;3;0;1;0;1;0;0;0;0;0;353752,1962;5643141,736;6,919217147;50,92135954;1
234419;5;3;15;0;2019;2;11;7;3;5;2;0;0;1;0;0;0;0;356869,075;5644432,313;6,963026481;50,93373946;1
234466;5;3;15;0;2019;2;14;6;3;6;4;0;0;1;1;0;0;0;365508,7834;5636321,753;7,088894356;50,86292418;1
234467;5;3;15;0;2019;2;10;6;3;5;3;0;0;1;0;0;0;0;361838,2534;5648434,877;7,032181162;50,97092342;1
234468;5;3;15;0;2019;2;1;6;3;1;7;2;0;1;0;0;0;0;360349,9386;5647722,143;7,011270522;50,96415905;2
234469;5;3;15;0;2019;2;13;6;2;6;2;0;0;1;1;0;0;0;352469,875;5654123,955;6,896530643;51,01972473;1
234470;5;3;15;0;2019;2;12;6;3;4;7;0;0;1;0;0;0;0;353817,9258;5646811,409;6,918679405;50,9543543;1
234471;5;3;15;0;2019;2;11;6;3;6;4;0;0;1;1;0;0;0;352900,7293;5645850,955;6,9060178;50,94548975;1
234472;5;3;15;0;2019;2;10;6;3;3;2;0;0;1;0;0;0;0;356768,413;5641852,082;6,962608263;50,91052612;1
234473;5;3;15;0;2019;2;18;6;3;0;7;2;1;0;0;0;0;1;353246,244;5644613,747;6,911431127;50,9344595;1
234474;5;3;15;0;2019;2;6;6;3;4;6;2;1;1;0;0;0;0;352081,215;5643148,924;6,895456912;50,92099818;2
234475;5;3;15;0;2019;2;18;6;3;1;5;2;1;1;0;0;0;0;356011,2019;5645725,887;6,950314709;50,94515106;1
234476;5;3;15;0;2019;2;12;6;3;0;1;0;1;1;0;0;0;0;356491,6557;5646162,875;6,956977123;50,94919801;1
234477;5;3;15;0;2019;2;13;6;3;2;6;0;0;1;0;0;0;1;355955,9075;5642968,679;6,950617828;50,92035865;1
234535;5;3;15;0;2019;1;8;5;3;6;2;1;0;1;1;0;0;0;359520,6803;5644687,784;7,000639629;50,93668738;1
234536;5;3;15;0;2019;1;15;5;3;5;7;0;0;1;0;1;0;0;355827,0929;5647983,488;6,946801518;50,96539365;1
234537;5;3;15;0;2019;1;12;5;3;6;7;0;0;1;1;0;0;0;351940,3752;5649371,031;6,890924583;50,97687695;1
234538;5;3;15;0;2019;1;10;5;3;2;2;0;0;1;0;0;0;0;358622,8884;5640337,877;6,989556097;50,897375;2
234563;5;3;15;0;2019;2;8;2;3;1;5;0;1;1;0;0;0;0;360320,982;5646916,333;7,011167736;50,95691011;1
234564;5;3;15;0;2019;2;17;2;3;5;2;1;1;1;0;0;0;0;356816,5742;5641539,527;6,963415492;50,90772916;1
234565;5;3;15;0;2019;2;9;2;3;2;6;0;0;1;0;0;1;0;356196,6137;5644408,124;6,953472376;50,9333548;1
234566;5;3;15;0;2019;2;18;2;3;0;7;2;1;1;0;0;0;0;355207,9049;5645865,105;6,938832292;50,94620099;1
234599;5;3;15;0;2019;2;16;1;3;3;6;0;0;1;0;0;0;0;359534,5829;5644907,913;7,000752506;50,93866909;1
234620;5;3;15;0;2019;2;5;7;2;1;7;2;0;1;0;0;0;0;353965,5501;5649622,329;6,919651303;50,9796524;1
234621;5;3;15;0;2019;2;3;7;3;5;3;2;1;0;0;0;0;0;353260,2004;5646928,278;6,910697109;50,95526282;1
234623;5;3;15;0;2019;2;1;7;3;6;4;2;0;1;1;0;0;0;356528,034;5644601,954;6,958109448;50,93517927;1
234650;5;3;15;0;2019;2;2;7;3;9;1;2;0;1;0;0;0;0;362229,4931;5646458,699;7,038498304;50,95325666;1
234662;5;3;15;0;2019;2;14;6;3;6;4;0;0;1;1;0;0;0;363456,6497;5643817,563;7,056949082;50,92981172;0
234663;5;3;15;0;2019;2;13;6;3;2;6;0;0;1;0;0;0;0;362707,8883;5650854,821;7,043645357;50,99288009;0
234665;5;3;15;0;2019;2;7;6;3;5;2;1;1;1;0;0;0;0;352337,443;5645926,659;6,897974394;50,94602606;0
234666;5;3;15;0;2019;2;10;6;3;0;7;0;1;1;0;0;0;0;353542,72;5642410,396;6,916532501;50,91473409;0
234717;5;3;15;0;2019;2;16;5;3;5;3;0;0;1;0;0;0;0;363614,4057;5640497,276;7,060433844;50,90000806;0
234718;5;3;15;0;2019;2;13;5;3;6;6;0;0;1;1;0;0;0;364948,5311;5645622,027;7,077497283;50,94638064;0
234719;5;3;15;0;2019;2;15;5;3;0;4;0;1;0;1;0;0;0;362987,9047;5645175,786;7,049772143;50,94190745;0
234720;5;3;15;0;2019;2;7;5;3;0;3;0;0;1;0;1;0;0;356907,516;5650357,483;6,961243246;50,98699773;1
234721;5;3;15;0;2019;2;18;5;3;6;7;2;0;0;1;0;0;1;355921,8551;5649164,821;6,947682115;50,97603372;1
234722;5;3;15;0;2019;2;6;5;3;3;6;2;0;1;0;0;0;1;353568,5529;5648272,651;6,914543359;50,9674226;0
234723;5;3;15;0;2019;2;13;5;3;8;7;0;0;1;0;0;0;0;352237,9429;5644644,738;6,897078929;50,93448055;1
234765;5;3;15;0;2019;2;6;4;3;0;1;1;1;0;0;0;0;0;363165,8874;5641670,972;7,053619342;50,91045049;2
234766;5;3;15;0;2019;2;12;4;3;1;7;0;0;1;0;1;0;0;359617,3203;5645152,379;7,001835143;50,94088629;0
234767;5;3;15;0;2019;2;22;4;3;0;1;2;0;0;0;1;0;0;351418,0347;5646122,169;6,884816051;50,94754678;0
234808;5;3;15;0;2019;2;16;3;3;5;3;0;1;1;0;0;0;0;359182,59;5644764,225;6,995801389;50,9372919;0
234809;5;3;15;0;2019;2;7;3;3;6;2;2;0;1;1;0;0;0;347796,6079;5646102,516;6,833309287;50,94642541;1
234810;5;3;15;0;2019;2;16;3;3;0;7;0;1;0;0;0;0;0;351928,8875;5648660,516;6,891050393;50,97048899;0
234811;5;3;15;0;2019;2;18;3;3;0;7;2;0;0;0;1;0;1;353270,3552;5647177,542;6,910741107;50,95750544;0
234812;5;3;15;0;2019;2;20;3;3;5;2;2;0;1;0;1;0;0;355119,8035;5644036,591;6,938306076;50,92974643;0
234839;5;3;15;0;2019;2;13;6;3;5;3;0;0;1;0;0;0;0;359520,8328;5644687,011;7,000642096;50,93668047;0
234840;5;3;15;0;2019;2;7;6;3;5;2;0;0;1;0;0;0;0;360622,1857;5646328,589;7,01567874;50,95170088;0
234841;5;3;15;0;2019;2;22;6;2;6;4;2;0;1;1;0;0;0;355346,436;5648397,256;6,939796558;50,96899158;0
234842;5;3;15;0;2019;2;7;6;3;6;2;0;0;1;1;0;0;0;353385,8135;5648039,015;6,912036822;50,96527652;0
234843;5;3;15;0;2019;2;9;6;3;0;5;0;1;1;0;0;0;0;355735,5354;5645557,227;6,946460083;50,94356643;0
234916;5;3;15;0;2019;2;20;5;2;4;2;2;0;1;0;1;0;0;359291,8397;5643924,408;6,997679523;50,92977104;0
234917;5;3;15;0;2019;2;14;5;3;6;4;0;0;1;1;0;0;0;365176,094;5636498,768;7,08410447;50,86443764;0
234918;5;3;15;0;2019;2;10;5;2;5;2;0;1;1;0;0;0;0;363476,2805;5647978,656;7,055668153;50,96721378;0
234919;5;3;15;0;2019;2;8;5;3;1;5;0;0;1;0;0;0;0;351463,7803;5651703,477;6,883187018;50,99771447;0
234920;5;3;15;0;2019;2;16;5;3;5;3;0;0;1;0;0;0;0;356410,6317;5648360,709;6,954957246;50,9689294;0
234922;5;3;15;0;2019;2;9;5;3;5;2;0;1;1;0;0;0;0;352493,0231;5644787,785;6,900648673;50,93583135;0
234923;5;3;15;0;2019;2;6;5;2;1;5;2;1;1;0;0;0;0;352909,9127;5648643,303;6,905019892;50,97058567;0
234924;5;3;15;0;2019;2;19;5;3;6;6;2;0;1;1;0;0;0;353844,4849;5645887,977;6,919427957;50,94606248;0
