OBJECTID;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;USTRZUSTAND;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
30649;5,21E+18;5;3;15;0;2021;5;16;5;3;5;3;0;1;0;1;0;0;0;1;349840,1714;5649470,091;6,860988891;50,97722333
30654;5,21E+18;5;3;15;0;2021;7;14;3;2;5;2;0;0;0;1;0;0;0;0;356181,2449;5644620,301;6,953170073;50,93525777
30658;5,21E+18;5;3;15;0;2021;1;16;4;3;1;6;1;0;0;1;0;0;0;0;356740,4781;5634909,161;6,964931898;50,84812315
30666;5,21E+18;5;3;15;0;2021;5;15;5;3;5;3;0;0;1;1;0;0;0;0;354247,8751;5645174,505;6,925451804;50,93975287
30668;5,21E+18;5;3;15;0;2021;12;1;1;3;4;6;2;0;1;0;0;0;0;1;355188,007;5644776,491;6,938981978;50,93641287
30679;5,21E+18;5;3;15;0;2021;2;10;5;3;3;3;0;0;1;1;0;0;0;0;355472,298;5645755,454;6,94263694;50,94528193
30681;5,21E+18;5;3;15;0;2021;9;15;3;3;0;1;2;0;0;0;0;1;0;0;354823,589;5646205,525;6,933229504;50,9491636
30683;5,21E+18;5;3;15;0;2021;12;16;4;3;2;6;2;0;0;1;0;0;0;0;349883,588;5654173,719;6,859662326;51,01950252
30684;5,21E+18;5;3;15;0;2021;6;17;4;3;3;7;0;0;0;1;0;0;0;1;356514,658;5644622,624;6,957911072;50,9353617
30685;5,21E+18;5;3;15;0;2021;4;15;4;3;4;6;0;0;1;1;0;0;0;0;357761,5537;5643721,744;6,975996605;50,92757438
30688;5,21E+18;5;3;15;0;2021;1;16;4;2;0;1;1;0;1;0;0;0;0;0;353040,7873;5643937,928;6,90878167;50,92833386
30693;5,21E+18;5;3;15;0;2021;12;14;6;3;7;1;0;0;1;0;0;0;0;0;355478,1691;5651031,057;6,9406242;50,99269387
30696;5,21E+18;5;3;15;0;2021;7;18;4;3;1;7;0;0;0;1;0;1;0;0;351030,907;5651851,845;6,876961727;50,99893585
30697;5,21E+18;5;3;15;0;2021;12;11;5;3;1;6;0;0;0;1;0;0;0;1;356850,304;5644295,591;6,962813222;50,93250609
30701;5,21E+18;5;3;15;0;2021;5;15;4;3;2;6;0;1;0;1;0;0;0;0;357155,0927;5637143,09;6,96994591;50,86830216
30708;5,21E+18;5;3;15;0;2021;7;16;1;2;1;7;0;1;0;1;0;1;0;0;350870,6957;5645059,402;6,877465042;50,93785498
30713;5,21E+18;5;3;15;0;2021;6;18;1;3;0;1;0;0;1;0;0;0;0;0;353244,1881;5646809,289;6,910517257;50,95418944
30722;5,21E+18;5;3;15;0;2021;11;14;1;2;5;3;0;1;1;1;0;0;0;0;349358,992;5643149,086;6,856754598;50,92029537
30723;5,21E+18;5;3;15;0;2021;10;14;2;3;2;6;0;0;0;1;0;0;0;0;356552,9545;5647093,37;6,95748254;50,95757549
30726;5,21E+18;5;3;15;0;2021;10;7;5;3;5;3;0;1;1;1;0;0;0;0;355684,1255;5639978,932;6,947935795;50,89342228
30728;5,21E+18;5;3;15;0;2021;7;20;4;2;0;7;0;1;0;1;0;0;0;0;355262,9944;5645195,994;6,939881843;50,94020168
30729;5,21E+18;5;3;15;0;2021;10;11;6;3;6;4;0;0;0;1;1;0;0;0;353598,6142;5642616,784;6,917244255;50,91660302
30731;5,21E+18;5;3;15;0;2021;6;17;5;3;5;2;0;0;1;1;0;0;0;0;354785,769;5647745,31;6,932077154;50,96299167
30732;5,21E+18;5;3;15;0;2021;10;12;5;3;9;7;0;0;0;1;0;0;0;0;358033,973;5644016,709;6,979755588;50,93029235
30735;5,21E+18;5;3;15;0;2021;12;14;6;3;1;6;0;0;0;1;0;0;0;0;357351,185;5646874,241;6,968926628;50,95580435
30740;5,21E+18;5;3;15;0;2021;7;14;3;3;5;2;0;1;1;1;0;0;0;0;354039,0729;5646881,569;6,921797719;50,95504086
30746;5,21E+18;5;3;15;0;2021;5;17;3;2;3;3;0;1;1;1;0;0;0;0;356813,2968;5644712,896;6,962122961;50,93624719
30749;5,21E+18;5;3;15;0;2021;3;7;4;3;2;6;0;1;0;1;0;1;0;0;355827,3394;5641175,338;6,949498448;50,90421002
30751;5,21E+18;5;3;15;0;2021;2;8;2;3;3;6;0;1;0;1;0;0;0;0;356198,2232;5646183,907;6,952794283;50,9493139
30755;5,21E+18;5;3;15;0;2021;5;15;2;3;2;6;0;0;0;1;0;0;0;0;349234,8705;5643113,248;6,855004795;50,9199409
30759;5,21E+18;5;3;15;0;2021;5;17;3;3;2;7;0;1;0;1;0;0;0;1;349056,0702;5649568,001;6,849787189;50,97789818
30761;5,21E+18;5;3;15;0;2021;4;11;5;3;0;2;0;0;0;1;0;1;0;0;355830,4935;5650303,997;6,94592975;50,98624834
30762;5,21E+18;5;3;15;0;2021;9;9;5;3;5;2;0;0;1;1;0;0;0;0;354299,372;5644203,598;6,926572457;50,93104062
30766;5,21E+18;5;3;15;0;2021;2;12;6;3;0;2;0;1;0;1;0;0;0;1;357878,1201;5644434,306;6,977376369;50,93400691
30772;5,21E+18;5;3;15;0;2021;7;12;4;3;1;3;0;0;1;0;0;0;0;0;353380,78;5645565,318;6,912961527;50,94304512
30774;5,21E+18;5;3;15;0;2021;9;20;7;3;2;6;2;0;0;1;0;1;0;0;353496,531;5641343,958;6,916304004;50,90513862
30782;5,21E+18;5;3;15;0;2021;4;15;3;3;0;6;0;0;1;1;0;0;0;0;353064,4491;5644912,991;6,908725041;50,9371024
30784;5,21E+18;5;3;15;0;2021;5;19;2;3;2;6;0;0;0;1;0;0;0;0;355723,0128;5640050,528;6,948460085;50,89407542
30788;5,21E+18;5;3;15;0;2021;5;19;4;3;6;4;0;0;1;0;1;0;0;0;353889,8083;5646155,056;6,91996554;50,94847412
30789;5,21E+18;5;3;15;0;2021;3;15;6;3;2;6;0;0;0;1;0;0;0;1;351252,373;5652586,604;6,879814583;51,00559593
30790;5,21E+18;5;3;15;0;2021;7;18;4;2;3;6;0;0;1;0;0;0;0;0;356937,6392;5643609,924;6,964324355;50,92636572
30791;5,21E+18;5;3;15;0;2021;5;14;3;3;6;7;0;1;0;0;1;0;0;1;358208,3926;5645453,498;6,981676918;50,94324769
30797;5,21E+18;5;3;15;0;2021;12;15;3;3;5;3;0;0;1;1;0;0;0;0;353197,129;5645188,257;6,910501169;50,93960989
30800;5,21E+18;5;3;15;0;2021;11;7;5;3;2;6;1;1;0;1;0;0;1;1;353337,377;5640360,655;6,914436942;50,89626158
30802;5,21E+18;5;3;15;0;2021;4;11;5;3;5;2;0;0;1;1;0;0;0;0;356179,4314;5644620,883;6,953144053;50,93526255
30805;5,21E+18;5;3;15;0;2021;7;6;5;3;2;6;0;1;0;1;0;0;0;0;351589,147;5647962,229;6,886499949;50,96412646
30806;5,21E+18;5;3;15;0;2021;10;8;7;2;2;6;0;0;0;1;0;1;0;0;358378,2034;5646101,355;6,983840545;50,94911173
30810;5,21E+18;5;3;15;0;2021;4;14;7;3;1;5;0;0;1;1;0;0;0;0;357598,4345;5643911,448;6,973602925;50,929239
30813;5,21E+18;5;3;15;0;2021;1;12;3;3;5;2;0;1;1;1;0;0;0;0;355694,341;5645893,211;6,945740981;50,94657554
30814;5,21E+18;5;3;15;0;2021;9;20;3;2;6;1;1;0;0;0;1;1;0;0;354235,9523;5642404,559;6,926389677;50,91485714
30815;5,21E+18;5;3;15;0;2021;11;17;5;2;0;1;2;0;1;0;0;0;0;0;355185,5676;5643733,858;6,93936153;50,92704235
30817;5,21E+18;5;3;15;0;2021;4;17;4;3;2;6;0;0;0;1;0;0;0;0;354483,0877;5641760,957;6,93015958;50,90913561
30819;5,21E+18;5;3;15;0;2021;10;17;7;3;8;1;0;0;1;0;0;0;0;0;350398,9639;5659539,007;6,864788784;51,06785034
30822;5,21E+18;5;3;15;0;2021;9;10;7;3;5;3;0;0;1;1;0;0;0;0;357351,185;5646874,241;6,968926628;50,95580435
30825;5,21E+18;5;3;15;0;2021;12;15;2;3;3;2;0;0;0;1;0;0;0;1;353358,3372;5644887,772;6,912915013;50,93695057
30829;5,21E+18;5;3;15;0;2021;11;18;3;3;6;6;2;0;1;0;1;0;0;0;353858,309;5642350,099;6,921042988;50,91427222
30831;5,21E+18;5;3;15;0;2021;11;21;3;2;5;7;2;0;0;1;0;0;0;1;354822,9242;5643234,607;6,934403646;50,92246454
30834;5,21E+18;5;3;15;0;2021;12;22;2;3;0;1;2;1;1;0;0;0;0;0;356659,1569;5644613,085;6,959969943;50,93531191
30836;5,21E+18;5;3;15;0;2021;1;6;1;3;9;1;2;1;0;1;0;0;0;0;352481,0938;5651008,676;6,897956654;50,99173237
30840;5,21E+18;5;3;15;0;2021;12;7;2;3;6;2;2;1;0;1;1;0;0;0;353845,6449;5642328,16;6,920871749;50,91407185
30841;5,21E+18;5;3;15;0;2021;9;12;2;2;0;1;0;1;1;0;0;0;0;0;350944,0189;5645052,974;6,878510505;50,93781618
30843;5,21E+18;5;3;15;0;2021;10;14;7;3;2;6;0;0;0;1;0;0;0;0;358266,4047;5646238,247;6,982196722;50,9503145
30847;5,21E+18;5;3;15;0;2021;9;8;4;3;3;6;0;1;0;1;0;1;0;0;348959,0101;5649685,735;6,848356682;50,97893071
30849;5,21E+18;5;3;15;0;2021;6;7;2;3;0;7;0;0;0;0;0;0;0;1;354171,2194;5644654,856;6,924569472;50,93506355
30851;5,21E+18;5;3;15;0;2021;9;18;2;3;3;7;1;1;1;0;0;0;0;1;355164,86;5643705,849;6,939078201;50,92678543
30860;5,21E+18;5;3;15;0;2021;1;7;6;3;5;3;2;1;1;1;0;0;0;0;353655,747;5648666,701;6,915625736;50,97098592
30861;5,21E+18;5;3;15;0;2021;6;8;3;3;5;3;0;0;1;1;0;0;0;0;351789,512;5643089,184;6,891333929;50,92038647
30862;5,21E+18;5;3;15;0;2021;5;20;3;2;5;2;0;0;1;1;0;0;0;0;355338,64;5643970,168;6,941444402;50,92920442
30863;5,21E+18;5;3;15;0;2021;3;15;5;3;3;7;0;1;0;1;0;0;0;0;354828,5753;5646211,848;6,93329792;50,94922168
30867;5,21E+18;5;3;15;0;2021;11;11;5;3;5;2;0;1;1;1;0;0;0;0;356618,088;5646263,594;6,958736164;50,95013463
30869;5,21E+18;5;3;15;0;2021;4;10;7;3;4;6;0;0;0;1;0;0;0;0;350041,181;5653311,212;6,862264143;51,01179298
30872;5,21E+18;5;3;15;0;2021;1;15;4;3;9;1;0;0;0;0;0;1;0;0;352378,535;5651305,906;6,896375512;50,99437711
30873;5,21E+18;5;3;15;0;2021;4;15;4;3;3;6;0;1;1;0;0;0;0;0;355747,4296;5645926,653;6,946482957;50,94688936
30874;5,21E+18;5;3;15;0;2021;5;15;3;3;1;6;0;1;0;1;0;0;0;0;354561,4831;5647465,063;6,928997456;50,96041661
30875;5,21E+18;5;3;15;0;2021;6;15;7;2;0;1;0;0;1;0;0;0;0;0;355134,0354;5639047,771;6,940488506;50,88491636
30876;5,21E+18;5;3;15;0;2021;3;9;4;3;6;7;0;0;1;0;1;0;0;0;353819,8831;5646567,429;6,918805223;50,95216224
30878;5,21E+18;5;3;15;0;2021;5;20;1;3;6;7;0;0;0;0;1;0;0;1;356888,8097;5644499,222;6,963280872;50,93434566
30880;5,21E+18;5;3;15;0;2021;3;18;5;2;0;2;0;0;1;1;0;0;0;0;349113,7376;5645119,749;6,852452203;50,93794025
30882;5,21E+18;5;3;15;0;2021;10;7;5;3;2;6;1;0;0;1;0;0;0;0;357359,014;5642370,895;6,970800781;50,91533494
30889;5,21E+18;5;3;15;0;2021;7;13;6;3;0;2;0;0;1;1;0;0;0;0;354908,6512;5641490,127;6,936316277;50,90680883
30894;5,21E+18;5;3;15;0;2021;1;0;7;3;9;1;2;1;0;1;0;0;1;0;347911,8816;5659844,553;6,829189958;51,06994238
30895;5,21E+18;5;3;15;0;2021;6;7;4;3;6;4;0;0;1;0;1;0;0;0;353208,0761;5645203,647;6,910650672;50,93975099
30900;5,21E+18;5;3;15;0;2021;6;17;2;3;4;3;0;0;1;0;0;0;0;0;356253,661;5644601,345;6,954207475;50,93510547
30901;5,21E+18;5;3;15;0;2021;7;18;2;2;0;7;0;0;1;0;0;0;0;0;354740,4118;5644776,24;6,932616164;50,93629805
30906;5,21E+18;5;3;15;0;2021;11;13;1;2;3;6;0;0;0;1;0;1;0;0;356468,7859;5643933,225;6,957530146;50,92915474
30909;5,21E+18;5;3;15;0;2021;9;15;6;3;2;6;0;0;0;1;0;0;0;0;355396,4494;5635201,671;6,945736891;50,85041752
30910;5,21E+18;5;3;15;0;2021;4;14;5;3;5;2;0;0;1;1;0;0;0;0;354308,471;5642506,9;6,927379722;50,91579516
30911;5,21E+18;5;3;15;0;2021;10;20;3;2;0;1;2;1;1;0;0;0;0;0;355256,7131;5645163,202;6,939805529;50,9399054
30914;5,21E+18;5;3;15;0;2021;11;14;6;3;5;2;0;0;0;1;0;0;0;1;354723,2273;5645620,452;6,932035116;50,94388042
30916;5,21E+18;5;3;15;0;2021;7;18;6;3;5;3;0;0;0;1;0;0;0;0;349216,7608;5649542;6,852085307;50,97770663
30924;5,21E+18;5;3;15;0;2021;2;9;6;2;6;4;0;0;0;0;1;0;0;1;353999,2126;5646828,982;6,921251676;50,95455818
30926;5,21E+18;5;3;15;0;2021;5;21;3;3;5;2;0;1;1;1;0;0;0;0;354948,2736;5645448,306;6,935304898;50,94239006
30928;5,21E+18;5;3;15;0;2021;4;16;6;3;2;7;0;0;0;1;0;0;0;0;350825,5197;5651071,708;6,874357243;50,99187209
30931;5,21E+18;5;3;15;0;2021;2;16;7;3;5;3;0;0;1;1;0;0;0;0;353202,293;5646839,928;6,909908832;50,95445411
30933;5,21E+18;5;3;15;0;2021;9;17;2;3;1;6;0;0;0;1;0;0;0;0;355935,494;5644655,285;6,949661106;50,93551083
30935;5,21E+18;5;3;15;0;2021;5;11;6;2;4;3;0;0;1;1;0;0;0;0;356039,821;5639996,125;6,95298329;50,89366556
30936;5,21E+18;5;3;15;0;2021;9;15;6;3;8;2;0;0;0;1;0;0;0;0;351227,938;5648230,9;6,881249903;50,96644768
30938;5,21E+18;5;3;15;0;2021;6;23;7;3;3;6;2;1;0;1;0;0;0;0;351701,3825;5651483,048;6,886660676;50,99579489
30943;5,21E+18;5;3;15;0;2021;9;17;2;3;0;1;0;0;0;0;0;1;0;0;357578,4065;5645067,285;6,972866407;50,93962153
30948;5,21E+18;5;3;15;0;2021;9;13;5;3;6;4;0;0;0;0;1;0;0;1;355188,3859;5644752,351;6,93899696;50,93619603
30950;5,21E+18;5;3;15;0;2021;2;17;1;3;5;3;0;0;1;1;0;0;0;0;357891,003;5643519,588;6,977916191;50,92578951
30958;5,21E+18;5;3;15;0;2021;12;12;3;3;0;1;0;0;1;0;0;0;0;0;353660,43;5646360,133;6,916619982;50,95025888
30959;5,21E+18;5;3;15;0;2021;11;14;4;3;0;6;0;0;0;1;0;1;0;0;351738,756;5643568,261;6,890417554;50,92467867
30960;5,21E+18;5;3;15;0;2021;4;17;6;3;2;6;0;0;0;1;0;0;0;1;355638,8783;5646722,156;6,944623323;50,95401121
30968;5,21E+18;5;3;15;0;2021;6;0;4;2;0;1;2;1;1;0;0;0;0;0;353032,4944;5644894,237;6,90827813;50,93692572
30969;5,21E+18;5;3;15;0;2021;4;17;7;3;8;1;0;0;0;1;0;0;0;0;352484,6524;5651064,759;6,897984549;50,99223727
30972;5,21E+18;5;3;15;0;2021;10;10;7;3;3;6;0;1;0;1;0;1;0;0;354420,1711;5641826,714;6,929239044;50,90971068
30973;5,21E+18;5;3;15;0;2021;12;14;5;3;2;6;0;0;0;1;0;0;0;0;355138,1967;5639119,609;6,940519149;50,885563
30983;5,21E+18;5;3;15;0;2021;9;9;5;3;0;3;0;0;0;0;0;1;1;0;354398,9533;5653375,954;6,92431605;51,01349449
30992;5,21E+18;5;3;15;0;2021;12;17;6;3;5;2;2;0;1;1;0;0;0;0;352606,9359;5644940,543;6,902206953;50,93723324
30995;5,21E+18;5;3;15;0;2021;7;20;7;2;8;1;1;1;1;1;0;0;0;0;351832,2509;5650930,31;6,888749751;50,99086147
30997;5,21E+18;5;3;15;0;2021;1;12;5;3;2;6;0;0;0;1;0;0;0;0;354831,2332;5646215,219;6,933334389;50,94925264
31002;5,21E+18;5;3;15;0;2021;7;17;6;3;0;6;0;0;0;0;1;0;0;1;356556,3168;5646356,057;6,957820924;50,95095021
31003;5,21E+18;5;3;15;0;2021;7;19;4;3;5;3;0;1;0;1;0;0;0;0;357944,6079;5647114,39;6,977276575;50,95810914
31006;5,21E+18;5;3;15;0;2021;11;13;6;2;9;7;0;1;0;1;0;0;0;0;355616,5868;5637928,325;6,947786202;50,87497679
31007;5,21E+18;5;3;15;0;2021;9;17;5;3;3;6;0;1;1;0;0;0;0;1;354324,8846;5642494,955;6,92761783;50,91569196
31009;5,21E+18;5;3;15;0;2021;6;9;4;3;1;5;0;0;1;1;0;0;0;0;353758,0276;5646256,093;6,918050246;50,94934869
31020;5,21E+18;5;3;15;0;2021;1;20;1;3;2;6;2;1;0;1;0;0;0;0;352347,6869;5651202,965;6,895978088;50,99344413
31021;5,21E+18;5;3;15;0;2021;9;11;4;3;2;6;0;0;0;1;0;0;0;0;354110,258;5646000;6,923163789;50,94713652
31028;5,21E+18;5;3;15;0;2021;5;23;3;3;0;1;2;0;1;0;0;0;0;0;353218,479;5643532,876;6,911471479;50,92473905
31030;5,21E+18;5;3;15;0;2021;1;11;7;3;4;6;0;1;0;1;0;0;0;0;355827,6909;5636292,981;6,951429205;50,86033274
31034;5,21E+18;5;3;15;0;2021;9;17;4;3;2;6;0;0;0;1;0;0;0;0;354266,778;5645242,794;6,925693351;50,94037134
31036;5,21E+18;5;3;15;0;2021;3;14;4;3;4;6;0;0;1;0;0;0;0;1;355188,4657;5644746,102;6,939000579;50,93613989
31042;5,21E+18;5;3;15;0;2021;12;19;5;3;6;4;2;1;0;1;1;0;0;0;352729,683;5647103,976;6,903077837;50,95670641
31051;5,21E+18;5;3;15;0;2021;6;9;7;3;6;4;0;0;0;1;1;0;0;0;356573,599;5647115,222;6,957767682;50,95777701
31052;5,21E+18;5;3;15;0;2021;5;17;6;3;2;6;0;0;0;1;0;0;0;0;357682,7306;5640077,737;6,976296896;50,89480619
31058;5,21E+18;5;3;15;0;2021;12;8;6;3;5;3;0;1;1;1;0;0;0;0;354365,1381;5643975,47;6,927598843;50,92900711
31059;5,21E+18;5;3;15;0;2021;1;10;5;3;5;3;0;0;1;1;0;0;0;0;355375,5936;5648312,982;6,940245053;50,96824155
31060;5,21E+18;5;3;15;0;2021;11;13;3;3;3;6;0;1;1;1;0;0;0;0;353764,5239;5646249,92;6,918145143;50,94929486
31071;5,21E+18;5;3;15;0;2021;6;17;2;3;5;2;0;0;1;1;0;0;0;0;354084,053;5644846,628;6,923253003;50,9367649
31073;5,21E+18;5;3;15;0;2021;1;9;6;3;0;2;0;0;1;1;0;0;0;0;354906,7658;5641491,296;6,936289015;50,90681886
31079;5,21E+18;5;3;15;0;2021;10;0;1;3;6;4;2;0;1;0;1;0;0;0;353210,3296;5645207,158;6,910681309;50,93978312
31080;5,21E+18;5;3;15;0;2021;5;14;4;3;0;1;0;1;0;0;0;1;0;0;352523,7204;5643730,277;6,90151311;50,92633583
31081;5,21E+18;5;3;15;0;2021;6;14;3;3;5;2;0;0;1;1;0;0;0;0;356123,9531;5648933,313;6,950650534;50,97400374
31083;5,21E+18;5;3;15;0;2021;3;8;6;3;2;6;0;0;0;1;0;0;0;0;351892,7903;5651541,358;6,889362583;50,99636818
31085;5,21E+18;5;3;15;0;2021;10;9;4;3;2;6;0;0;0;1;0;0;0;1;354769,4944;5646646,471;6,932284046;50,95311263
31086;5,21E+18;5;3;15;0;2021;1;18;6;3;0;7;2;1;0;0;0;0;0;1;351449,1187;5648071,073;6,884462834;50,96506848
31087;5,21E+18;5;3;15;0;2021;3;7;6;3;0;3;0;0;0;1;0;0;0;0;357088,9769;5639857,508;6,967945746;50,89268037
31091;5,21E+18;5;3;15;0;2021;9;16;5;3;3;6;0;0;1;1;0;0;0;0;357451,5259;5636179,45;6,974531303;50,85971502
31095;5,21E+18;5;3;15;0;2021;6;17;5;3;5;3;0;0;1;1;0;0;0;0;354391,7502;5645801,867;6,927247426;50,94542713
31096;5,21E+18;5;3;15;0;2021;7;1;4;3;0;6;2;0;1;0;0;1;0;0;355247,5997;5645239,675;6,939645518;50,94059036
31099;5,21E+18;5;3;15;0;2021;10;8;5;3;0;7;0;1;0;0;0;0;1;1;357999,467;5645064,716;6,978856509;50,93970229
31102;5,21E+18;5;3;15;0;2021;6;10;4;3;1;6;0;0;0;1;0;0;1;0;357067,7586;5634787,167;6,96962556;50,84710773
31114;5,21E+18;5;3;15;0;2021;9;14;1;3;3;7;0;0;0;1;0;0;0;0;353007,5008;5640591,978;6,909656283;50,89825653
31118;5,21E+18;5;3;15;0;2021;6;14;6;3;0;6;0;0;1;1;0;0;0;0;356295,776;5648031,948;6,953452435;50,96594625
31120;5,21E+18;5;3;15;0;2021;6;0;6;3;0;7;2;0;0;0;0;0;0;1;357078,5458;5644730,708;6,965888534;50,93647306
31123;5,21E+18;5;3;15;0;2021;3;14;4;2;0;1;0;0;1;0;0;0;0;0;356488,0778;5651563,405;6,954794769;50,99773067
31125;5,21E+18;5;3;15;0;2021;10;7;3;2;0;1;1;1;0;0;0;1;0;0;357574,8568;5645071,437;6,972814293;50,93965797
31126;5,21E+18;5;3;15;0;2021;12;16;6;2;2;6;1;0;0;1;0;0;0;0;348891,8298;5644906,596;6,849384584;50,93596669
31128;5,21E+18;5;3;15;0;2021;12;12;4;3;4;6;0;0;1;1;0;0;0;0;355590,649;5644697,994;6,944739689;50,9358084
31132;5,21E+18;5;3;15;0;2021;6;21;2;2;0;7;0;0;1;0;0;0;0;0;357924,6017;5644837,532;6,977880224;50,93764215
31137;5,21E+18;5;3;15;0;2021;9;23;4;3;4;6;2;0;1;0;0;0;0;0;353292,8494;5643398,006;6,912583193;50,92354594
31141;5,21E+18;5;3;15;0;2021;10;14;6;2;0;1;0;1;0;0;0;1;0;0;355747,1422;5650504,88;6,944663255;50,98803275
31143;5,21E+18;5;3;15;0;2021;3;19;7;2;6;4;2;0;0;1;1;0;0;0;354897,0935;5645493,333;6,93455896;50,94278183
31144;5,21E+18;5;3;15;0;2021;12;20;4;3;5;3;2;0;0;1;0;0;0;1;350587,3108;5649351,417;6,871672711;50,97635123
31149;5,21E+18;5;3;15;0;2021;6;20;6;3;0;5;0;0;1;1;0;0;0;0;353000,5646;5644281,867;6,908071016;50,93141445
31150;5,21E+18;5;3;15;0;2021;12;9;5;3;2;6;0;0;0;1;0;0;0;0;352495,371;5651534,475;6,897946404;50,9964611
31151;5,21E+18;5;3;15;0;2021;9;23;3;3;0;1;2;0;1;0;0;0;0;0;355857,5971;5644749,014;6,948516156;50,9363337
31154;5,21E+18;5;3;15;0;2021;5;8;2;3;4;3;0;0;1;0;0;0;0;1;355303,7128;5645501,775;6,940339551;50,94295988
31155;5,21E+18;5;3;15;0;2021;3;3;5;3;8;1;2;1;0;1;0;0;0;0;354005,8788;5653346,419;6,918728229;51,01312943
31158;5,21E+18;5;3;15;0;2021;11;14;3;2;2;6;0;0;0;1;0;0;1;1;358241,0191;5646266,115;6,981824707;50,9505587
31166;5,21E+18;5;3;15;0;2021;1;5;3;2;5;3;2;1;1;1;0;0;0;0;355235,7945;5651548,56;6,936966575;50,99728359
31172;5,21E+18;5;3;15;0;2021;6;15;3;3;0;3;0;0;1;1;0;0;0;0;352524,4596;5643730,364;6,901523586;50,9263368
31173;5,21E+18;5;3;15;0;2021;7;12;6;3;3;6;0;0;1;1;0;0;0;0;353570,7403;5646457,24;6,915304954;50,95110877
31179;5,21E+18;5;3;15;0;2021;1;8;2;3;1;6;1;2;0;1;0;0;0;1;350384,983;5648527,965;6,869131554;50,9688989
31181;5,21E+18;5;3;15;0;2021;2;14;5;3;5;3;0;0;1;1;0;0;0;0;356459,511;5644599,373;6,957135909;50,93513902
31184;5,21E+18;5;3;15;0;2021;10;8;5;3;0;7;0;1;0;1;0;0;0;1;352078,887;5642446,799;6,89570853;50,9146879
31187;5,21E+18;5;3;15;0;2021;5;16;2;3;0;1;0;1;1;0;0;0;0;0;355229,5826;5644428,627;6,939711481;50,93329713
31188;5,21E+18;5;3;15;0;2021;12;18;5;3;3;5;2;0;1;1;0;0;0;0;353710,4406;5646305,73;6,917353317;50,94978268
31190;5,21E+18;5;3;15;0;2021;6;17;7;3;5;2;0;0;0;1;0;0;0;0;356869,1375;5644434,595;6,963026473;50,93375998
31191;5,21E+18;5;3;15;0;2021;6;1;1;2;8;1;2;0;0;1;0;0;0;0;358060,5695;5644000,275;6,980140217;50,93015119
31194;5,21E+18;5;3;15;0;2021;9;14;1;3;2;6;0;0;0;1;0;0;1;0;357132,6534;5636881,769;6,969729278;50,86594811
31199;5,21E+18;5;3;15;0;2021;1;18;4;3;2;6;2;1;0;1;0;0;0;0;352076,5061;5642448,915;6,895673827;50,91470631
31200;5,21E+18;5;3;15;0;2021;2;11;6;2;6;4;0;0;0;1;1;0;0;0;353963,7472;5642199,411;6,92260217;50,91294472
31205;5,21E+18;5;3;15;0;2021;12;18;5;3;5;3;2;0;0;1;0;0;0;0;356838,8547;5644141,538;6,962710903;50,93111879
31215;5,21E+18;5;3;15;0;2021;12;14;5;3;9;6;0;0;0;0;0;1;0;0;356351,7286;5647364,954;6,954512071;50,95996605
31217;5,21E+18;5;3;15;0;2021;11;17;3;3;1;6;2;0;0;1;0;0;0;0;356838,6087;5634873,346;6,966338951;50,84782557
31220;5,21E+18;5;3;15;0;2021;6;14;3;3;5;3;0;1;0;1;0;0;0;1;356415,4685;5647036,938;6,955548496;50,95703411
31221;5,21E+18;5;3;15;0;2021;10;9;3;3;3;6;0;1;0;1;0;0;1;0;348410,5781;5643466,599;6,84313925;50,92290025
31223;5,21E+18;5;3;15;0;2021;3;13;7;3;1;6;0;1;0;1;0;0;0;0;348949,4279;5646120,002;6,849700592;50,94688576
31225;5,21E+18;5;3;15;0;2021;12;11;3;3;6;7;0;0;0;0;1;0;0;1;355854,2767;5650245,371;6,946291627;50,98572744
31227;5,21E+18;5;3;15;0;2021;6;23;7;3;1;7;2;1;0;1;0;0;0;0;355199,3161;5644583,378;6,939219557;50,93468025
31234;5,21E+18;5;3;15;0;2021;6;13;6;3;1;6;0;0;0;1;0;0;0;0;357183,449;5638787,053;6,969706532;50,88308353
31241;5,21E+18;5;3;15;0;2021;2;10;4;3;5;3;0;0;1;1;0;0;0;0;354841,2891;5644800,224;6,934041332;50,93653898
31246;5,21E+18;5;3;15;0;2021;9;7;3;3;6;7;0;0;0;0;1;0;0;1;353156,3495;5644904,026;6,910035705;50,93704524
31250;5,21E+18;5;3;15;0;2021;6;15;4;3;7;7;0;0;0;0;0;1;0;0;354551,4195;5644821,068;6,929910345;50,93665327
31251;5,21E+18;5;3;15;0;2021;5;15;4;3;1;7;0;1;0;1;0;0;0;0;353794,4379;5641775,251;6,920365343;50,90909004
31253;5,21E+18;5;3;15;0;2021;9;13;3;3;9;1;0;0;0;1;0;0;0;0;356934,1719;5643593,64;6,964281441;50,92621852
31257;5,21E+18;5;3;15;0;2021;6;16;2;3;3;6;0;0;0;1;0;0;0;0;357658,106;5646948,703;6,973264608;50,95654943
31260;5,21E+18;5;3;15;0;2021;5;16;7;3;0;4;0;0;0;0;1;1;0;0;354263,0923;5645891,788;6,925381264;50,94620271
