OBJECTID;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;USTRZUSTAND;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
28934;5,21E+18;5;3;15;0;2021;9;14;6;3;1;6;0;0;1;0;0;0;0;0;351177,517;5645022,259;6,88184396;50,93760047
28936;5,21E+18;5;3;15;0;2021;3;14;2;3;5;2;0;0;1;0;0;0;1;0;351566,82;5647979,149;6,886175321;50,96427275
28937;5,21E+18;5;3;15;0;2021;4;11;3;3;0;7;0;0;1;1;0;0;0;0;349335,0802;5645106,067;6,855605844;50,93787517
28938;5,21E+18;5;3;15;0;2021;10;7;4;3;2;6;2;0;0;1;0;0;0;0;348566,777;5655920,576;6,840171924;51,03485461
28943;5,21E+18;5;3;15;0;2021;3;21;2;2;3;6;2;0;0;1;0;0;0;0;354197,8891;5644993,66;6,924813202;50,93811503
28944;5,21E+18;5;3;15;0;2021;12;8;3;3;3;7;1;0;0;1;0;1;0;0;355141,0309;5643672,628;6,938752561;50,9264809
28951;5,21E+18;5;3;15;0;2021;6;8;3;2;0;7;0;0;1;0;0;0;0;0;353449,9795;5646588,511;6,913534076;50,95225776
28954;5,21E+18;5;3;15;0;2021;6;14;4;3;5;3;0;0;1;1;0;0;0;0;352076,6604;5651050,137;6,892181037;50,99200116
28963;5,21E+18;5;3;15;0;2021;3;8;5;3;5;2;0;0;0;0;0;0;1;1;353034,9665;5644916,27;6,908304403;50,93712435
28972;5,21E+18;5;3;15;0;2021;11;7;6;3;0;2;1;1;0;1;0;1;0;0;356869,406;5644444,406;6,963026439;50,93384822
28976;5,21E+18;5;3;15;0;2021;6;14;6;3;5;3;0;0;1;1;0;0;0;0;357595,0881;5647002,644;6,972346823;50,95701862
28979;5,21E+18;5;3;15;0;2021;12;16;4;3;2;6;1;0;0;1;0;0;0;0;354157,1101;5644821,05;6,924302295;50,93655353
28981;5,21E+18;5;3;15;0;2021;3;1;4;2;8;1;2;0;0;0;0;0;0;1;355082,9501;5644787,959;6,937483243;50,93648955
28988;5,21E+18;5;3;15;0;2021;6;22;6;2;5;2;2;0;0;1;0;0;0;0;353215,5277;5641507,423;6,912244439;50,90653625
28989;5,21E+18;5;3;15;0;2021;3;17;6;3;5;3;1;0;0;1;0;0;0;0;352815,862;5651762,202;6,902418064;50,99858962
28990;5,21E+18;5;3;15;0;2021;4;20;4;3;6;7;0;0;0;1;1;0;0;0;353576,634;5646450,859;6,915391368;50,95105293
28991;5,21E+18;5;3;15;0;2021;5;17;3;3;2;6;0;1;0;1;0;0;0;0;351650,3158;5643961,338;6,889000131;50,92818832
28992;5,21E+18;5;3;15;0;2021;6;9;2;3;5;2;0;0;0;1;0;0;0;1;355405,536;5644712,304;6,942101264;50,93589062
28995;5,21E+18;5;3;15;0;2021;4;13;5;3;2;6;0;0;0;1;0;0;0;0;357044,673;5639886,574;6,967304837;50,89293062
28997;5,21E+18;5;3;15;0;2021;10;13;6;3;2;6;0;0;0;1;0;0;0;1;349756,7704;5654328,469;6,857791421;51,02086002
28998;5,21E+18;5;3;15;0;2021;7;8;4;3;8;1;0;0;1;1;1;0;0;1;356509,8648;5646493,776;6,957105768;50,9521763
29000;5,21E+18;5;3;15;0;2021;3;6;5;3;2;6;1;0;0;1;0;0;0;1;349738,4439;5643068,221;6,862182543;50,91966763
29001;5,21E+18;5;3;15;0;2021;3;21;4;2;2;7;2;1;0;1;0;1;0;0;352014,5242;5642506,099;6,894769527;50,9152043
29005;5,21E+18;5;3;15;0;2021;6;18;4;3;0;3;0;0;0;1;0;1;0;0;353706,9895;5646309,468;6,917302719;50,9498154
29008;5,21E+18;5;3;15;0;2021;9;8;3;3;2;6;0;0;0;1;0;0;0;0;358173,922;5645342,24;6,981229894;50,94223934
29014;5,21E+18;5;3;15;0;2021;1;18;1;3;3;6;2;1;1;1;0;0;0;0;352971,806;5644899,652;6,907412811;50,93695891
29023;5,21E+18;5;3;15;0;2021;3;14;4;3;6;4;0;0;1;0;1;0;0;0;353183,7456;5644881,718;6,910434333;50,93685175
29024;5,21E+18;5;3;15;0;2021;7;12;3;3;0;1;0;1;0;0;0;1;0;0;352650,0891;5651313,777;6,900239216;50,99451743
29025;5,21E+18;5;3;15;0;2021;10;17;2;2;0;1;0;1;1;0;0;0;0;0;356077,6971;5646100,181;6,951112702;50,94853138
29029;5,21E+18;5;3;15;0;2021;6;21;3;3;8;1;2;1;0;1;0;0;0;0;351622,8246;5658259,708;6,882768434;51,05667189
29030;5,21E+18;5;3;15;0;2021;10;13;6;3;2;6;0;1;0;1;0;0;0;0;357106,1032;5644717,875;6,966285511;50,93636456
29033;5,21E+18;5;3;15;0;2021;4;10;6;2;5;3;0;0;0;1;0;0;0;0;356543,7407;5652822,909;6,955089737;51,00906342
29034;5,21E+18;5;3;15;0;2021;6;3;4;3;3;6;2;0;0;1;0;0;0;1;348794,4084;5655475,24;6,843601883;51,03091273
29036;5,21E+18;5;3;15;0;2021;10;15;6;2;2;6;0;0;0;1;0;0;0;0;349066,4805;5648600,669;6,850336893;50,96920826
29038;5,21E+18;5;3;15;0;2021;11;15;3;3;6;4;0;1;0;1;1;0;0;0;355847,6866;5650261,859;6,946191258;50,98587397
29040;5,21E+18;5;3;15;0;2021;12;3;7;2;9;1;2;0;0;1;1;0;0;0;355206,7652;5644663,553;6,939293642;50,93540263
29042;5,21E+18;5;3;15;0;2021;5;19;3;3;7;1;0;1;1;0;0;0;0;0;354695,6864;5646044,985;6,931473977;50,94768865
29047;5,21E+18;5;3;15;0;2021;6;20;3;3;8;1;1;1;0;1;0;0;0;0;357114,9622;5639172,122;6,96858302;50,88652722
29049;5,21E+18;5;3;15;0;2021;2;9;3;3;2;6;0;0;0;1;0;0;0;0;353525,5619;5648829,277;6,913707348;50,97241383
29062;5,21E+18;5;3;15;0;2021;11;21;6;3;5;3;2;0;0;1;0;0;0;0;356178,9738;5644621,03;6,953137486;50,93526376
29063;5,21E+18;5;3;15;0;2021;3;15;1;3;4;6;0;0;1;0;0;0;0;0;354553,719;5644820,736;6,929943181;50,93665087
29069;5,21E+18;5;3;15;0;2021;10;6;4;3;2;6;2;0;0;1;0;0;0;0;348586,8554;5655874,331;6,8404774;51,03444434
29071;5,21E+18;5;3;15;0;2021;6;7;4;3;1;6;0;1;0;1;0;0;1;0;348969,3697;5649678,2;6,848507278;50,97886572
29072;5,21E+18;5;3;15;0;2021;1;13;7;3;2;6;0;1;0;1;0;0;0;0;346607,7552;5645269,063;6,816749427;50,93862086
29081;5,21E+18;5;3;15;0;2021;6;10;5;2;0;1;0;0;1;0;0;0;0;0;353255,7007;5643470,417;6,912025859;50,92418722
29083;5,21E+18;5;3;15;0;2021;11;16;7;3;5;3;1;1;0;1;0;0;0;0;353656,8643;5648665,424;6,915642152;50,97097473
29084;5,21E+18;5;3;15;0;2021;12;17;3;3;3;6;2;0;0;1;0;0;0;0;352011,0918;5651618,973;6,891015615;50,99709609
29101;5,21E+18;5;3;15;0;2021;9;16;5;3;1;7;0;0;1;1;0;0;0;0;353877,9325;5646685,985;6,919583514;50,95324238
29105;5,21E+18;5;3;15;0;2021;10;10;6;3;2;6;0;1;0;1;0;0;0;0;358060,0993;5644010,089;6,980129709;50,93023928
29106;5,21E+18;5;3;15;0;2021;12;17;4;3;1;6;2;1;0;1;0;0;0;0;349114,0008;5645138,398;6,852448224;50,9381079
29111;5,21E+18;5;3;15;0;2021;12;0;4;3;5;3;2;1;0;1;0;0;0;1;354173,966;5644843,07;6,924533214;50,93675567
29113;5,21E+18;5;3;15;0;2021;12;15;5;3;3;6;1;1;1;1;0;0;0;0;355024,44;5645377,426;6,936416523;50,94177223
29119;5,21E+18;5;3;15;0;2021;6;14;6;3;5;3;0;0;1;0;0;0;0;0;353160,9717;5643947,767;6,910486705;50,92845289
29121;5,21E+18;5;3;15;0;2021;2;18;5;3;3;5;2;0;1;1;0;0;0;0;353467,2588;5646569,652;6,913787501;50,95209267
29123;5,21E+18;5;3;15;0;2021;9;12;5;3;0;7;0;0;0;0;0;0;0;1;356283,9023;5644580,154;6,954645932;50,93492257
29132;5,21E+18;5;3;15;0;2021;10;19;2;2;5;3;2;1;1;1;0;0;0;0;355678,71;5639969,483;6,947862576;50,89333601
29133;5,21E+18;5;3;15;0;2021;6;18;7;3;9;1;0;0;0;1;0;0;0;0;354114,2582;5634853,427;6,927673257;50,84696596
29134;5,21E+18;5;3;15;0;2021;2;7;2;3;6;4;1;1;0;1;1;0;0;1;355257,3862;5645166,715;6,939813706;50,93993715
29137;5,21E+18;5;3;15;0;2021;4;14;3;3;5;3;0;0;1;1;0;0;0;0;354502,6171;5637517,714;6,932126976;50,87100733
29142;5,21E+18;5;3;15;0;2021;9;8;4;3;5;2;0;1;0;1;0;0;0;0;346416,1105;5645281,901;6,814018436;50,93868521
29145;5,21E+18;5;3;15;0;2021;9;12;7;3;1;5;0;0;0;1;0;1;0;0;352728,5746;5644932,695;6,903940126;50,93719379
29149;5,21E+18;5;3;15;0;2021;3;16;7;3;5;2;0;0;1;1;0;0;0;0;354939,1195;5644795,183;6,935434735;50,9365183
29156;5,21E+18;5;3;15;0;2021;4;0;1;3;0;7;2;0;1;0;0;0;0;0;355977,8034;5646876,488;6,949384481;50,95548295
29157;5,21E+18;5;3;15;0;2021;9;7;4;3;2;1;0;1;0;1;0;0;1;0;351492,2297;5641740,757;6,887656265;50,90819238
29158;5,21E+18;5;3;15;0;2021;2;11;4;3;6;4;0;0;1;0;1;0;0;0;356315,3906;5647820,327;6,953815164;50,96404934
29160;5,21E+18;5;3;15;0;2021;5;14;2;2;8;1;0;0;1;0;0;0;0;0;356977,1775;5641090,891;6,965874091;50,90373709
29161;5,21E+18;5;3;15;0;2021;12;12;3;3;0;1;0;1;0;0;0;1;0;0;351476,1317;5644625,552;6,886252667;50,93411245
29163;5,21E+18;5;3;15;0;2021;9;15;4;2;0;1;0;0;1;0;0;0;0;0;356493,795;5651671,918;6,954833304;50,99870728
29164;5,21E+18;5;3;15;0;2021;11;14;1;3;0;1;0;0;0;0;0;1;0;0;348439,868;5643422,007;6,843574213;50,92250723
29172;5,21E+18;5;3;15;0;2021;3;10;3;3;5;3;0;0;1;0;0;0;0;1;352668,9198;5647138,666;6,902199232;50,95700263
29177;5,21E+18;5;3;15;0;2021;11;13;5;2;2;6;0;1;0;1;0;0;0;0;351287,7492;5645205,723;6,883336843;50,93927759
29179;5,21E+18;5;3;15;0;2021;3;15;4;2;5;3;0;0;1;1;0;0;0;0;350290,5119;5647412,894;6,868245897;50,95885396
29181;5,21E+18;5;3;15;0;2021;2;16;2;3;0;6;0;0;1;1;0;0;0;0;356383,4074;5643172,065;6,956615835;50,92229302
29182;5,21E+18;5;3;15;0;2021;2;23;6;3;1;6;2;1;0;1;0;0;0;0;357658,8085;5643847,491;6,974486456;50,92867913
29184;5,21E+18;5;3;15;0;2021;9;18;5;3;5;2;0;0;1;1;0;0;0;0;355882,2517;5646809,577;6,948051422;50,95485776
29186;5,21E+18;5;3;15;0;2021;9;3;7;3;1;6;2;0;0;1;0;0;0;0;355270,0277;5645232,669;6,939967313;50,94053304
29187;5,21E+18;5;3;15;0;2021;12;23;3;3;0;7;2;0;1;1;0;0;0;0;353734,418;5646279,76;6,917704863;50,94955538
29189;5,21E+18;5;3;15;0;2021;9;1;1;3;8;1;2;0;0;0;0;0;0;1;356823,3412;5644713,805;6,962265463;50,93625786
29193;5,21E+18;5;3;15;0;2021;9;7;5;3;5;3;0;0;0;1;0;0;0;1;357429,1688;5644692,956;6,970890153;50,93622058
29198;5,21E+18;5;3;15;0;2021;10;17;3;3;2;6;0;1;0;1;0;0;0;0;353806,29;5635905,177;6,922881669;50,8563401
29200;5,21E+18;5;3;15;0;2021;10;16;4;2;0;1;0;0;0;0;0;0;0;1;354747,9034;5636876,679;6,935865206;50,86530813
29204;5,21E+18;5;3;15;0;2021;3;16;3;3;1;5;0;0;1;1;0;0;0;0;356891,2481;5646341,264;6,962591861;50,95090051
29206;5,21E+18;5;3;15;0;2021;2;9;5;3;2;6;0;0;0;1;0;0;0;0;352677,8096;5650750,913;6,900862239;50,98946638
29208;5,21E+18;5;3;15;0;2021;5;16;2;3;2;6;0;1;0;1;0;0;0;0;353552,4;5649438,919;6,913843788;50,97789924
29210;5,21E+18;5;3;15;0;2021;1;19;7;3;5;3;2;0;1;1;0;0;0;0;356179,4596;5644620,874;6,953144457;50,93526248
29215;5,21E+18;5;3;15;0;2021;11;12;4;3;0;1;0;1;1;0;0;0;0;0;356494,0044;5651675,893;6,954834716;50,99874306
29225;5,21E+18;5;3;15;0;2021;2;14;5;3;0;7;0;0;1;0;0;0;0;0;357673,3287;5634880,921;6,978185608;50,84809962
29230;5,21E+18;5;3;15;0;2021;9;12;4;3;3;7;0;0;0;1;0;1;0;0;353245,8504;5640974,908;6,91288949;50,90175842
29232;5,21E+18;5;3;15;0;2021;10;12;3;3;6;4;0;1;1;0;1;0;0;0;353613,1143;5646411,362;6,915926247;50,95070725
29234;5,21E+18;5;3;15;0;2021;12;18;3;3;2;6;2;1;0;1;0;0;0;0;353843,981;5642329,969;6,92084737;50,91408769
29236;5,21E+18;5;3;15;0;2021;11;3;6;3;1;1;2;1;0;0;0;1;0;1;354618,0894;5634353,713;6,935023606;50,84260192
29245;5,21E+18;5;3;15;0;2021;3;19;4;3;6;2;2;0;0;1;1;0;0;0;353843,981;5642329,969;6,92084737;50,91408769
29248;5,21E+18;5;3;15;0;2021;10;14;6;3;2;6;0;1;0;1;0;0;0;0;358181,93;5644798,103;6,981555621;50,93735114
29249;5,21E+18;5;3;15;0;2021;12;18;4;3;2;6;2;1;0;1;0;0;0;0;349549,342;5654543,962;6,854746661;51,02274223
29254;5,21E+18;5;3;15;0;2021;6;20;4;2;3;2;0;0;1;1;0;0;0;0;354272,0384;5644839,395;6,92592952;50,93674744
29256;5,21E+18;5;3;15;0;2021;10;2;7;2;0;1;2;0;0;0;0;0;0;1;355141,472;5643673,263;6,938758581;50,92648672
29260;5,21E+18;5;3;15;0;2021;7;13;2;3;5;2;0;0;0;1;0;0;0;1;347035,892;5645250,168;6,822846373;50,93856479
29262;5,21E+18;5;3;15;0;2021;4;15;6;2;5;3;0;0;0;1;0;0;0;0;353505,0703;5651903,894;6,912176094;51,00003881
29268;5,21E+18;5;3;15;0;2021;6;2;1;3;0;1;2;1;0;0;0;0;0;1;354808,8412;5645561,852;6,933276311;50,94337537
29269;5,21E+18;5;3;15;0;2021;12;15;4;3;3;6;0;0;0;1;0;0;0;0;356963,6222;5634889,631;6,968107261;50,84800285
29273;5,21E+18;5;3;15;0;2021;9;8;5;3;2;6;0;0;0;1;0;0;0;0;357931,1346;5646596,98;6,977286808;50,95345588
29276;5,21E+18;5;3;15;0;2021;12;12;7;3;5;7;0;1;1;1;0;0;0;0;353016,8272;5643922,21;6,9084473;50,9281865
29278;5,21E+18;5;3;15;0;2021;10;18;1;3;2;6;1;0;0;1;0;0;0;0;355929,873;5650054,575;6,947443586;50,98403173
29280;5,21E+18;5;3;15;0;2021;11;18;4;3;2;6;2;1;0;1;0;0;0;0;355383,386;5646703,261;6,940995705;50,95377735
29281;5,21E+18;5;3;15;0;2021;3;9;5;3;2;6;0;1;0;1;0;0;0;0;353834,033;5646620,54;6,918985212;50,95264312
29285;5,21E+18;5;3;15;0;2021;6;9;6;2;1;5;0;0;0;1;0;0;1;0;349245,4553;5649629,289;6,852457556;50,97849854
29286;5,21E+18;5;3;15;0;2021;10;15;2;2;9;1;0;0;0;1;0;0;0;0;348178,3573;5643953,693;6,839634841;50,92721632
29300;5,21E+18;5;3;15;0;2021;9;14;1;3;2;6;0;0;0;1;0;0;0;0;353073,6955;5640726,746;6,91054273;50,89948449
29302;5,21E+18;5;3;15;0;2021;2;15;1;3;0;2;0;0;0;1;0;1;0;0;356138,0083;5648875,317;6,950873543;50,97348605
29305;5,21E+18;5;3;15;0;2021;1;7;5;2;6;4;1;1;0;1;1;0;0;0;356074,1016;5637770,14;6,954346975;50,87366931
29313;5,21E+18;5;3;15;0;2021;9;9;2;2;2;6;0;0;0;1;0;0;1;0;347463,4463;5644145,785;6,829389341;50,92875391
29314;5,21E+18;5;3;15;0;2021;2;13;2;3;2;6;0;1;0;1;0;0;0;0;355768,198;5648656,764;6,945696379;50,97142947
29316;5,21E+18;5;3;15;0;2021;11;3;7;3;6;6;2;1;0;0;1;0;0;1;355250,7495;5645132,068;6,939733075;50,93962411
29318;5,21E+18;5;3;15;0;2021;4;7;4;3;0;7;0;0;0;0;0;0;0;1;354650,3864;5644808,286;6,931323002;50,93656335
29322;5,21E+18;5;3;15;0;2021;12;18;3;2;5;3;2;0;1;1;0;0;0;0;357351,8621;5646873,32;6,968936624;50,95579624
29330;5,21E+18;5;3;15;0;2021;6;10;1;3;0;7;0;0;0;0;1;0;0;1;354855,718;5641522,94;6,935550864;50,90709041
29334;5,21E+18;5;3;15;0;2021;6;14;7;3;2;6;0;0;0;1;0;0;0;0;356858,2054;5644904,489;6,962686417;50,93798017
29335;5,21E+18;5;3;15;0;2021;5;14;5;3;0;7;0;1;1;0;0;0;0;0;353141,1484;5646874,687;6,909024857;50,95475089
29336;5,21E+18;5;3;15;0;2021;11;15;5;3;0;7;0;0;1;0;0;0;0;1;352567,5978;5647198,073;6,90073351;50,95751057
29346;5,21E+18;5;3;15;0;2021;9;7;3;3;3;6;0;0;0;1;0;0;1;0;357647,8152;5646895,722;6,973138901;50,95607075
29349;5,21E+18;5;3;15;0;2021;2;10;3;3;0;1;0;0;1;0;0;0;0;0;355602,7099;5644697,871;6,944911272;50,93581032
29350;5,21E+18;5;3;15;0;2021;10;17;6;3;1;2;0;0;0;1;0;0;0;0;354191,852;5644842,442;6,924787849;50,93675455
29353;5,21E+18;5;3;15;0;2021;6;15;6;3;0;3;0;0;1;1;0;0;0;0;357884,406;5643935,416;6,977660288;50,92952493
29358;5,21E+18;5;3;15;0;2021;10;9;4;2;0;2;0;0;0;1;0;0;0;1;353353,9768;5644888,131;6,912852852;50,93695269
29360;5,21E+18;5;3;15;0;2021;9;19;3;3;0;2;2;0;1;1;0;0;0;0;353658,3453;5646362,39;6,916589416;50,95027864
29361;5,21E+18;5;3;15;0;2021;11;8;4;2;3;7;0;0;0;1;0;0;0;0;351727,956;5643625,934;6,890240542;50,92519417
29370;5,21E+18;5;3;15;0;2021;9;16;6;3;3;6;0;0;0;1;0;1;0;0;352986,3302;5644133,717;6,907928344;50,93007946
29371;5,21E+18;5;3;15;0;2021;11;14;2;3;2;6;0;0;0;1;0;0;0;1;352480,836;5651096,786;6,897917199;50,9925241
29372;5,21E+18;5;3;15;0;2021;3;8;4;3;0;1;0;0;1;0;0;0;0;0;355897,7756;5646820,234;6,948268081;50,95495741
29375;5,21E+18;5;3;15;0;2021;12;17;6;2;0;7;1;0;0;0;0;0;0;1;355306,1534;5644175,449;6,940900947;50,93104109
29378;5,21E+18;5;3;15;0;2021;4;11;1;3;3;6;0;0;0;1;0;0;0;0;356902,3216;5638977,403;6,965638159;50,88472465
29379;5,21E+18;5;3;15;0;2021;3;13;3;3;3;2;0;0;0;1;0;0;1;0;358230,6993;5645441,005;6,981999093;50,9431409
29385;5,21E+18;5;3;15;0;2021;5;15;4;3;3;2;0;0;1;1;0;0;0;0;354135,5092;5645982,092;6,923530176;50,94698198
29387;5,21E+18;5;3;15;0;2021;10;18;2;3;6;4;1;0;0;0;1;0;0;1;355082,071;5644788,018;6,937470718;50,93648985
29392;5,21E+18;5;3;15;0;2021;12;18;7;3;4;2;2;1;0;1;0;0;0;0;353214,773;5641508,215;6,912233394;50,90654318
29395;5,21E+18;5;3;15;0;2021;12;16;2;2;5;2;1;0;0;1;0;0;0;1;353534,0466;5646154,555;6,914904675;50,94837933
29397;5,21E+18;5;3;15;0;2021;1;8;2;3;4;7;1;1;0;1;0;1;0;0;355384,3461;5645631,697;6,941434939;50,9441477
29399;5,21E+18;5;3;15;0;2021;5;23;5;2;0;7;2;1;0;1;0;0;0;0;354198,0318;5639684,62;6,926936819;50,89040412
29403;5,21E+18;5;3;15;0;2021;9;17;5;2;0;1;0;1;1;0;0;0;0;0;357816,7317;5641403,505;6,977684819;50,90675393
29409;5,21E+18;5;3;15;0;2021;10;3;7;2;0;7;2;1;0;0;0;0;0;1;353379,4808;5645702,383;6,912887873;50,94427655
29415;5,21E+18;5;3;15;0;2021;9;16;4;3;1;6;0;0;0;1;0;0;0;0;350593,6583;5652487,584;6,870473226;51,00453542
29419;5,21E+18;5;3;15;0;2021;12;10;4;2;6;6;0;1;1;0;1;0;0;0;353001,2477;5643852,772;6,908253761;50,92755852
29420;5,21E+18;5;3;15;0;2021;9;8;6;3;5;2;0;0;1;1;0;0;0;0;352524,765;5651484,368;6,898385339;50,99601834
29422;5,21E+18;5;3;15;0;2021;5;11;3;3;0;2;0;0;1;1;0;0;0;0;356243,2369;5648439,179;6,95254377;50,96959284
29423;5,21E+18;5;3;15;0;2021;7;14;3;3;5;2;0;0;1;0;0;0;0;1;354470,0443;5645744,995;6,928383898;50,9449358
29424;5,21E+18;5;3;15;0;2021;12;20;6;3;5;2;2;1;1;1;0;0;0;0;355383,386;5646703,261;6,940995705;50,95377735
29431;5,21E+18;5;3;15;0;2021;2;12;5;3;1;6;0;0;0;1;0;0;0;0;357209,2848;5634736,937;6,971654197;50,84669126
29436;5,21E+18;5;3;15;0;2021;10;0;4;3;0;7;2;0;0;0;0;0;0;1;355188,3969;5644781,078;6,938985701;50,9364542
29442;5,21E+18;5;3;15;0;2021;11;6;4;3;5;2;2;1;1;1;0;0;0;0;352723,4688;5647107,545;6,902987975;50,9567369
29449;5,21E+18;5;3;15;0;2021;5;8;3;3;7;7;0;0;0;1;0;0;0;0;357088,7051;5639059,169;6,968254143;50,88550561
29450;5,21E+18;5;3;15;0;2021;4;6;3;3;0;2;1;1;0;0;0;1;0;1;350398,391;5648524,626;6,869323747;50,96887237
29456;5,21E+18;5;3;15;0;2021;11;15;4;2;0;7;0;1;1;0;0;0;0;0;353200,5192;5653345,874;6,907255527;51,01291953
29460;5,21E+18;5;3;15;0;2021;6;11;7;3;5;2;0;0;1;1;0;0;0;0;355375,3993;5648312,943;6,940242302;50,96824115
29465;5,21E+18;5;3;15;0;2021;6;20;1;2;0;1;0;0;0;0;0;0;0;1;349116,15;5648640,226;6,851027366;50,96957674
29467;5,21E+18;5;3;15;0;2021;9;16;1;3;0;1;0;0;1;0;0;0;0;0;357266,402;5638102,253;6,971152388;50,8769497
29468;5,21E+18;5;3;15;0;2021;6;22;4;3;3;6;1;0;0;1;0;0;0;0;348509,0621;5643957,636;6,844335444;50,92733869
29471;5,21E+18;5;3;15;0;2021;4;15;5;2;4;7;0;0;0;1;0;1;0;0;353265,7612;5655255,317;6,9074123;51,03009532
29474;5,21E+18;5;3;15;0;2021;11;17;3;3;9;4;2;0;1;0;1;0;0;0;355080,3575;5645326,927;6,93723199;50,94133247
29480;5,21E+18;5;3;15;0;2021;11;12;3;3;6;4;0;1;1;0;1;0;0;0;353259,6993;5646793,431;6,910744339;50,95405088
29481;5,21E+18;5;3;15;0;2021;10;15;6;2;5;3;0;1;1;1;0;0;0;0;352605,8101;5643739,161;6,902676762;50,92643664
29482;5,21E+18;5;3;15;0;2021;9;10;2;3;5;3;0;0;1;0;0;0;1;0;355788,12;5637878,709;6,950242212;50,87457373
29489;5,21E+18;5;3;15;0;2021;2;8;3;3;5;2;0;1;0;1;0;0;0;1;350086,8876;5645082,245;6,866308069;50,93785703
29490;5,21E+18;5;3;15;0;2021;12;17;1;3;3;6;2;1;0;1;0;0;0;1;349526,4932;5650283,915;6,856187006;50,98445466
29491;5,21E+18;5;3;15;0;2021;7;10;3;3;3;6;0;0;0;1;0;0;0;0;356451,7139;5643925,768;6,957290312;50,92908347
29497;5,21E+18;5;3;15;0;2021;7;18;2;3;5;2;0;0;1;0;0;0;1;0;355189,6485;5644665,544;6,939049414;50,93541623
29503;5,21E+18;5;3;15;0;2021;10;15;3;3;2;6;0;1;0;1;0;0;0;1;357175,2479;5638784,543;6,969591004;50,88305895
29508;5,21E+18;5;3;15;0;2021;9;13;5;3;0;6;0;0;1;0;1;0;0;0;353971,8431;5642027,301;6,922786131;50,91140006
29514;5,21E+18;5;3;15;0;2021;5;17;5;2;4;6;0;0;1;0;0;0;0;0;356713,9763;5644637,959;6,960739826;50,93554907
29519;5,21E+18;5;3;15;0;2021;6;17;1;3;3;1;0;0;1;1;0;0;0;0;356294,7692;5648044,439;6,953433172;50,96605825
29520;5,21E+18;5;3;15;0;2021;7;18;5;3;3;2;0;1;1;1;0;0;0;0;351204,0287;5645042,035;6,882212943;50,93778502
29521;5,21E+18;5;3;15;0;2021;9;18;6;3;2;6;0;0;0;1;0;0;0;1;357146,602;5647263,922;6,965862728;50,95925569
29525;5,21E+18;5;3;15;0;2021;3;15;6;3;1;5;0;0;1;0;0;0;0;1;356361,3709;5647028,773;6,954781965;50,95694725
29527;5,21E+18;5;3;15;0;2021;5;17;7;3;9;1;0;0;0;0;1;0;0;1;357532,8108;5644043,038;6,972618285;50,9304054
29528;5,21E+18;5;3;15;0;2021;9;8;3;2;1;1;0;0;0;1;0;1;0;0;349139,5647;5653629,026;6,849288673;51,01441312
29531;5,21E+18;5;3;15;0;2021;1;16;6;3;4;6;0;0;1;0;0;0;0;0;354194,473;5644486,926;6,92496737;50,9335603
29532;5,21E+18;5;3;15;0;2021;10;18;5;3;0;1;2;1;0;1;0;1;0;0;355128,7556;5644784,92;6,938135923;50,93647374
29534;5,21E+18;5;3;15;0;2021;3;17;6;3;0;7;0;0;0;1;0;0;0;1;357916,1318;5644657,32;6,977830025;50,9360205
29540;5,21E+18;5;3;15;0;2021;9;0;1;3;0;6;2;0;1;0;0;0;0;1;353336,6747;5644050,658;6,912943783;50,92942222
29543;5,21E+18;5;3;15;0;2021;7;16;5;3;5;2;0;1;0;1;0;0;0;0;351771,3638;5644995,909;6,890300626;50,93751661
29546;5,21E+18;5;3;15;0;2021;2;22;2;3;0;6;2;0;0;1;0;0;0;1;354759,1679;5644685,068;6,932919261;50,93548343
29547;5,21E+18;5;3;15;0;2021;11;0;1;3;2;1;2;0;0;1;0;0;0;0;350455,44;5642529,491;6,872596781;50,91501263
29548;5,21E+18;5;3;15;0;2021;3;15;3;3;5;3;0;0;1;1;0;0;0;0;349696,826;5649295,298;6,859020736;50,9756152
29555;5,21E+18;5;3;15;0;2021;12;17;3;3;2;6;2;0;0;1;0;0;0;0;356134,8775;5646941,7;6,951593627;50,95610824
29556;5,21E+18;5;3;15;0;2021;9;17;4;2;0;3;0;0;1;0;0;0;0;1;354490,5106;5644827,567;6,929041472;50,93669631
29564;5,21E+18;5;3;15;0;2021;6;18;3;3;4;6;0;0;1;0;0;0;0;1;357600,7397;5646796,063;6,972508059;50,95516349
29574;5,21E+18;5;3;15;0;2021;3;9;3;3;6;4;0;1;0;1;1;0;0;0;353354,4486;5646692,283;6,912133146;50,95316602
29575;5,21E+18;5;3;15;0;2021;4;9;4;3;2;6;0;0;0;1;0;0;0;1;352750,883;5649419,319;6,902442224;50,97751871
29577;5,21E+18;5;3;15;0;2021;9;18;4;3;0;1;0;1;0;0;0;1;0;0;353585,9837;5648759,008;6,91459564;50,97179771
29585;5,21E+18;5;3;15;0;2021;2;11;7;3;5;3;0;0;0;1;0;0;0;1;356507,295;5646459,705;6,957082635;50,95186947
