OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,USTRZUSTAND,UIDENTSTLAE,Participants
246316,5,3,15,0,2019,August,16,Montag,Unfall mit Schwerverletzten,Abkommen von Fahrbahn nach rechts,Sonstiger Unfall,Tageslicht,0,0,0,0,0,1,"356981,1325","5642004,547",6.965572288,50.91194907,trocken,,Sonstige
246317,5,3,15,0,2019,August,0,Montag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Sonstiger Unfall,Dunkelheit,1,1,0,0,0,0,"356002,631","5643883,899",6.950920707,50.92859527,trocken,,"Rad, PKW"
246356,5,3,15,0,2019,August,13,Sonntag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,0,1,0,0,0,0,"364266,8307","5641069,615",7.06949368,50.90530572,trocken,,PKW
246357,5,3,15,0,2019,August,12,Sonntag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,1,1,0,0,0,0,"359556,945","5644985,654",7.001040612,50.9393732,trocken,,"Rad, PKW"
246358,5,3,15,0,2019,August,21,Sonntag,Unfall mit Schwerverletzten,Unfall anderer Art,Fahrunfall,Dunkelheit,0,0,0,0,0,1,"357520,0662","5645667,692",6.971801742,50.94500295,trocken,,Sonstige
246359,5,3,15,0,2019,August,14,Sonntag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Sonstiger Unfall,Tageslicht,0,1,1,0,0,0,"362535,6214","5651479,407",7.040955737,50.99845227,trocken,,"Fuss, PKW"
246360,5,3,15,0,2019,August,21,Sonntag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Abbiegeunfall,Dämmerung,0,1,0,0,0,0,"357431,612","5648938,565",6.969262007,50.97437613,trocken,,PKW
246423,5,3,15,0,2019,August,15,Samstag,Unfall mit Leichtverletzten,Abkommen von Fahrbahn nach rechts,Fahrunfall,Tageslicht,0,1,0,0,0,1,"351168,931","5652945,212",6.878479048,51.00879692,nass/feucht,,"PKW, Sonstige"
246425,5,3,15,0,2019,August,13,Samstag,Unfall mit Schwerverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"354847,1307","5648423,804",6.932679636,50.96910455,trocken,,Rad
246426,5,3,15,0,2019,August,9,Samstag,Unfall mit Schwerverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,0,1,0,1,0,0,"350097,6805","5644448,984",6.866722054,50.93216912,trocken,,"Krad, PKW"
246427,5,3,15,0,2019,August,5,Samstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Dunkelheit,1,1,0,0,0,0,"352878,9493","5647324,198",6.905112638,50.95872357,trocken,,"Rad, PKW"
246428,5,3,15,0,2019,August,15,Samstag,Unfall mit Schwerverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"354746,0696","5645189,151",6.932532021,50.94001019,nass/feucht,,Rad
246429,5,3,15,0,2019,August,16,Samstag,Unfall mit Schwerverletzten,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug,Fahrunfall,Tageslicht,1,0,0,1,0,0,"356012,7381","5643109,745",6.951370139,50.92164058,nass/feucht,,"Rad, Krad"
246438,5,3,15,0,2019,August,14,Montag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Überschreiten-Unfall,Tageslicht,0,1,1,0,0,0,"360232,3534","5648469,613",7.009309879,50.97084814,nass/feucht,,"Fuss, PKW"
246439,5,3,15,0,2019,August,10,Montag,Unfall mit Leichtverletzten,Zusammenstoß mit entgegenkommendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,1,0,0,0,1,"349290,723","5649272,668",6.853249758,50.97530571,nass/feucht,,"PKW, Sonstige"
246440,5,3,15,0,2019,August,16,Montag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,1,0,0,0,0,"355967,9581","5640480,903",6.951770972,50.8980043,nass/feucht,,PKW
246441,5,3,15,0,2019,August,0,Montag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Sonstiger Unfall,Dunkelheit,0,1,0,0,0,0,"357046,859","5639886,403",6.967335966,50.89292962,nass/feucht,,PKW
246442,5,3,15,0,2019,August,15,Montag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,1,0,0,0,0,"355544,7068","5643416,829",6.944593987,50.9242833,nass/feucht,,"Rad, PKW"
246443,5,3,15,0,2019,August,20,Montag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Unfall im Längsverkehr,Dämmerung,1,1,0,0,0,0,"356601,4668","5644375,247",6.959243037,50.93316015,trocken,,"Rad, PKW"
246444,5,3,15,0,2019,August,2,Montag,Unfall mit Leichtverletzten,Unfall anderer Art,Sonstiger Unfall,Dunkelheit,0,0,0,0,0,1,"356687,648","5644913,994",6.960256807,50.93802323,nass/feucht,,Sonstige
246469,5,3,15,0,2019,August,15,Sonntag,Unfall mit Leichtverletzten,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug,Abbiegeunfall,Tageslicht,1,0,0,1,0,0,"366918,472","5634918,556",7.109424326,50.85063869,trocken,,"Rad, Krad"
246471,5,3,15,0,2019,August,0,Sonntag,Unfall mit Schwerverletzten,Zusammenstoß mit entgegenkommendem Fahrzeug,Fahrunfall,Dunkelheit,0,1,0,0,0,1,"357388,5527","5645637,148",6.969942867,50.94469593,nass/feucht,,"PKW, Sonstige"
246472,5,3,15,0,2019,August,11,Sonntag,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr,Tageslicht,1,1,0,0,0,0,"358710,2489","5646286,134",6.988492797,50.95085383,trocken,,"Rad, PKW"
246473,5,3,15,0,2019,August,18,Sonntag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"351916,3931","5648668,282",6.890869404,50.97055557,nass/feucht,,Rad
246474,5,3,15,0,2019,August,11,Sonntag,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr,Tageslicht,1,1,0,0,0,0,"356315,0953","5642954,522",6.955730255,50.92032098,trocken,,"Rad, PKW"
246475,5,3,15,0,2019,August,13,Sonntag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"355439,379","5644303,015",6.942744943,50.9322209,trocken,,Rad
246476,5,3,15,0,2019,August,4,Sonntag,Unfall mit Schwerverletzten,Unfall anderer Art,Sonstiger Unfall,Dunkelheit,0,0,0,0,0,1,"356209,3374","5646204,697",6.952944189,50.94950351,trocken,,Sonstige
246527,5,3,15,0,2019,August,12,Samstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Abbiegeunfall,Tageslicht,1,1,0,0,0,0,"353580,5918","5643320,96",6.916705363,50.92292664,trocken,,"Rad, PKW"
246586,5,3,15,0,2019,August,13,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,1,0,0,0,0,"364516,8769","5639659,028",7.073571245,50.8926867,trocken,,PKW
246587,5,3,15,0,2019,August,7,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug,Abbiegeunfall,Tageslicht,1,1,0,0,0,0,"364490,008","5633776,662",7.075368273,50.83981192,nass/feucht,,"Rad, PKW"
246588,5,3,15,0,2019,August,22,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Dunkelheit,0,1,0,0,0,0,"364009,5543","5639497,512",7.066422153,50.89111585,nass/feucht,,PKW
246589,5,3,15,0,2019,August,19,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,1,0,0,0,0,"360949,0262","5645299,455",7.020721952,50.94253078,nass/feucht,,PKW
246590,5,3,15,0,2019,August,15,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,1,0,0,1,0,"355996,8117","5652737,013",6.947332917,51.00815483,trocken,,"PKW, Gkfz"
246591,5,3,15,0,2019,August,19,Freitag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Unfall im Längsverkehr,Tageslicht,1,0,1,0,0,0,"357043,0988","5646814,521",6.964566424,50.95519131,nass/feucht,,"Rad, Fuss"
246592,5,3,15,0,2019,August,8,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,0,0,0,0,1,"351928,337","5648968,984",6.890916958,50.97326089,trocken,,Sonstige
246593,5,3,15,0,2019,August,8,Freitag,Unfall mit Schwerverletzten,Unfall anderer Art,Unfall durch ruhenden Verkehr,Tageslicht,0,1,0,1,0,0,"354042,572","5646301,995",6.922079864,50.94983331,nass/feucht,,"Krad, PKW"
246594,5,3,15,0,2019,August,19,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Abbiegeunfall,Tageslicht,0,1,0,1,0,0,"357146,4096","5635000,083",6.970659008,50.84904066,nass/feucht,,"Krad, PKW"
246595,5,3,15,0,2019,August,6,Freitag,Unfall mit Schwerverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Unfall durch ruhenden Verkehr,Dämmerung,1,1,0,0,0,0,"353301,6472","5641599,14",6.913431609,50.90738237,nass/feucht,,"Rad, PKW"
246596,5,3,15,0,2019,August,9,Freitag,Unfall mit Leichtverletzten,Unfall anderer Art,Unfall im Längsverkehr,Tageslicht,0,1,0,1,0,0,"355513,0182","5644021,258",6.943903874,50.92970726,nass/feucht,,"Krad, PKW"
246658,5,3,15,0,2019,August,19,Donnerstag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"359451,812","5653003,979",6.996445568,51.01140862,trocken,,Rad
246659,5,3,15,0,2019,August,17,Donnerstag,Unfall mit Schwerverletzten,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug,Abbiegeunfall,Tageslicht,1,0,0,0,0,0,"363398,2593","5647643,806",7.054683422,50.96418587,trocken,,Rad
246660,5,3,15,0,2019,August,18,Donnerstag,Unfall mit Leichtverletzten,Zusammenstoß mit entgegenkommendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,1,0,0,0,0,1,"351109,2832","5645231,836",6.880787871,50.9394662,trocken,,"Rad, Sonstige"
246661,5,3,15,0,2019,August,12,Donnerstag,Unfall mit Leichtverletzten,Unfall anderer Art,Unfall durch ruhenden Verkehr,Tageslicht,1,1,0,0,0,0,"349797,752","5644502,299",6.862434937,50.9325702,trocken,,"Rad, PKW"
246662,5,3,15,0,2019,August,11,Donnerstag,Unfall mit Leichtverletzten,Unfall anderer Art,Unfall durch ruhenden Verkehr,Tageslicht,1,1,0,0,0,0,"358870,6174","5639746,6",6.993305059,50.89212171,trocken,,"Rad, PKW"
246663,5,3,15,0,2019,August,16,Donnerstag,Unfall mit Leichtverletzten,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,1,0,0,0,1,0,"356204,5866","5641963,251",6.954549784,50.91138501,trocken,,"Rad, Gkfz"
246664,5,3,15,0,2019,August,9,Donnerstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,1,1,0,0,0,0,"356716,6964","5642292,045",6.961700356,50.91446721,trocken,,"Rad, PKW"
246665,5,3,15,0,2019,August,9,Donnerstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,1,1,0,0,0,0,"356812,244","5642691,028",6.962902065,50.91807656,trocken,,"Rad, PKW"
246738,5,3,15,0,2019,August,18,Freitag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Unfall im Längsverkehr,Tageslicht,1,0,1,0,0,0,"359843,5784","5634518,372",7.009133684,50.84537116,trocken,,"Rad, Fuss"
246739,5,3,15,0,2019,August,21,Freitag,Unfall mit Leichtverletzten,Unfall anderer Art,Unfall im Längsverkehr,Dunkelheit,0,1,0,0,0,1,"359435,2578","5643737,505",6.999791145,50.92812629,trocken,,"PKW, Sonstige"
246740,5,3,15,0,2019,August,19,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,1,1,0,0,0,0,"360252,859","5644757,812",7.011026714,50.93749463,trocken,,"Rad, PKW"
246741,5,3,15,0,2019,August,23,Freitag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Dunkelheit,0,0,0,0,0,1,"358788,0093","5646375,91",6.989564303,50.9516797,trocken,,Sonstige
246742,5,3,15,0,2019,August,22,Freitag,Unfall mit Leichtverletzten,Abkommen von Fahrbahn nach rechts,Sonstiger Unfall,Dunkelheit,0,1,0,0,1,0,"363756,7645","5648823,855",7.059343628,50.97487632,trocken,,"PKW, Gkfz"
246743,5,3,15,0,2019,August,18,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr,Tageslicht,0,1,0,0,0,0,"359941,9782","5645990,485",7.006130941,50.94849741,trocken,,PKW
246744,5,3,15,0,2019,August,18,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall durch ruhenden Verkehr,Tageslicht,1,1,0,0,0,0,"359666,796","5647248,086",7.001731169,50.95973267,trocken,,"Rad, PKW"
246745,5,3,15,0,2019,August,12,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,1,1,0,0,0,0,"355602,5091","5648334,593",6.943465998,50.96849269,trocken,,"Rad, PKW"
246746,5,3,15,0,2019,August,12,Freitag,Unfall mit Leichtverletzten,Unfall anderer Art,Sonstiger Unfall,Tageslicht,0,0,0,1,0,1,"354738,1091","5646179,984",6.932023627,50.94891253,trocken,,"Krad, Sonstige"
246747,5,3,15,0,2019,August,13,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr,Tageslicht,0,1,0,0,0,0,"352510,2161","5643699,65",6.90133348,50.92605715,trocken,,PKW
246748,5,3,15,0,2019,August,2,Freitag,Unfall mit Schwerverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Abbiegeunfall,Dunkelheit,1,1,0,0,0,0,"355659,5022","5644543,932",6.945779968,50.93444112,trocken,,"Rad, PKW"
246749,5,3,15,0,2019,August,22,Freitag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Überschreiten-Unfall,Dunkelheit,0,0,1,1,0,0,"356572,865","5646079,298",6.958165375,50.94846713,trocken,,"Fuss, Krad"
246750,5,3,15,0,2019,August,21,Freitag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Dunkelheit,0,0,0,1,0,0,"356237,878","5645654,776",6.953567318,50.94456857,trocken,,Krad
246751,5,3,15,0,2019,August,0,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Sonstiger Unfall,Dunkelheit,0,0,0,0,0,1,"355372,876","5644251,439",6.941819651,50.93174073,trocken,,Sonstige
246817,5,3,15,0,2019,August,0,Donnerstag,Unfall mit Leichtverletzten,Unfall anderer Art,Sonstiger Unfall,Dunkelheit,0,1,0,0,0,0,"363397,9507","5642124,285",7.05674856,50.91457959,trocken,,PKW
246818,5,3,15,0,2019,August,16,Donnerstag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Sonstiger Unfall,Tageslicht,1,0,1,0,0,0,"359075,3305","5644746,639",6.994282609,50.93710765,trocken,,"Rad, Fuss"
246819,5,3,15,0,2019,August,17,Donnerstag,Unfall mit Leichtverletzten,Unfall anderer Art,Sonstiger Unfall,Tageslicht,1,0,0,0,0,0,"359890,1311","5648840,465",7.004295927,50.97409787,trocken,,Rad
246820,5,3,15,0,2019,August,20,Donnerstag,Unfall mit Leichtverletzten,Unfall anderer Art,Sonstiger Unfall,Tageslicht,1,0,0,0,0,0,"358851,36","5650505,672",6.988862848,50.98880941,trocken,,Rad
246821,5,3,15,0,2019,August,14,Donnerstag,Unfall mit Leichtverletzten,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,1,0,0,0,0,"357436,2019","5649104,514",6.969262272,50.97586864,trocken,,PKW
246822,5,3,15,0,2019,August,18,Donnerstag,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr,Tageslicht,1,1,0,0,0,0,"354243,3833","5642882,369",6.926304402,50.91915297,trocken,,"Rad, PKW"
246823,5,3,15,0,2019,August,11,Donnerstag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"355104,7618","5644022,771",6.93809767,50.92961845,trocken,,Rad
246824,5,3,15,0,2019,August,23,Donnerstag,Unfall mit Schwerverletzten,Unfall anderer Art,Fahrunfall,Dunkelheit,0,0,0,0,0,1,"355495,0185","5645362,614",6.943115995,50.94175725,trocken,,Sonstige
246887,5,3,15,0,2019,August,15,Mittwoch,Unfall mit Leichtverletzten,Unfall anderer Art,Sonstiger Unfall,Tageslicht,1,0,0,0,0,0,"358968,8492","5640712,064",6.994328069,50.90082247,trocken,,Rad
246888,5,3,15,0,2019,August,16,Mittwoch,Unfall mit Leichtverletzten,Unfall anderer Art,Sonstiger Unfall,Tageslicht,0,1,0,0,0,0,"359621,3316","5643966,738",7.002348941,50.93023175,trocken,,PKW
246889,5,3,15,0,2019,August,11,Mittwoch,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Überschreiten-Unfall,Tageslicht,0,1,1,0,0,0,"359548,9063","5644457,587",7.001129816,50.93462544,trocken,,"Fuss, PKW"
246890,5,3,15,0,2019,August,22,Mittwoch,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Überschreiten-Unfall,Dunkelheit,0,1,1,0,0,0,"359482,595","5644024,166",7.000353804,50.93071409,trocken,,"Fuss, PKW"
246892,5,3,15,0,2019,August,18,Mittwoch,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Abbiegeunfall,Tageslicht,0,1,0,1,0,0,"360996,7971","5644262,301",7.021797176,50.93322116,trocken,,"Krad, PKW"
246893,5,3,15,0,2019,August,8,Mittwoch,Unfall mit Schwerverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr,Tageslicht,1,1,0,0,0,0,"357579,6178","5644343,179",6.97316665,50.93311431,trocken,,"Rad, PKW"
246894,5,3,15,0,2019,August,16,Mittwoch,Unfall mit Leichtverletzten,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,1,0,0,1,0,"356129,436","5650950,207",6.949930136,50.99213046,trocken,,"PKW, Gkfz"
246895,5,3,15,0,2019,August,18,Mittwoch,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Abbiegeunfall,Tageslicht,1,0,1,0,0,0,"357034,1326","5642586,43",6.966097688,50.91719156,trocken,,"Rad, Fuss"
246896,5,3,15,0,2019,August,22,Mittwoch,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Überschreiten-Unfall,Dunkelheit,1,0,1,0,0,0,"354806,4629","5643786,694",6.933949758,50.92742188,trocken,,"Rad, Fuss"
246897,5,3,15,0,2019,August,19,Mittwoch,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Abbiegeunfall,Tageslicht,1,1,0,0,0,0,"355504,2887","5643407,681",6.944022913,50.92419097,trocken,,"Rad, PKW"
246944,5,3,15,0,2019,August,15,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Abbiegeunfall,Tageslicht,1,0,0,0,0,0,"353614,339","5653983,253",6.912893453,51.01875282,trocken,,Rad
246946,5,3,15,0,2019,August,15,Dienstag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"348626,4576","5644476,647",6.84578916,50.93203347,trocken,,Rad
246947,5,3,15,0,2019,August,15,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,1,1,0,0,0,0,"355975,1259","5640492,475",6.951868269,50.89811009,trocken,,"Rad, PKW"
246948,5,3,15,0,2019,August,7,Dienstag,Unfall mit Leichtverletzten,Aufprall auf Fahrbahnhindernis,Sonstiger Unfall,Tageslicht,1,0,0,0,0,0,"354854,3914","5643809,792",6.934622094,50.92764152,trocken,,Rad
246949,5,3,15,0,2019,August,8,Dienstag,Unfall mit Schwerverletzten,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug,Abbiegeunfall,Tageslicht,1,1,0,0,0,0,"356716,6964","5642292,045",6.961700356,50.91446721,trocken,,"Rad, PKW"
246977,5,3,15,0,2019,August,5,Dienstag,Unfall mit Schwerverletzten,Zusammenstoß mit entgegenkommendem Fahrzeug,Unfall im Längsverkehr,Dunkelheit,0,1,0,0,0,0,"359338,8546","5642841,647",6.998765815,50.9200516,trocken,,PKW
246978,5,3,15,0,2019,August,0,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Sonstiger Unfall,Dunkelheit,0,1,1,0,0,0,"361900,4833","5640123,191",7.036216493,50.89623866,trocken,,"Fuss, PKW"
246979,5,3,15,0,2019,August,16,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,1,0,0,0,0,"359008,4372","5645321,771",6.993108596,50.94226006,trocken,,PKW
246980,5,3,15,0,2019,August,8,Dienstag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"359400,2685","5646066,146",6.998394958,50.94904551,trocken,,Rad
246981,5,3,15,0,2019,August,16,Dienstag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"357916,4928","5644272,071",6.977985358,50.93255836,trocken,,Rad
246982,5,3,15,0,2019,August,8,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Abbiegeunfall,Tageslicht,1,1,0,0,0,0,"356999,6232","5647472,061",6.963689468,50.96108976,trocken,,"Rad, PKW"
246984,5,3,15,0,2019,August,14,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr,Tageslicht,1,1,0,0,0,0,"356063,1483","5649721,329",6.94947303,50.98107027,trocken,,"Rad, PKW"
246985,5,3,15,0,2019,August,14,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß mit entgegenkommendem Fahrzeug,Fahrunfall,Tageslicht,1,0,0,0,0,0,"355226,4894","5654307,614",6.935733289,51.02207589,trocken,,Rad
246986,5,3,15,0,2019,August,15,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß mit entgegenkommendem Fahrzeug,Sonstiger Unfall,Tageslicht,0,1,0,1,0,0,"352448,4257","5645048,637",6.89990878,50.9381641,trocken,,"Krad, PKW"
246987,5,3,15,0,2019,August,19,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,1,1,0,0,0,0,"353527,3944","5643658,977",6.915813214,50.92595078,trocken,,"Rad, PKW"
246988,5,3,15,0,2019,August,14,Dienstag,Unfall mit Leichtverletzten,Unfall anderer Art,Sonstiger Unfall,Tageslicht,0,1,0,0,0,0,"355988,2868","5643048,522",6.951046663,50.92108427,trocken,,PKW
247068,5,3,15,0,2019,August,19,Montag,Unfall mit Leichtverletzten,Zusammenstoß mit entgegenkommendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,1,1,0,0,0,0,"347695,3114","5645616,496",6.832071613,50.94203121,trocken,,"Rad, PKW"
247069,5,3,15,0,2019,August,22,Montag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Dunkelheit,0,0,0,0,0,1,"351417,6941","5646122,275",6.884811163,50.94754764,trocken,,Sonstige
247070,5,3,15,0,2019,August,16,Montag,Unfall mit Schwerverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Überschreiten-Unfall,Tageslicht,0,1,1,0,0,0,"356527,422","5645876,084",6.957598949,50.94662956,trocken,,"Fuss, PKW"
247119,5,3,15,0,2019,August,11,Sonntag,Unfall mit Leichtverletzten,Abkommen von Fahrbahn nach rechts,Sonstiger Unfall,Tageslicht,1,0,0,0,0,0,"361264,5005","5640196,068",7.027150811,50.8967412,trocken,,Rad
247120,5,3,15,0,2019,August,20,Sonntag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Überschreiten-Unfall,Tageslicht,0,1,1,0,0,0,"360407,3672","5644932,945",7.013157263,50.939106,trocken,,"Fuss, PKW"
247122,5,3,15,0,2019,August,23,Sonntag,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr,Dunkelheit,1,1,0,0,0,0,"353509,3359","5647018,298",6.914205593,50.95613517,trocken,,"Rad, PKW"
247123,5,3,15,0,2019,August,17,Sonntag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"358878,1707","5639799,125",6.993392097,50.8925956,trocken,,Rad
247124,5,3,15,0,2019,August,21,Sonntag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Dunkelheit,0,0,0,0,0,1,"355463,3292","5645119,569",6.942761668,50.93956511,trocken,,Sonstige
