OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,USTRZUSTAND,UIDENTSTLAE
240407,5,3,15,0,2019,5,14,4,2,8,1,0,0,0,0,1,0,0,"348825,6199","5643169,018",6.849163489,50.920335,0,
240427,5,3,15,0,2019,5,18,4,3,5,2,0,1,1,0,0,0,0,"353386,2336","5648039,604",6.912042563,50.96528192,0,
240435,5,3,15,0,2019,5,8,4,3,5,3,0,1,1,0,0,0,0,"352566,545","5642868,449",6.902470456,50.91860188,0,
240439,5,3,15,0,2019,5,19,4,3,0,1,0,1,0,0,0,0,0,"354196,7609","5643373,069",6.925445392,50.92355097,0,
240447,5,3,15,0,2019,5,13,4,3,6,4,0,0,1,1,0,0,0,"353302,9332","5641600,524",6.913449332,50.90739514,0,
240460,5,3,15,0,2019,5,22,4,2,8,1,2,1,0,0,0,0,0,"356394,9839","5646013,887",6.95566057,50.947835,0,
240465,5,3,15,0,2019,5,10,1,3,0,7,0,1,0,1,0,0,0,"362849,9938","5644008,574",7.048249668,50.93138449,0,
240473,5,3,15,0,2019,5,17,4,3,4,6,0,1,0,0,0,0,0,"355853,5285","5642707,31",6.949265523,50.9179842,0,
240513,5,3,15,0,2019,5,18,7,2,6,4,0,0,1,1,0,0,0,"359494,9472","5645404,255",6.999997304,50.94312011,0,
240514,5,3,15,0,2019,5,19,7,3,6,7,0,0,1,1,0,0,0,"359055,4898","5644838,374",6.993964925,50.93792724,0,
240515,5,3,15,0,2019,5,13,7,3,5,3,0,0,1,0,1,0,0,"358040,4714","5643602,705",6.980009217,50.92657329,0,
240516,5,3,15,0,2019,5,12,7,2,0,7,0,0,0,0,1,0,0,"361502,4456","5652426,469",7.025879643,51.00671591,0,
240517,5,3,15,0,2019,5,20,7,3,6,7,1,0,0,1,0,0,1,"352962,5403","5654498,817",6.903397975,51.0232196,0,
240518,5,3,15,0,2019,5,16,7,3,5,3,0,1,1,0,0,0,0,"354433,5319","5649878,816",6.926210585,50.98207585,0,
240519,5,3,15,0,2019,5,0,7,2,8,7,2,1,1,0,0,0,0,"353497,077","5647026,552",6.914027847,50.95620624,0,
240520,5,3,15,0,2019,5,22,7,3,1,7,2,0,1,1,0,0,0,"354703,719","5642908,64",6.93283862,50.91950515,0,
240521,5,3,15,0,2019,5,14,7,3,0,4,0,1,0,1,0,0,0,"356538,1766","5643340,027",6.958750328,50.92384098,0,
240522,5,3,15,0,2019,5,14,7,3,6,4,0,0,1,1,0,0,0,"356566,0031","5643176,209",6.959210424,50.92237568,0,
240591,5,3,15,0,2019,5,9,6,3,4,3,0,1,1,0,0,0,0,"360093,42","5644730,301",7.008769501,50.93720872,0,
240592,5,3,15,0,2019,5,21,6,3,5,2,1,1,1,0,0,0,0,"359341,3147","5644562,404",6.998136886,50.93551685,0,
240593,5,3,15,0,2019,5,17,6,3,3,2,0,1,0,0,0,0,0,"358684,833","5641970,922",6.989804222,50.91206652,0,
240594,5,3,15,0,2019,5,18,6,3,6,4,0,0,1,1,0,0,0,"359397,0949","5644889,67",6.998803952,50.93847163,0,
240595,5,3,15,0,2019,5,16,6,2,3,5,0,0,1,0,1,0,0,"360107,6923","5645122,797",7.008821795,50.94073961,0,
240597,5,3,15,0,2019,5,13,6,3,0,3,0,1,1,0,0,0,0,"361424,7712","5652429,637",7.024771979,51.00672568,0,
240598,5,3,15,0,2019,5,21,6,3,5,3,1,1,1,0,0,0,0,"356861,4577","5649906,512",6.9607651,50.98293348,0,
240600,5,3,15,0,2019,5,19,6,3,3,6,0,0,1,0,0,0,0,"356604,7114","5648938,292",6.95749176,50.97416839,0,
240601,5,3,15,0,2019,5,9,6,2,5,3,0,1,1,0,1,0,0,"355368,134","5648327,13",6.94013326,50.96836682,0,
240602,5,3,15,0,2019,5,17,6,3,5,2,0,0,1,0,0,0,0,"349036,092","5646250,888",6.850879124,50.94808463,0,
240604,5,3,15,0,2019,5,16,6,3,0,7,0,1,1,0,0,0,0,"354147,153","5646611,942",6.923443518,50.95264517,0,
240605,5,3,15,0,2019,5,17,6,3,5,2,0,1,0,0,0,0,1,"352373,6394","5645468,157",6.898675122,50.94191499,0,
240606,5,3,15,0,2019,5,21,6,2,2,7,2,0,1,0,1,0,0,"354370,8663","5642461,588",6.92828483,50.9154037,0,
240705,5,3,15,0,2019,5,11,5,3,2,2,0,1,1,0,0,0,0,"354375,113","5643285,902",6.928016099,50.92281267,0,
240706,5,3,15,0,2019,5,9,5,3,3,5,0,1,1,0,0,0,1,"354365,2771","5642465,274",6.928203903,50.91543541,0,
240707,5,3,15,0,2019,5,20,5,3,1,5,0,1,1,0,0,0,0,"356129,5829","5643091,235",6.953038757,50.92150338,0,
240756,5,3,15,0,2019,5,16,5,3,1,6,0,0,1,0,0,0,1,"361453,6523","5642189,894",7.029082127,50.91470576,0,
240777,5,3,15,0,2019,5,11,1,3,5,3,0,1,1,0,0,0,0,"354954,9357","5641553,194",6.93694908,50.90738723,0,
240803,5,3,15,0,2019,5,20,4,3,6,4,0,0,1,1,0,0,0,"359133,173","5645088,139",6.99497328,50.94019088,0,
240804,5,3,15,0,2019,5,23,4,2,0,7,2,1,0,0,0,0,0,"357481,1162","5644830,142",6.971575331,50.9374663,0,
240805,5,3,15,0,2019,5,21,4,3,0,1,1,1,0,0,0,0,0,"357638,2835","5649494,532",6.971986142,50.97942368,0,
240806,5,3,15,0,2019,5,2,4,1,0,1,2,0,1,0,0,0,0,"356857,1207","5651410,421",6.960110777,50.99644775,1,
240807,5,3,15,0,2019,5,19,4,3,1,6,0,0,1,0,0,0,0,"355920,476","5651339,608",6.94680015,50.99557763,0,
240808,5,3,15,0,2019,5,15,4,3,5,2,0,1,1,0,0,0,0,"351738,5635","5655281,106",6.885638064,51.02993517,0,
240809,5,3,15,0,2019,5,17,4,3,5,3,0,1,1,0,0,0,0,"348423,2893","5648024,923",6.841423115,50.96386562,0,
240810,5,3,15,0,2019,5,14,4,3,1,6,0,0,1,0,0,0,0,"354976,2847","5646044,613",6.935465896,50.94775596,0,
240811,5,3,15,0,2019,5,14,4,3,5,3,0,1,1,0,0,0,0,"355544,833","5643883,713",6.944410801,50.92847914,0,
240812,5,3,15,0,2019,5,11,4,3,4,6,0,1,0,0,0,0,0,"356375,146","5646565,706",6.955160681,50.95278917,0,
240813,5,3,15,0,2019,5,15,4,3,0,4,0,1,0,1,0,0,0,"355746,4511","5644915,137",6.946869606,50.93779882,0,
240896,5,3,15,0,2019,5,7,3,3,5,3,0,1,1,0,0,0,0,"359265,2965","5647003,422",6.996112382,50.95743593,0,
240897,5,3,15,0,2019,5,6,3,3,5,7,0,1,0,0,0,0,0,"359212,0607","5649704,533",6.994309268,50.98169791,0,
240898,5,3,15,0,2019,5,16,3,3,5,3,0,0,0,0,1,1,0,"354021,4569","5649890,323",6.920339534,50.98207493,0,
240899,5,3,15,0,2019,5,15,3,3,5,3,0,1,1,0,0,0,0,"355807,6668","5648742,747",6.946224056,50.97221207,0,
240900,5,3,15,0,2019,5,16,3,3,0,1,0,1,0,0,0,0,0,"356493,3023","5638424,304",6.960044383,50.87965251,0,
240959,5,3,15,0,2019,5,10,2,3,0,3,0,0,0,0,0,1,1,"360431,7403","5648225,483",7.012241573,50.96870246,0,
240960,5,3,15,0,2019,5,18,2,3,1,5,0,1,1,0,0,0,0,"359764,8411","5648867,196",7.002502164,50.97430761,0,
240961,5,3,15,0,2019,5,14,2,3,8,1,0,0,1,0,0,0,0,"356113,0474","5651041,909",6.949660441,50.99295047,0,
240962,5,3,15,0,2019,5,12,2,3,1,5,0,0,1,0,0,0,1,"357736,1435","5647546,358",6.974141362,50.96193979,0,
240963,5,3,15,0,2019,5,11,2,2,4,2,0,0,1,0,0,0,0,"353884,8096","5650622,58",6.918099741,50.98862076,0,
240964,5,3,15,0,2019,5,7,2,3,6,7,1,0,1,1,0,0,0,"353770,9391","5646555,134",6.918113828,50.95203933,1,
240965,5,3,15,0,2019,5,15,2,3,2,2,0,0,1,0,0,0,0,"352373,119","5649440,843",6.897056122,50.97761542,0,
240966,5,3,15,0,2019,5,7,2,2,5,3,0,1,1,0,0,0,0,"355097,9432","5641287,15",6.939087354,50.90503225,1,
240967,5,3,15,0,2019,5,20,2,2,0,6,0,1,0,0,0,0,1,"356659,2019","5642589,752",6.960766041,50.91712841,0,
241016,5,3,15,0,2019,5,17,1,3,0,3,0,1,1,0,0,0,0,"360076,2642","5645263,666",7.008320641,50.94199799,0,
241017,5,3,15,0,2019,5,2,1,2,0,1,2,1,0,0,0,0,0,"362824,6619","5651964,158",7.044889209,51.00287784,0,
241018,5,3,15,0,2019,5,0,1,3,1,1,2,0,1,0,0,0,0,"357649,4061","5648262,308",6.972626889,50.96835254,0,
241022,5,3,15,0,2019,5,12,1,3,9,1,0,1,0,0,0,0,0,"359489,32","5639760,22",7.002091321,50.89239496,0,
241023,5,3,15,0,2019,5,18,1,3,1,5,0,1,1,0,0,0,0,"352976,2035","5647363,773",6.906480483,50.95910404,0,
241025,5,3,15,0,2019,5,17,1,3,0,7,0,1,0,0,0,0,0,"352542,5044","5643712,53",6.90178738,50.92618114,0,
241062,5,3,15,0,2019,6,16,1,2,1,5,0,0,1,0,1,0,0,"363256,1503","5650735,467",7.05149795,50.99193794,0,
241063,5,3,15,0,2019,6,22,1,3,0,7,2,1,0,0,0,0,0,"355387,5658","5644496,851",6.941931183,50.93394989,0,
241111,5,3,15,0,2019,6,12,7,3,0,5,0,1,1,0,0,0,0,"360103,8511","5647480,787",7.007861104,50.96193025,0,
241112,5,3,15,0,2019,6,13,7,2,0,7,0,0,0,0,1,0,0,"358645,006","5649362,259",6.986369337,50.97848296,0,
241113,5,3,15,0,2019,6,11,7,3,4,2,0,0,1,0,1,0,0,"357602,9975","5648010,053",6.972065125,50.96607408,0,
241114,5,3,15,0,2019,6,10,7,3,0,2,0,1,1,0,0,0,0,"353607,5659","5653506,395",6.912989407,51.01446581,0,
241115,5,3,15,0,2019,6,19,7,3,1,5,0,0,1,0,0,0,0,"357749,227","5640839,566",6.976945066,50.90166916,0,
241116,5,3,15,0,2019,6,20,7,2,6,6,0,1,0,1,0,0,0,"353957,0057","5636447,169",6.924805272,50.86124897,0,
241117,5,3,15,0,2019,6,15,7,3,0,1,0,1,0,0,0,0,0,"354163,0323","5641536,092",6.925700129,50.90703403,0,
241118,5,3,15,0,2019,6,17,7,3,6,6,0,1,0,1,0,0,0,"354727,501","5644278,009",6.932631145,50.93181733,0,
241187,5,3,15,0,2019,5,15,6,3,0,4,0,1,0,1,0,0,0,"359357,0128","5644492,644",6.99838708,50.93489374,0,
241188,5,3,15,0,2019,5,14,6,3,3,7,0,0,1,0,0,0,0,"359051,2129","5644858,197",6.993896424,50.93810434,0,
241189,5,3,15,0,2019,5,13,6,3,5,2,0,0,1,0,1,0,0,"356760,9637","5641899,579",6.962483729,50.91095113,0,
241190,5,3,15,0,2019,5,15,6,3,6,4,0,1,0,1,0,0,0,"353987,4191","5642829,844",6.922686353,50.91861622,0,
241191,5,3,15,0,2019,5,17,6,3,3,6,0,0,1,0,1,0,0,"356179,9072","5645306,758",6.952880084,50.94142653,0,
241192,5,3,15,0,2019,5,12,6,3,0,1,0,1,0,0,0,0,0,"354785,9402","5644340,071",6.933437487,50.93238977,0,
241193,5,3,15,0,2019,5,22,6,3,4,2,2,0,1,0,0,0,0,"356171,4846","5645432,622",6.952710584,50.94255555,0,
241258,5,3,15,0,2019,5,22,5,3,6,7,2,1,0,1,0,0,0,"362755,8782","5637563,375",7.049334012,50.87343634,0,
241259,5,3,15,0,2019,5,17,5,3,1,5,0,0,1,0,1,0,1,"360313,1736","5647769,001",7.010729304,50.96457126,1,
241260,5,3,15,0,2019,5,17,5,2,0,1,0,1,0,0,0,0,0,"351456,32","5641970,496",6.887052358,50.9102477,0,
241261,5,3,15,0,2019,5,13,5,3,0,7,0,1,0,0,0,0,0,"356727,4165","5645175,993",6.960719412,50.94038766,0,
241262,5,3,15,0,2019,5,19,5,3,1,6,0,0,1,0,0,0,0,"355340,094","5645902,947",6.94069772,50.94657426,0,
241322,5,3,15,0,2019,6,10,4,3,6,2,0,0,1,1,0,0,0,"362069,9846","5651604,285",7.034276546,50.99946315,0,
241323,5,3,15,0,2019,6,15,4,3,5,3,0,0,1,0,0,0,1,"364551,7219","5648038,438",7.070952699,50.96800495,0,
241324,5,3,15,0,2019,6,20,4,3,0,7,0,1,0,0,0,0,0,"351641,9685","5652670,136",6.885329515,51.00644719,0,
241325,5,3,15,0,2019,6,17,4,3,6,7,0,0,1,1,0,0,0,"354744,0235","5646478,319",6.931988748,50.95159508,0,
241326,5,3,15,0,2019,6,19,4,3,0,5,0,1,1,0,0,0,0,"354460,567","5646374,667",6.927997427,50.95059208,0,
241327,5,3,15,0,2019,6,11,4,3,4,2,0,1,1,0,0,0,0,"357030,102","5640039,406",6.967037972,50.89430051,0,
241328,5,3,15,0,2019,6,8,4,3,5,3,0,1,1,0,0,0,0,"355760,482","5644297,207",6.947313748,50.9322491,0,
241329,5,3,15,0,2019,6,15,4,3,2,2,0,1,1,0,0,0,0,"355128,4295","5645284,616",6.937932594,50.94096431,0,
241330,5,3,15,0,2019,6,14,4,3,5,3,0,1,1,0,0,0,0,"355619,4213","5645002,887",6.945028088,50.93855562,0,
241398,5,3,15,0,2019,6,11,3,1,0,1,0,1,0,0,0,0,0,"363772,7384","5639453,047",7.063073627,50.89066041,0,
241399,5,3,15,0,2019,6,18,3,3,5,5,0,1,1,0,0,0,0,"356560,5698","5643211,366",6.959119342,50.92269029,0,
241491,5,3,15,0,2019,6,10,2,3,0,1,0,1,0,0,0,0,0,"363714,3098","5648551,262",7.058841443,50.97241638,0,
241492,5,3,15,0,2019,6,7,2,3,6,7,0,0,1,1,0,0,0,"365561,681","5648420,024",7.085186806,50.97167106,1,
241493,5,3,15,0,2019,6,15,2,2,1,3,0,0,1,0,0,0,0,"353299,0174","5650567,751",6.909781237,50.98797904,0,
241494,5,3,15,0,2019,6,20,2,3,0,1,0,0,0,0,1,0,0,"349859,258","5649418,771",6.861281768,50.97676713,0,
241495,5,3,15,0,2019,6,18,2,3,5,3,0,1,1,0,0,0,0,"353174,7148","5645809,751",6.909931863,50.94518931,0,
241496,5,3,15,0,2019,6,7,2,3,2,6,0,0,1,0,1,0,0,"357776,9258","5641474,997",6.977091168,50.90738662,1,
241497,5,3,15,0,2019,6,7,2,3,6,4,0,1,0,1,0,0,0,"356044,0176","5645039,587",6.951052739,50.9389916,1,
241549,5,3,15,0,2019,6,12,1,3,0,1,0,1,0,0,0,0,0,"351587,928","5648013,596",6.886461649,50.96458774,0,
241561,5,3,15,0,2019,6,9,1,3,3,6,0,1,1,0,0,0,0,"356892,0234","5640965,981",6.964712776,50.90259343,0,
241573,5,3,15,0,2019,6,19,1,3,0,7,0,1,0,0,0,0,0,"357018,8852","5642566,43",6.965888755,50.91700804,0,
241600,5,3,15,0,2019,6,17,1,3,0,6,0,0,0,1,0,0,1,"356430,621","5645183,985",6.956494673,50.94038567,0,
241612,5,3,15,0,2019,6,3,1,3,0,7,2,0,1,1,0,0,0,"356592,1125","5645703,806",6.958587061,50.94509742,0,
241638,5,3,15,0,2019,6,9,6,3,6,2,0,0,1,1,0,0,0,"364964,3311","5638530,943",7.080346647,50.88265269,0,
241639,5,3,15,0,2019,6,20,6,3,0,7,0,1,1,0,0,0,0,"354326,2506","5646457,313",6.926053476,50.95130086,0,
241640,5,3,15,0,2019,6,17,6,3,0,1,0,0,0,0,1,0,0,"351595,996","5650141,56",6.885707955,50.98371259,1,
241641,5,3,15,0,2019,6,16,6,3,5,2,0,0,1,0,1,0,0,"353596,9015","5645632,68",6.916008638,50.9437054,0,
241642,5,3,15,0,2019,6,16,6,3,0,7,0,1,0,0,0,0,0,"352755,2726","5648280,723",6.902965739,50.96728782,0,
241643,5,3,15,0,2019,6,15,6,2,1,3,0,1,1,0,0,0,0,"358974,0262","5639876,07",6.994724467,50.89331053,0,
241644,5,3,15,0,2019,6,12,6,3,2,6,0,0,1,0,0,0,0,"357574,2241","5641870,143",6.97405576,50.91088783,0,
241645,5,3,15,0,2019,6,9,6,3,6,4,0,0,1,1,0,0,0,"355614,325","5644413,628",6.945189083,50.93325879,0,
241646,5,3,15,0,2019,6,18,6,3,2,6,0,0,1,0,1,0,0,"354587,3706","5645107,102",6.930307506,50.93923285,1,
241647,5,3,15,0,2019,6,18,6,3,5,3,0,0,1,0,1,0,0,"356644,7947","5642731,578",6.960505479,50.91839941,1,
241752,5,3,15,0,2019,6,16,5,3,1,5,0,1,1,0,0,0,0,"364857,4515","5645747,909",7.076154801,50.94749065,0,
241753,5,3,15,0,2019,6,20,1,3,5,3,0,1,1,0,0,0,0,"360822,6856","5644594,518",7.01919404,50.93616488,0,
241754,5,3,15,0,2019,6,11,5,3,0,7,0,0,1,0,0,0,0,"359589,1054","5644693,515",7.001610642,50.93675555,0,
241755,5,3,15,0,2019,6,20,5,3,0,1,0,0,0,0,1,0,0,"353962,2211","5646720,528",6.920768873,50.95357417,0,
241756,5,3,15,0,2019,6,16,5,3,0,5,0,0,1,0,0,0,0,"353796,4084","5646491,753",6.918501634,50.95147621,0,
241757,5,3,15,0,2019,6,16,1,3,0,7,0,0,0,0,0,0,1,"359060,2847","5650397,233",6.991879792,50.98788607,0,
241758,5,3,15,0,2019,6,19,5,3,5,2,0,1,1,0,0,0,0,"355113,6707","5642008,575",6.939024501,50.91151952,0,
241759,5,3,15,0,2019,6,9,5,3,0,1,0,1,0,0,0,0,0,"353912,4227","5643227,467",6.921460869,50.92217056,0,
241760,5,3,15,0,2019,6,14,1,3,6,4,0,1,0,1,0,0,0,"362371,8478","5648149,721",7.039884215,50.96848839,0,
241761,5,3,15,0,2019,6,6,5,3,6,4,0,0,0,1,1,0,0,"356461,6239","5645965,682",6.956627603,50.94741839,1,
241763,5,3,15,0,2019,6,23,5,2,5,3,2,1,1,0,0,0,0,"355855,8921","5644471,3",6.948601755,50.9338375,0,
241764,5,3,15,0,2019,6,0,5,2,5,3,2,1,1,0,0,0,0,"356687,6121","5644911,789",6.960257163,50.9380034,1,
241818,5,3,15,0,2019,6,15,5,3,1,6,0,0,1,0,0,0,0,"357518,3776","5648297,842",6.970748097,50.9686395,0,
241828,5,3,15,0,2019,6,18,5,3,0,3,0,0,1,0,1,0,0,"356035,6171","5643159,555",6.951675772,50.92209392,0,
241860,5,3,15,0,2019,6,16,4,3,5,2,0,0,1,0,1,0,0,"364633,718","5639700,169",7.075216355,50.89308386,0,
241861,5,3,15,0,2019,6,12,4,2,5,2,0,1,0,0,0,0,1,"354121,9309","5648889,693",6.92217144,50.97310812,1,
241862,5,3,15,0,2019,6,11,4,3,1,5,0,0,0,0,1,0,1,"355836,5354","5646058,681",6.94769829,50.94809817,1,
241872,5,3,15,0,2019,6,7,5,3,0,1,0,1,0,0,0,0,0,"357776,7417","5644170,538",6.976037482,50.93161144,0,
241883,5,3,15,0,2019,6,15,5,3,1,5,0,1,1,0,0,0,0,"358656,9712","5637152,483",6.991272281,50.86875575,0,
241925,5,3,15,0,2019,6,11,5,3,3,2,0,1,1,0,0,0,0,"359135,6655","5650117,705",6.993061488,50.9853924,0,
241936,5,3,15,0,2019,6,17,5,3,8,1,0,0,0,0,1,0,0,"356159,5366","5644676,769",6.952839043,50.93575983,0,
241945,5,3,15,0,2019,6,18,3,3,5,3,0,1,1,0,0,0,0,"359556,945","5644985,654",7.001040612,50.9393732,0,
241946,5,3,15,0,2019,6,18,3,3,6,4,0,0,1,1,0,0,0,"359165,6958","5649915,222",6.993567532,50.98358003,0,
241947,5,3,15,0,2019,6,15,3,2,0,1,0,1,0,0,0,0,0,"357197,6432","5650183,46",6.96544253,50.98550586,0,
241948,5,3,15,0,2019,6,18,3,3,2,6,0,1,1,0,0,0,0,"350842,459","5644399,549",6.877333521,50.93191796,0,
241950,5,3,15,0,2019,6,18,3,3,0,1,0,1,0,0,0,0,0,"357293,5881","5641557,869",6.970188619,50.90801212,0,
241951,5,3,15,0,2019,6,16,3,3,4,6,0,0,1,0,0,0,0,"358043,4656","5641032,497",6.981051858,50.90347545,0,
241952,5,3,15,0,2019,6,5,3,3,0,1,1,0,0,0,1,0,0,"355239,252","5642105,4",6.940771221,50.91242118,1,
241953,5,3,15,0,2019,6,15,3,3,1,5,0,1,1,0,0,0,0,"354189,3851","5641972,859",6.925900197,50.9109658,0,
241954,5,3,15,0,2019,6,18,3,3,1,5,0,1,1,0,0,0,0,"355620,3584","5644895,8",6.945083851,50.93759348,0,
241955,5,3,15,0,2019,6,10,3,3,0,7,0,1,0,0,0,0,0,"356411,1738","5645665,3",6.956028328,50.94470633,0,
241991,5,3,15,0,2019,6,9,5,3,0,1,0,1,0,0,0,0,0,"355257,311","5642307,474",6.940947772,50.91424171,0,
242015,5,3,15,0,2019,6,10,2,3,1,6,0,1,1,0,0,0,0,"352482,7733","5644929,955",6.900445345,50.93710634,0,
242016,5,3,15,0,2019,6,9,2,3,8,7,0,0,1,0,0,0,0,"356328,9707","5645689,753",6.954849328,50.94490561,0,
242017,5,3,15,0,2019,6,3,2,2,8,7,2,0,1,0,0,0,0,"355615,8492","5645951,351",6.944601332,50.94707838,0,
242034,5,3,15,0,2019,6,8,5,3,5,3,0,0,1,0,0,0,0,"359649,2783","5646820,516",7.001646775,50.95588579,0,
242045,5,3,15,0,2019,6,8,5,3,0,7,0,0,1,0,1,0,0,"354936,5278","5646051,589",6.934897538,50.94780865,0,
242110,5,3,15,0,2019,6,19,7,3,4,6,0,0,1,0,1,0,0,"362170,211","5643600,639",7.03873612,50.9275562,0,
242111,5,3,15,0,2019,6,9,7,3,6,7,0,0,0,1,0,0,1,"362368,355","5644363,828",7.041265695,50.93446255,0,
242112,5,3,15,0,2019,6,6,7,3,1,6,0,0,1,0,1,0,0,"359516,1836","5650201,756",6.99844681,50.98624075,1,
242114,5,3,15,0,2019,6,1,7,3,6,7,2,0,0,1,0,0,1,"353908,0373","5646140,187",6.920230831,50.94834512,0,
242115,5,3,15,0,2019,6,10,7,3,4,2,0,0,1,0,1,0,0,"359069,55","5639180,188",6.99635028,50.88707984,0,
242116,5,3,15,0,2019,6,13,7,2,0,1,0,1,0,0,0,0,0,"356755,9582","5642042,041",6.962356652,50.91223019,0,
242117,5,3,15,0,2019,6,1,7,2,0,1,2,1,0,0,0,0,0,"354854,2531","5643809,725",6.934620153,50.92764087,1,
242193,5,3,15,0,2019,6,10,6,3,6,4,0,0,0,1,0,0,1,"362640,741","5640231,971",7.046695534,50.89739286,0,
242194,5,3,15,0,2019,6,15,6,3,5,3,0,0,1,0,0,0,0,"359592,2404","5647712,57",7.000490991,50.96388885,0,
242196,5,3,15,0,2019,6,13,6,2,6,7,0,0,1,1,0,0,0,"356330,7387","5647570,188",6.954132357,50.96180521,0,
242197,5,3,15,0,2019,6,18,6,3,4,3,0,1,0,0,0,0,1,"352749,6428","5644712,6",6.904328706,50.93522127,0,
242198,5,3,15,0,2019,6,7,6,2,5,3,0,1,1,0,0,0,0,"356436,613","5636024,79",6.960180818,50.858074,0,
242199,5,3,15,0,2019,6,10,6,3,1,3,0,1,1,0,0,0,0,"354723,8583","5642268,214",6.933379985,50.91375485,0,
242200,5,3,15,0,2019,6,19,6,3,0,1,0,1,0,0,0,0,0,"354678,0571","5642271,664",6.932727521,50.91377433,0,
242201,5,3,15,0,2019,6,17,6,3,2,6,0,1,1,0,0,0,0,"356855,6738","5641273,797",6.964075464,50.90535074,0,
242202,5,3,15,0,2019,6,12,6,3,0,1,0,1,0,0,0,0,0,"356182,9305","5642811,843",6.953907427,50.91900581,0,
242222,5,3,15,0,2019,6,18,1,3,5,3,0,1,0,0,0,0,0,"360898,645","5646708,837",7.019466874,50.95518503,0,
242246,5,3,15,0,2019,6,20,1,3,4,6,0,1,1,0,0,0,0,"356121,121","5647474,359",6.951187307,50.96089171,0,
242250,5,3,15,0,2019,6,9,1,3,1,5,0,1,1,0,0,0,0,"356729,3159","5651156,181",6.958391002,50.99413115,0,
242310,5,3,15,0,2019,6,17,4,3,1,6,0,0,1,0,0,0,0,"357113,0357","5639114,356",6.968578237,50.8860076,0,
242348,5,3,15,0,2019,6,15,3,3,6,4,0,0,1,1,0,0,0,"356169,2662","5647867,508",6.951717005,50.96443688,0,
242349,5,3,15,0,2019,6,17,3,3,2,6,0,0,1,0,0,0,0,"355942,1131","5651760,533",6.946941287,50.99936579,0,
242350,5,3,15,0,2019,6,16,3,3,0,1,0,1,0,0,0,0,0,"354974,4181","5654047,382",6.932245681,51.01967376,0,
242351,5,3,15,0,2019,6,8,3,2,0,1,0,1,0,0,0,0,0,"351940,4938","5649373,773",6.890925154,50.97690162,0,
242352,5,3,15,0,2019,6,20,3,3,5,3,0,1,0,0,0,0,0,"354580,8747","5646274,342",6.929749084,50.94972086,0,
242353,5,3,15,0,2019,6,16,3,3,5,3,0,1,1,0,0,0,0,"355336,9534","5644818,287",6.941083782,50.93682586,0,
242457,5,3,15,0,2019,6,20,2,3,4,6,0,1,0,0,0,0,0,"361533,3694","5636260,56",7.032462383,50.86143584,0,
242458,5,3,15,0,2019,6,17,2,3,8,7,0,0,0,0,0,0,1,"363031,565","5637019,886",7.053453491,50.86861713,0,
242459,5,3,15,0,2019,6,18,2,3,1,7,0,0,0,0,1,0,1,"365754,9543","5642171,1",7.09024113,50.91555343,0,
242460,5,3,15,0,2019,6,12,2,3,0,3,0,1,1,0,0,0,0,"359190,5476","5646103,419",6.995396869,50.94932929,0,
242461,5,3,15,0,2019,6,15,2,3,5,3,0,1,1,0,0,0,0,"357306,439","5645113,449",6.968979921,50.93996917,0,
242462,5,3,15,0,2019,6,17,2,3,5,7,0,0,1,0,0,0,0,"354777,8154","5648053,125",6.931841099,50.9657559,0,
242463,5,3,15,0,2019,6,16,2,3,0,7,0,1,1,0,0,0,0,"355819,4025","5648646,765",6.946429152,50.97135243,0,
242464,5,3,15,0,2019,6,8,2,3,5,3,0,1,0,0,0,0,1,"352624,172","5654139,681",6.898722619,51.01990562,0,
242465,5,3,15,0,2019,6,21,2,3,5,2,0,1,1,0,0,0,0,"352519,828","5652771,009",6.897792348,51.0075794,0,
242466,5,3,15,0,2019,6,18,2,3,5,3,0,1,1,0,0,0,0,"349405,7412","5658086,081",6.851228196,51.05453452,0,
242467,5,3,15,0,2019,6,15,2,3,5,2,0,0,1,0,0,0,0,"353356,528","5650361,888",6.91068316,50.9861437,0,
242469,5,3,15,0,2019,6,22,2,2,4,2,2,0,1,0,0,0,0,"353023,907","5645826,275",6.907779964,50.94529937,0,
242470,5,3,15,0,2019,6,7,2,3,5,2,0,1,0,0,0,1,0,"352350,787","5646444,57",6.897954218,50.9506837,0,
242471,5,3,15,0,2019,6,19,2,2,2,6,0,1,1,0,0,0,0,"358714,4039","5640235,188",6.990896358,50.89647452,0,
242472,5,3,15,0,2019,6,9,2,3,0,3,0,1,0,0,0,0,0,"354526,6586","5644204,914",6.929804128,50.93110982,0,
242473,5,3,15,0,2019,6,20,2,3,0,3,0,1,1,0,0,0,0,"354989,4773","5642766,272",6.936957944,50.9182976,0,
242474,5,3,15,0,2019,6,12,2,3,2,6,0,0,1,0,0,0,0,"353215,5972","5641509,072",6.912244764,50.90655109,0,
242476,5,3,15,0,2019,6,12,2,3,3,7,0,1,1,0,0,0,0,"355147,2965","5644058,363",6.938688388,50.929949,0,
242477,5,3,15,0,2019,6,16,2,3,5,3,0,1,1,0,0,0,0,"355661,7321","5644937,994",6.945655592,50.93798304,0,
