OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,USTRZUSTAND,UIDENTSTLAE
211475,5,3,15,0,2020,7,17,3,3,0,7,0,0,1,0,0,0,0,"352501,273","5643685,12",6.901212196,50.92592428,0,"5,20073E+18"
211477,5,3,15,0,2020,7,17,3,3,0,5,0,1,1,0,0,0,0,"354024,8415","5644539,455",6.922533914,50.93398946,0,"5,20073E+18"
211479,5,3,15,0,2020,7,17,3,3,0,3,0,1,1,0,0,0,0,"355821,6066","5645220,974",6.947817516,50.94056612,0,"5,20073E+18"
211481,5,3,15,0,2020,7,13,3,3,2,6,0,0,0,0,0,0,1,"356197,523","5643570,776",6.953815629,50.92582989,0,"5,20073E+18"
211483,5,3,15,0,2020,7,9,3,3,5,2,0,1,1,0,0,0,0,"356026,2421","5646175,91",6.950350744,50.9491991,0,"5,20073E+18"
211495,5,3,15,0,2020,7,6,5,3,5,6,0,0,1,0,0,0,0,"353023,0472","5646127,37",6.907646217,50.94800497,0,"5,20073E+18"
211514,5,3,15,0,2020,7,17,4,3,4,2,0,1,1,0,0,0,0,"355079,7047","5644895,151",6.937394454,50.93745204,0,"5,20073E+18"
211552,5,3,15,0,2020,7,13,5,3,0,7,0,0,0,1,0,0,1,"363928,4591","5645306,983",7.06310276,50.94330932,0,"5,20073E+18"
211556,5,3,15,0,2020,7,15,4,2,5,3,0,0,1,0,1,0,0,"361938,5431","5648458,052",7.033599876,50.97115574,0,"5,20073E+18"
211565,5,3,15,0,2020,7,16,5,3,6,4,0,0,1,1,0,0,0,"356538,3136","5645708,34",6.957819968,50.94512478,0,"5,20073E+18"
211569,5,3,15,0,2020,7,7,4,3,5,3,0,0,1,0,1,0,0,"356712,5897","5645521,735",6.96037252,50.94349113,0,"5,20073E+18"
211604,5,3,15,0,2020,7,17,5,3,5,2,0,1,0,0,0,0,0,"356178,3871","5646509,626",6.952383419,50.95223613,0,"5,20073E+18"
211623,5,3,15,0,2020,7,15,4,3,0,3,0,1,1,0,0,0,0,"357381,2459","5649463,377",6.968339197,50.97908009,0,"5,20073E+18"
211660,5,3,15,0,2020,7,0,4,2,8,6,2,0,0,0,1,0,0,"357608,289","5645472,758",6.973132958,50.94327288,0,"5,20073E+18"
211668,5,3,15,0,2020,7,12,5,3,0,1,0,1,0,0,0,0,0,"359195,2394","5639063,852",6.998180903,50.88606495,0,"5,20073E+18"
211672,5,3,15,0,2020,7,13,4,3,6,4,0,1,0,1,0,0,0,"354069,7423","5642750,859",6.923888338,50.91792723,0,"5,20073E+18"
211716,5,3,15,0,2020,8,14,2,3,5,3,0,1,1,0,0,0,0,"359228,5273","5642678,641",6.997260087,50.91855975,0,"5,2008E+18"
211717,5,3,15,0,2020,8,17,2,3,5,3,0,1,1,0,0,0,0,"357278,7581","5648691,351",6.967183258,50.97211659,0,"5,2008E+18"
211718,5,3,15,0,2020,8,14,2,2,1,5,0,0,1,0,1,0,0,"357148,0795","5648779,975",6.965288407,50.97288065,0,"5,2008E+18"
211719,5,3,15,0,2020,8,14,2,3,0,1,0,1,0,0,0,0,0,"357484,6665","5640461,897",6.973332468,50.8982098,0,"5,2008E+18"
211722,5,3,15,0,2020,8,8,2,3,1,5,0,0,1,0,1,0,0,"355540,4843","5642432,219",6.944923918,50.91543372,0,"5,2008E+18"
211829,5,3,15,0,2020,8,20,1,3,0,7,0,1,0,1,0,0,0,"361484,5626","5640985,31",7.029978765,50.9038872,0,"5,2008E+18"
211830,5,3,15,0,2020,8,12,1,2,0,1,0,1,0,0,0,0,0,"363873,6451","5633488,528",7.066726499,50.8370776,0,"5,2008E+18"
211831,5,3,15,0,2020,8,17,1,3,1,6,0,0,1,0,0,0,0,"359074,959","5644748,464",6.994276619,50.93712396,0,"5,2008E+18"
211834,5,3,15,0,2020,8,3,1,2,1,5,2,0,1,0,0,0,1,"360012,3407","5645661,979",7.007258254,50.94556217,0,"5,2008E+18"
211835,5,3,15,0,2020,8,17,1,3,5,2,0,0,1,0,0,0,0,"359593,502","5650557,034",6.999410392,50.98945251,0,"5,2008E+18"
211836,5,3,15,0,2020,8,18,1,2,5,3,0,1,1,0,0,0,0,"354476,3269","5645364,819",6.928625154,50.94152086,0,"5,2008E+18"
211838,5,3,15,0,2020,8,18,1,3,5,2,0,0,1,0,0,0,0,"356100,5774","5640708,496",6.953565932,50.90008272,0,"5,2008E+18"
211840,5,3,15,0,2020,8,18,1,3,6,7,0,1,0,1,0,0,0,"356803,6431","5644759,218",6.961967457,50.93666108,0,"5,2008E+18"
211842,5,3,15,0,2020,8,17,1,3,1,5,0,1,1,0,0,0,0,"355554,415","5643429,716",6.944726922,50.92440155,0,"5,2008E+18"
211891,5,3,15,0,2020,7,13,6,3,4,6,0,1,0,0,0,0,1,"360836,6691","5644950,542",7.01925695,50.93936792,0,"5,20073E+18"
211893,5,3,15,0,2020,7,7,6,3,5,5,0,1,1,0,0,0,0,"362006,5908","5649623,213",7.034126209,50.98164363,0,"5,20073E+18"
211898,5,3,15,0,2020,7,22,6,3,1,6,2,0,1,0,0,0,0,"360019,4919","5648033,064",7.006448098,50.96687314,0,"5,20073E+18"
211901,5,3,15,0,2020,7,12,6,3,1,7,0,1,1,0,0,0,0,"356907,1103","5649689,39",6.961500538,50.98099359,0,"5,20073E+18"
211905,5,3,15,0,2020,7,13,6,3,2,6,0,0,1,0,0,0,1,"355662,0634","5650400,282",6.943493428,50.98707142,0,"5,20073E+18"
211910,5,3,15,0,2020,7,18,6,2,5,5,0,0,1,0,0,0,0,"358742,7266","5637380,367",6.992402208,50.87082474,0,"5,20073E+18"
211913,5,3,15,0,2020,7,9,6,3,0,1,0,1,0,0,0,0,0,"353817,464","5642287,749",6.920487332,50.91370155,0,"5,20073E+18"
211917,5,3,15,0,2020,8,19,7,3,1,7,0,1,1,0,0,0,0,"365857,9025","5642425,266",7.091611332,50.91786172,0,"5,2008E+18"
211918,5,3,15,0,2020,8,3,7,3,1,5,2,0,1,0,0,0,1,"356667,8048","5647736,895",6.958863286,50.96338733,0,"5,2008E+18"
211919,5,3,15,0,2020,8,12,7,3,0,1,0,1,0,0,0,0,0,"354261,0397","5646528,274",6.925097318,50.95192208,1,"5,2008E+18"
211920,5,3,15,0,2020,7,18,6,3,2,2,0,0,1,0,1,0,0,"355469,3699","5644629,066",6.943042149,50.93515858,0,"5,20073E+18"
211929,5,3,15,0,2020,7,11,6,3,2,6,0,0,1,0,0,0,0,"356044,4277","5643188,403",6.951789657,50.92235537,0,"5,20073E+18"
211948,5,3,15,0,2020,8,8,6,3,0,1,0,1,0,0,0,0,0,"353827,5706","5642303,84",6.920624555,50.91384872,0,"5,20081E+18"
211977,5,3,15,0,2020,8,16,5,3,0,6,0,1,0,0,0,0,1,"359523,9255","5636711,108",7.003754661,50.86500033,0,"5,20081E+18"
211991,5,3,15,0,2020,8,11,6,2,3,2,0,1,0,0,0,1,0,"353127,4236","5645400,137",6.909424313,50.94149622,0,"5,20081E+18"
211999,5,3,15,0,2020,8,4,6,3,0,1,2,1,0,0,0,0,0,"356597,2588","5643197,286",6.959646543,50.92257287,0,"5,20081E+18"
212012,5,3,15,0,2020,8,7,5,3,0,1,0,1,0,0,0,0,0,"358833,568","5640831,616",6.992359209,50.90186384,0,"5,20081E+18"
212037,5,3,15,0,2020,8,7,6,3,3,6,0,0,1,0,0,0,1,"361961,435","5646666,951",7.034605266,50.95506414,0,"5,20081E+18"
212041,5,3,15,0,2020,8,18,6,3,5,2,0,1,1,0,0,0,0,"352926,469","5647390,655",6.90576194,50.95933293,0,"5,20081E+18"
212052,5,3,15,0,2020,8,9,6,3,5,2,0,0,1,0,1,0,0,"355289,789","5641931,039",6.941558763,50.9108669,0,"5,20081E+18"
212056,5,3,15,0,2020,8,17,4,3,6,4,0,0,1,1,0,0,0,"362049,7752","5644236,295",7.036782876,50.93324025,0,"5,20081E+18"
212076,5,3,15,0,2020,8,7,4,3,5,2,0,0,1,0,1,0,0,"358390,3593","5645728,74",6.984158382,50.94576602,0,"5,20081E+18"
212078,5,3,15,0,2020,8,12,4,3,6,4,0,0,1,1,0,0,0,"359069,3427","5652964,12",6.991012422,51.01095682,0,"5,20081E+18"
212080,5,3,15,0,2020,8,16,6,2,5,3,0,1,1,0,0,0,0,"362231,5459","5648236,832",7.037854276,50.96923774,0,"5,20081E+18"
212082,5,3,15,0,2020,8,8,5,3,0,1,0,0,0,0,0,0,1,"363884,7312","5647931,872",7.061499131,50.96688998,0,"5,20081E+18"
212096,5,3,15,0,2020,8,17,4,3,5,3,0,1,1,0,0,0,0,"348244,6288","5647868,191",6.838946149,50.96241018,0,"5,20081E+18"
212103,5,3,15,0,2020,8,12,6,3,0,1,0,0,0,0,1,0,0,"356644,0353","5642683,231",6.960513684,50.91796472,0,"5,20081E+18"
212118,5,3,15,0,2020,8,22,4,3,5,2,2,0,1,0,0,0,1,"352079,5277","5651053,176",6.892220627,50.9920292,0,"5,20081E+18"
212122,5,3,15,0,2020,8,13,3,3,1,1,0,1,1,0,0,0,0,"351931,3404","5645146,656",6.892514621,50.9389124,0,"5,2008E+18"
212131,5,3,15,0,2020,8,15,5,3,3,6,0,1,1,0,0,0,0,"353756,3897","5642190,507",6.919658109,50.9128122,0,"5,20081E+18"
212134,5,3,15,0,2020,8,22,3,2,0,7,2,1,1,0,0,0,0,"353680,1866","5647568,708",6.91641522,50.96112491,0,"5,2008E+18"
212140,5,3,15,0,2020,8,18,3,3,6,7,0,0,1,1,0,0,0,"353925,7111","5643129,326",6.921689113,50.92129196,0,"5,2008E+18"
212141,5,3,15,0,2020,8,9,3,3,6,4,0,1,0,1,0,0,0,"355805,4347","5644971,497",6.947686227,50.93832007,0,"5,2008E+18"
212143,5,3,15,0,2020,8,8,3,3,6,7,0,1,0,1,0,0,0,"356882,3156","5641102,713",6.964521203,50.90381983,0,"5,2008E+18"
212144,5,3,15,0,2020,8,6,6,3,2,6,0,0,1,0,0,0,0,"352167,8084","5645957,571",6.895548782,50.94626038,0,"5,20081E+18"
212156,5,3,15,0,2020,8,17,6,3,5,2,0,1,1,0,0,0,0,"355040,4558","5643522,622",6.937382072,50.92510756,0,"5,20081E+18"
212167,5,3,15,0,2020,8,7,5,3,3,6,0,1,0,0,0,0,0,"358583,4591","5646562,237",6.986581664,50.95330407,0,"5,20081E+18"
212175,5,3,15,0,2020,8,14,4,2,0,1,0,1,0,0,0,0,0,"357307,5031","5641465,686",6.970422448,50.9071871,0,"5,20081E+18"
212179,5,3,15,0,2020,8,15,6,2,6,2,0,0,1,1,0,0,0,"359526,2774","5644683,104",7.000721042,50.93664668,0,"5,20081E+18"
212264,5,3,15,0,2020,8,12,1,2,9,1,0,1,0,0,0,0,0,"356359,2546","5648987,758",6.953978339,50.97455176,0,"5,20081E+18"
212266,5,3,15,0,2020,8,1,1,3,0,7,2,0,0,0,1,0,0,"356886,1964","5641085,773",6.964583001,50.90366855,0,"5,20081E+18"
212267,5,3,15,0,2020,8,16,1,3,0,6,0,1,1,0,0,0,0,"354475,5114","5643591,296",6.929321716,50.9255825,0,"5,20081E+18"
212268,5,3,15,0,2020,8,1,1,3,0,1,2,1,1,0,0,0,0,"359071,3492","5639452,329",6.99627088,50.88952606,0,"5,20081E+18"
212271,5,3,15,0,2020,8,22,1,3,0,3,2,1,1,0,0,0,0,"356401,1826","5645427,547",6.955979934,50.94256719,1,"5,20081E+18"
212278,5,3,15,0,2020,8,12,3,2,6,2,0,0,1,1,0,0,0,"359876,4944","5646276,163",7.005089376,50.95104892,0,"5,20081E+18"
212285,5,3,15,0,2020,8,12,3,3,1,5,0,0,1,0,1,0,0,"359617,0929","5645983,18",7.001511688,50.94835273,0,"5,20081E+18"
212289,5,3,15,0,2020,8,13,3,3,3,7,0,1,1,0,0,0,0,"361888,7708","5649462,534",7.032509842,50.98017133,0,"5,20081E+18"
212298,5,3,15,0,2020,8,6,3,3,0,6,0,1,1,0,0,0,0,"362836,3694","5651325,609",7.045297208,50.99714182,0,"5,20081E+18"
212310,5,3,15,0,2020,8,21,3,3,1,5,2,0,1,0,0,0,0,"356066,2855","5648791,068",6.949885993,50.972711,0,"5,20081E+18"
212329,5,3,15,0,2020,8,12,3,3,1,6,0,1,1,0,0,0,0,"346986,9421","5645954,756",6.821854253,50.9448833,0,"5,20081E+18"
212331,5,3,15,0,2020,8,12,3,3,3,2,0,1,1,0,0,0,0,"349632,9237","5642508,208",6.860913226,50.91460767,0,"5,20081E+18"
212341,5,3,15,0,2020,8,16,7,2,5,5,0,0,1,0,1,0,0,"358550,295","5644871,821",6.986766341,50.93810412,0,"5,20081E+18"
212343,5,3,15,0,2020,8,17,7,2,0,1,0,1,0,0,0,0,0,"356836,3937","5651666,358",6.959714698,50.99874266,0,"5,20081E+18"
212345,5,3,15,0,2020,8,8,7,3,6,4,0,0,1,1,0,0,0,"356201,1363","5649169,311",6.951655832,50.97614388,0,"5,20081E+18"
212347,5,3,15,0,2020,8,7,7,2,0,1,0,0,0,0,1,0,0,"354769,843","5640780,546",6.934625609,50.90039706,0,"5,20081E+18"
212348,5,3,15,0,2020,8,15,3,3,5,2,0,0,1,0,1,0,1,"353240,0238","5643660,234",6.911726557,50.92588905,0,"5,20081E+18"
212371,5,3,15,0,2020,8,20,3,3,3,6,0,0,1,0,0,0,1,"356268,1256","5644165,759",6.954584977,50.93119452,0,"5,20081E+18"
212393,5,3,15,0,2020,8,11,2,3,6,7,0,0,1,1,0,0,0,"360961,2034","5645067,573",7.020983679,50.94044974,0,"5,20081E+18"
212394,5,3,15,0,2020,8,20,2,2,0,7,0,1,0,0,0,0,0,"359761,7813","5649028,509",7.002396389,50.9757566,0,"5,20081E+18"
212396,5,3,15,0,2020,8,14,2,3,5,2,0,0,1,0,1,0,0,"362975,946","5650841,347",7.047467774,50.99282287,0,"5,20081E+18"
212398,5,3,15,0,2020,8,21,2,2,0,7,1,1,0,0,0,0,0,"350736,14","5645751,922",6.875267594,50.94404343,0,"5,20081E+18"
212404,5,3,15,0,2020,8,11,2,3,0,5,0,1,1,0,0,0,0,"356397,924","5645596,782",6.955866862,50.94408727,0,"5,20081E+18"
212428,5,3,15,0,2020,8,18,3,3,0,1,0,1,0,0,0,0,0,"354721,5711","5644381,875",6.932505415,50.93274925,0,"5,20081E+18"
212430,5,3,15,0,2020,8,1,3,3,0,6,2,0,1,0,1,0,0,"356600,2252","5645625,036",6.958733481,50.94439154,0,"5,20081E+18"
212435,5,3,15,0,2020,8,9,3,2,0,1,0,0,0,0,1,0,0,"359051,063","5644858,891",6.993894023,50.93811054,0,"5,20081E+18"
212441,5,3,15,0,2020,8,10,5,3,0,1,0,1,0,0,0,0,0,"350589,4771","5650224,792",6.871344545,50.98420022,1,"5,20081E+18"
212450,5,3,15,0,2020,8,16,6,3,0,7,0,1,0,0,0,0,1,"362862,7114","5648600,449",7.046700834,50.97265629,0,"5,20081E+18"
212469,5,3,15,0,2020,8,17,7,3,3,6,0,0,1,0,1,0,0,"357717,8042","5649165,283",6.973247062,50.9764844,0,"5,20082E+18"
212479,5,3,15,0,2020,8,18,5,3,0,1,0,1,0,0,0,0,0,"354864,4422","5646454,77",6.933711346,50.95141378,1,"5,20081E+18"
212503,5,3,15,0,2020,8,17,6,3,1,1,0,1,1,0,0,0,0,"366275,4225","5642533,48",7.097508052,50.91893122,0,"5,20081E+18"
212514,5,3,15,0,2020,8,17,6,3,3,6,0,0,1,0,1,0,0,"356766,6937","5648939,663",6.959796914,50.97422101,1,"5,20081E+18"
212517,5,3,15,0,2020,8,11,7,3,1,7,0,1,1,0,0,0,0,"347841,9201","5645638,692",6.834147597,50.94226937,0,"5,20082E+18"
212524,5,3,15,0,2020,8,17,4,3,2,6,0,0,1,0,0,0,0,"366175,663","5637786,789",7.097829044,50.87624628,0,"5,20081E+18"
212528,5,3,15,0,2020,8,17,4,3,5,3,0,0,1,0,0,0,0,"359601,135","5645147,849",7.001606663,50.94084163,0,"5,20081E+18"
212531,5,3,15,0,2020,8,13,5,3,5,3,0,1,0,0,1,0,0,"354865,987","5648424,822",6.932947601,50.96911845,0,"5,20081E+18"
212537,5,3,15,0,2020,8,10,4,3,6,2,0,0,1,1,0,0,0,"360096,165","5647478,553",7.007752583,50.96190831,0,"5,20081E+18"
212544,5,3,15,0,2020,8,14,5,3,5,6,0,0,1,0,1,0,0,"353042,0384","5645683,723",6.9080954,50.94402294,0,"5,20081E+18"
212547,5,3,15,0,2020,8,17,4,3,6,4,0,0,1,1,0,0,0,"354440,089","5648809,195",6.926732202,50.97246521,0,"5,20081E+18"
212549,5,3,15,0,2020,8,19,4,3,3,6,1,0,1,0,0,0,0,"356122,7882","5647614,167",6.95115575,50.96214855,1,"5,20081E+18"
212551,5,3,15,0,2020,8,21,4,3,0,1,1,0,0,0,1,0,0,"352443,3251","5645913,778",6.899485796,50.94593742,1,"5,20081E+18"
212555,5,3,15,0,2020,8,12,6,3,0,5,0,0,1,1,0,0,0,"362985,7103","5648429,393",7.048516117,50.97114823,0,"5,20081E+18"
212557,5,3,15,0,2020,8,9,4,2,0,1,0,1,0,0,0,0,0,"353600,2996","5642217,608",6.917428393,50.91301617,1,"5,20081E+18"
212560,5,3,15,0,2020,8,19,4,3,4,2,0,1,1,0,0,0,0,"355809,2216","5645032,15",6.947716086,50.93886609,1,"5,20081E+18"
212567,5,3,15,0,2020,8,13,6,3,0,1,0,1,0,0,0,0,0,"355428,953","5644984,598",6.942326274,50.93834354,0,"5,20081E+18"
212571,5,3,15,0,2020,8,5,7,3,0,1,1,0,0,0,0,0,1,"354930,2746","5643648,356",6.935765374,50.92620982,0,"5,20082E+18"
212585,5,3,15,0,2020,8,11,5,3,2,6,0,0,1,0,0,0,0,"356977,8362","5650936,829",6.962016395,50.99222169,0,"5,20081E+18"
212596,5,3,15,0,2020,8,1,5,3,0,1,2,0,0,0,0,0,1,"355438,755","5644304,683",6.942735408,50.93223574,1,"5,20081E+18"
212621,5,3,15,0,2020,8,17,6,3,0,7,0,1,1,0,0,0,0,"356160,3302","5646418,274",6.952162607,50.95141065,0,"5,20081E+18"
212624,5,3,15,0,2020,8,19,7,3,5,2,0,0,1,0,0,0,0,"355305,9767","5654613,509",6.936743809,51.02484486,0,"5,20082E+18"
212635,5,3,15,0,2020,8,18,5,3,5,3,0,1,1,0,0,0,0,"351652,8375","5646987,803",6.887803521,50.95538623,1,"5,20081E+18"
212658,5,3,15,0,2020,8,16,6,3,0,7,0,1,0,0,0,0,0,"359032,2356","5646137,862",6.993131237,50.94960014,0,"5,20081E+18"
212669,5,3,15,0,2020,8,15,6,3,6,7,0,0,1,1,0,0,0,"356486,996","5645435,056",6.957197634,50.94265604,0,"5,20081E+18"
212672,5,3,15,0,2020,8,4,7,3,0,1,2,0,0,0,0,0,1,"356370,8849","5641174,346",6.957224174,50.90433658,0,"5,20082E+18"
212684,5,3,15,0,2020,8,16,5,3,0,7,0,0,1,0,0,0,1,"357346,7744","5647817,249",6.9684942,50.96427798,1,"5,20081E+18"
212719,5,3,15,0,2020,8,22,4,3,0,1,2,1,0,0,0,0,0,"358634,4834","5639774,78",6.989938812,50.89231722,0,"5,20082E+18"
212748,5,3,15,0,2020,8,21,1,2,4,2,2,0,1,0,0,0,0,"360864,419","5648607,991",7.018253581,50.9722448,1,"5,20082E+18"
212750,5,3,15,0,2020,8,16,1,3,0,1,0,0,1,0,0,0,0,"363371,0797","5647644,109",7.054296487,50.96418215,0,"5,20082E+18"
212752,5,3,15,0,2020,8,11,1,3,0,7,0,0,0,0,0,0,1,"357126,1955","5646189,03",6.965994237,50.94959069,0,"5,20082E+18"
212753,5,3,15,0,2020,8,13,3,2,4,2,0,1,1,0,0,0,0,"361891,183","5650480,243",7.032157389,50.98931827,0,"5,20082E+18"
212754,5,3,15,0,2020,8,16,1,3,0,1,0,0,0,0,1,0,0,"356365,7288","5645331,825",6.955513363,50.94169812,0,"5,20082E+18"
212755,5,3,15,0,2020,8,16,3,3,0,7,0,1,1,0,0,0,0,"365863,8816","5648237,369",7.089555877,50.9700999,0,"5,20082E+18"
212757,5,3,15,0,2020,8,22,3,2,1,5,2,0,1,0,0,0,0,"354376,0893","5649941,811",6.925367572,50.98262744,0,"5,20082E+18"
212758,5,3,15,0,2020,8,15,3,3,2,6,0,1,1,0,0,0,0,"354049,057","5645324,359",6.922563899,50.94104926,0,"5,20082E+18"
212759,5,3,15,0,2020,8,12,3,3,2,6,0,0,1,0,0,0,0,"356739,4777","5641989,236",6.962143108,50.91175154,0,"5,20082E+18"
212760,5,3,15,0,2020,8,11,1,3,5,3,0,0,1,0,0,0,1,"356632,1294","5642748,43",6.960318791,50.91854771,0,"5,20082E+18"
212761,5,3,15,0,2020,8,18,3,3,0,1,0,1,0,0,0,0,0,"355359,003","5645891,26",6.940971354,50.94647397,1,"5,20082E+18"
212763,5,3,15,0,2020,8,15,3,3,5,3,0,1,1,0,0,0,0,"355187,9575","5643737,145",6.939394208,50.92707249,0,"5,20082E+18"
212764,5,3,15,0,2020,8,11,3,3,2,6,0,1,1,0,0,0,0,"355335,7793","5644598,382",6.941154382,50.93484934,0,"5,20082E+18"
212765,5,3,15,0,2020,8,7,3,3,5,3,0,1,1,0,0,0,0,"355378,7093","5643574,59",6.94217112,50.92565949,0,"5,20082E+18"
212771,5,3,15,0,2020,8,15,4,3,8,6,0,1,1,0,0,0,0,"352522,143","5648656,704",6.899495482,50.97060694,0,"5,20082E+18"
212783,5,3,15,0,2020,8,14,4,3,5,2,0,0,1,0,1,0,0,"356306,8549","5642582,759",6.955759547,50.91697793,0,"5,20082E+18"
212824,5,3,15,0,2020,8,17,4,3,0,7,0,0,0,0,0,1,0,"353921,12","5647110,534",6.920027588,50.9570686,0,"5,20082E+18"
212863,5,3,15,0,2020,8,13,2,3,0,3,0,0,1,0,1,0,0,"363891,9218","5640147,146",7.064508547,50.89692674,1,"5,20082E+18"
212864,5,3,15,0,2020,8,14,2,2,0,1,0,0,0,0,1,0,0,"352397,7599","5653104,186",6.895918105,51.01054216,0,"5,20082E+18"
212865,5,3,15,0,2020,8,14,2,2,0,3,0,0,1,0,0,0,1,"357429,6252","5648938,204",6.969233868,50.97437239,0,"5,20082E+18"
212867,5,3,15,0,2020,8,8,2,3,5,3,0,1,1,0,0,0,0,"356511,759","5643550,435",6.958291901,50.92572533,0,"5,20082E+18"
212869,5,3,15,0,2020,8,21,2,3,6,7,1,0,1,1,0,0,0,"355925,9871","5643096,33",6.950142002,50.92149837,0,"5,20082E+18"
212889,5,3,15,0,2020,8,16,4,3,0,3,0,1,1,0,0,0,0,"359582,6822","5637932,665",7.004120124,50.87599303,0,"5,20082E+18"
212925,5,3,15,0,2020,8,8,4,3,5,3,0,1,1,0,0,0,0,"355035,1049","5645983,114",6.936327152,50.94721808,0,"5,20082E+18"
212936,5,3,15,0,2020,8,8,4,3,3,2,0,1,0,0,0,0,1,"355767,2757","5645792,098",6.946818573,50.94568511,0,"5,20082E+18"
212949,5,3,15,0,2020,8,14,7,3,6,4,0,0,0,1,0,0,1,"353561,6299","5651634,86",6.913090104,50.99763553,0,"5,20082E+18"
212967,5,3,15,0,2020,8,16,5,3,0,2,0,1,0,0,0,0,0,"355605,1185","5648337,501",6.943501981,50.96851948,0,"5,20082E+18"
212982,5,3,15,0,2020,8,23,5,3,0,1,2,0,0,0,1,0,0,"355103,7841","5644544,189",6.937876483,50.93430408,0,"5,20082E+18"
212997,5,3,15,0,2020,8,17,7,3,5,7,0,1,0,0,0,0,1,"356749,2963","5645273,873",6.960992141,50.94127274,0,"5,20082E+18"
213019,5,3,15,0,2020,8,12,5,3,5,3,0,1,1,0,0,0,0,"352566,3774","5654034,624",6.897941887,51.01894672,0,"5,20082E+18"
213021,5,3,15,0,2020,8,17,5,3,6,7,0,1,0,1,0,0,0,"359225,331","5643827,075",6.996771289,50.92888008,0,"5,20082E+18"
213033,5,3,15,0,2020,8,13,7,3,0,7,0,0,0,0,0,0,1,"356120,9566","5648108,123",6.950934337,50.96658718,0,"5,20082E+18"
213070,5,3,15,0,2020,8,7,6,3,6,2,0,0,1,1,0,0,0,"363267,296","5639540,779",7.055858649,50.89132948,0,"5,20082E+18"
213073,5,3,15,0,2020,8,7,5,2,5,3,0,1,1,0,0,0,0,"360772,57","5646893,278",7.017602408,50.95681219,0,"5,20082E+18"
213075,5,3,15,0,2020,8,22,6,3,5,2,2,1,1,0,0,0,0,"357621,9009","5645135,623",6.973458356,50.94024643,0,"5,20082E+18"
213080,5,3,15,0,2020,8,7,6,3,8,7,0,1,0,0,0,0,0,"356767,2535","5648966,711",6.959794228,50.97446423,0,"5,20082E+18"
213083,5,3,15,0,2020,8,15,6,3,1,5,0,0,1,0,0,0,1,"355622,2009","5646920,171",6.944307498,50.95578655,0,"5,20082E+18"
213085,5,3,15,0,2020,8,12,5,3,5,7,0,0,1,0,1,0,0,"359766,6459","5638104,373",7.00666742,50.87758088,0,"5,20082E+18"
213087,5,3,15,0,2020,8,15,6,3,2,6,0,1,1,0,0,0,0,"356554,1491","5646894,799",6.957577798,50.95579126,0,"5,20082E+18"
213099,5,3,15,0,2020,8,19,6,3,6,4,0,1,0,1,0,0,0,"352786,2959","5654239,592",6.900991955,51.02084499,0,"5,20082E+18"
213101,5,3,15,0,2020,8,11,7,3,1,6,0,1,0,0,0,0,0,"355540,4662","5641255,851",6.945389322,50.90486187,0,"5,20082E+18"
213105,5,3,15,0,2020,8,19,6,3,0,1,0,1,0,0,0,0,0,"359446,5942","5635934,674",7.002954665,50.85800353,0,"5,20082E+18"
213107,5,3,15,0,2020,8,10,6,2,5,3,0,0,1,0,1,0,0,"354499,8788","5642127,915",6.93025194,50.9124376,0,"5,20082E+18"
213109,5,3,15,0,2020,8,19,6,3,5,2,0,1,1,0,0,0,0,"353370,2988","5642454,26",6.914063785,50.9150845,1,"5,20082E+18"
213112,5,3,15,0,2020,8,19,6,3,1,1,0,0,1,0,0,0,0,"355011,3725","5646018,133",6.935975597,50.94752682,1,"5,20082E+18"
213122,5,3,15,0,2020,8,16,5,3,5,3,0,1,1,0,0,0,0,"352173,3563","5653663,507",6.892493628,51.01551081,0,"5,20082E+18"
213140,5,3,15,0,2020,8,11,4,2,0,5,0,1,0,0,0,0,0,"359497,471","5642142,287",7.001290399,50.91380499,0,"5,20082E+18"
213145,5,3,15,0,2020,8,14,4,3,5,2,0,1,1,0,0,0,0,"364665,211","5649037,09",7.072196355,50.97700696,0,"5,20082E+18"
213152,5,3,15,0,2020,8,6,4,3,0,7,0,1,0,0,0,0,0,"357600,145","5645405,425",6.973043433,50.94266575,0,"5,20082E+18"
213162,5,3,15,0,2020,8,1,4,3,0,1,2,0,0,0,1,0,0,"357667,5293","5645661,193",6.973902012,50.94498096,1,"5,20082E+18"
213175,5,3,15,0,2020,8,13,5,2,5,2,0,1,1,0,0,0,0,"359171,143","5650393,818",6.993459598,50.98788251,0,"5,20082E+18"
213180,5,3,15,0,2020,8,7,4,3,4,6,0,0,1,0,0,1,0,"352252,706","5652207,213",6.894216988,51.00244435,0,"5,20082E+18"
213184,5,3,15,0,2020,8,22,5,3,0,7,2,1,1,0,0,0,0,"353260,5389","5646928,573",6.910701807,50.95526556,0,"5,20082E+18"
213190,5,3,15,0,2020,8,13,4,3,4,6,0,1,1,0,0,0,0,"349220,9099","5644342,147",6.854298149,50.93098052,0,"5,20082E+18"
213198,5,3,15,0,2020,8,17,4,2,3,6,0,0,1,0,1,0,0,"353861,1063","5646783,641",6.919304917,50.95411571,0,"5,20082E+18"
